,summary,rephrased_summary,total,len,rate,suffix
0,"My best friend pushed me into the pool.|This happened during my cousin's wedding reception.|Everyone was dressed to impress.|My friend spotted a bee near my face.|We were at a fancy hotel garden.|My aunt had just handed me a glass of champagne.|I warned my friend to be careful.|My friend gave me a little shove.|I surfaced gasping for air, and she laughed and apologized.|My cousin said I almost landed on the cake.","At my cousin's nuptial celebration, my confidant nudged me into the swimming area. The incident unfolded while all attendees were garbed in their finest attire. It occurred as we stood in the opulent garden of a grand hotel, just after my aunt presented me with a flute of bubbly. A bee buzzing close to my visage prompted my friend's reaction. Despite my cautioning, she impulsively gave me a gentle push. I emerged from the water, spluttering, to her mirthful apology. My cousin remarked that I narrowly missed toppling onto the wedding confection.",140.64,416,0.34,10_1.json
1,My best friend pushed me into the pool.|This happened at my cousin's wedding reception.|Everyone was dressed to impress.|She saw a bee hovering near my face.|She tried to save me from being stung.|My aunt handed me a glass of champagne.|My friend didn't think things through.|I tumbled into the water with her shove.|She laughed and apologized profusely.|My cousin said I almost landed on the cake.,"At my cousin's nuptial celebration, my closest companion nudged me into the swimming pool. The incident took place while all the guests were donning their finest attire. Spotting a bee close to my visage, she acted swiftly to prevent a sting. In the midst of this, my aunt offered me a flute of bubbly. Without fully considering the consequences, my friend's push sent me cascading into the pool. She burst into laughter while offering numerous apologies. My cousin remarked that I narrowly missed crashing into the wedding cake.",122.63,398,0.31,10_2.json
2,My best friend pushed me into the pool.|This happened during my cousin's wedding reception.|Everyone was dressed to impress.|A bee was hovering near my face.|My friend tried to save me from being stung.|I was holding a glass of champagne.|My friend gave me a little shove.|I tumbled into the water.|My friend laughed and apologized.|My cousin said I almost landed on the cake.,"At my cousin's wedding reception, my best friend nudged me into the swimming pool. The incident occurred when we were all decked out in our finest attire. A bee was buzzing around my head, and in an attempt to prevent me from getting stung, my friend pushed me slightly. Clutching a champagne flute, I fell into the pool. My friend couldn't help but chuckle even as they said sorry. My cousin remarked that I nearly crashed into the wedding cake.",112.39,376,0.3,10_3.json
3,My best friend pushed me into the pool.|This happened at my cousin's wedding reception.|Everyone was dressed to impress.|She spotted a bee near my face.|This was at a fancy hotel garden.|My aunt had just handed me champagne.|I warned her to be careful.|She gave me a little shove.|I tumbled into the water.|She started laughing and apologized.|My cousin joked about the cake.,"At my cousin's wedding celebration, which was held in a luxurious hotel garden, my best friend nudged me into the swimming pool. All the guests were decked out in their finest attire. She noticed a bee hovering close to my face. Just after my aunt had given me a glass of champagne, I cautioned her to watch out. Nevertheless, she playfully pushed me, causing me to fall into the pool. She burst into laughter and quickly said sorry. Meanwhile, my cousin made a humorous remark concerning the wedding cake.",135.3,375,0.36,11_1.json
4,My best friend pushed me into the pool.|This happened at my cousin's wedding reception.|Everyone was dressed to impress at the wedding.|She spotted a bee hovering near my face.|She tried to save me from being stung by the bee.|My aunt had just handed me a glass of champagne.|I warned her to be careful with the glass.|She gave me a little shove into the pool.|She laughed and apologized after I resurfaced.|My beautiful dress was ruined by the water.|My cousin joked I almost landed on the cake.,"At my cousin's nuptial celebration, my best friend inadvertently nudged me into the swimming pool. The incident unfolded while everyone was donning their finest attire. Noticing a bee close to my visage, she acted swiftly to prevent a sting. Just as my aunt presented me with a flute of champagne, I cautioned her about the glass. Nevertheless, she delivered a gentle push that sent me plunging into the water. Upon emerging, she offered laughter mixed with apologies. The elegant gown I wore succumbed to the drenching. My cousin humorously remarked that I nearly toppled onto the wedding cake.",139.55,496,0.28,11_2.json
5,"My best friend pushed me into the pool.|This happened during my cousin's wedding reception.|Everyone was dressed to impress.|She spotted a bee near my face.|She tried to save me from being stung.|I was at a fancy hotel garden.|My aunt had just given me champagne.|I warned her to be careful.|She shoved me, and I fell in the water.|She laughed and apologized profusely.|My cousin said I almost landed on the cake.","At my cousin's nuptial celebration, held in a lavish hotel garden, my best friend inadvertently nudged me into the swimming pool. The incident occurred while all the guests were donning their finest attire. She had noticed a bee hovering close to my face and, in an attempt to prevent a sting, she pushed me. Just moments before, my aunt had handed me a glass of champagne, and I had cautioned my friend to take care. Despite the warning, her push sent me splashing into the water, eliciting laughter and a flurry of apologies from her. My cousin remarked that I narrowly missed toppling onto the wedding cake.",132.68,413,0.32,11_3.json
6,My best friend pushed me into the pool.|This happened during my cousin's wedding reception.|Everyone was dressed to impress.|She spotted a bee near my face.|This was at a fancy hotel garden.|She tried to save me from being stung.|My aunt had just handed me champagne.|I warned her to be careful.|She gave me a little shove.|I resurfaced gasping for air.|She started laughing and apologized.|My cousin said I almost hit the cake.,"At my cousin's nuptial celebration, held in an upscale hotel's garden, my best friend nudged me into the swimming pool. The incident unfolded while all the guests were elegantly attired. She had noticed a bee hovering close to my face and, in an attempt to prevent a sting, she inadvertently pushed me. Just moments before, my aunt had passed me a glass of champagne, and I had cautioned my friend to be cautious. Nevertheless, she gave me a slight push, and I ended up plunging into the water. When I emerged, spluttering for breath, she burst into laughter and offered her apologies. My cousin remarked that I narrowly missed colliding with the wedding cake.",142.72,428,0.33,12_1.json
7,My best friend pushed me into the pool.|This happened during my cousin's wedding reception.|Everyone was dressed to impress.|She spotted a bee near my face.|We were at a fancy hotel garden.|My aunt handed me a glass of champagne.|I warned her to be careful.|She gave me a little shove.|I tumbled into the water.|I resurfaced gasping for air.|She started laughing and apologized.|My cousin joked about the cake.,"At my cousin's wedding reception, which was held in a luxurious hotel garden, my best friend nudged me into the swimming pool. All the guests were donning their finest attire. She had noticed a bee hovering close to my face. Just as my aunt offered me a flute of champagne, I cautioned my friend to watch out. Nevertheless, she playfully pushed me, causing me to fall into the pool. When I emerged, spluttering for breath, she burst into laughter and said she was sorry. Meanwhile, my cousin made a witty remark about the wedding cake.",144.36,410,0.35,12_2.json
8,"My best friend pushed me into the pool.|This happened at my cousin's wedding reception.|Everyone was dressed to impress.|A bee was hovering near my face.|My friend tried to save me from the bee.|My aunt handed me a glass of champagne.|I warned my friend to be careful.|My friend did not think things through.|She pushed me, and I fell into the water.|I gasped for air and resurfaced.|My friend laughed and apologized.|My cousin noted I nearly landed on the cake.","At my cousin's wedding celebration, my best friend inadvertently knocked me into the swimming pool. The guests were all elegantly attired for the occasion. As a bee buzzed close to my face, my friend attempted to ward it off. In the midst of this, my aunt offered me a flute of champagne. I cautioned my friend to tread carefully. However, she acted impulsively and shoved me, causing me to tumble into the pool. I emerged from the water, spluttering and gasping. Amidst her chuckles, my friend offered her regrets. My cousin remarked that I had almost toppled onto the wedding cake.",139.68,462,0.3,12_3.json
9,"My best friend pushed me into the pool.|This happened at my cousin's wedding reception.|Everyone was dressed to impress during the reception.|A bee was hovering near my face.|We were at a fancy hotel garden.|She tried to save me from being stung.|My aunt had handed me a glass of champagne.|I warned my friend to be careful.|Friends don't always think things through.|My friend shoved me, and I fell into the pool.|I resurfaced, gasping for air.|She laughed and apologized profusely.|My cousin commented on how close I was to landing on the cake.","At my cousin's nuptial celebration, my confidant inadvertently nudged me into the swimming area. The incident unfolded while everyone was garbed in their finest attire. A persistent bee was buzzing around my head in the midst of the upscale hotel's botanical setting. In an attempt to prevent me from a potential sting, she acted. Clutching a flute of bubbly that my aunt had just passed to me, I cautioned her to tread lightly. However, companions can act on impulse. Her push sent me tumbling into the water. I emerged from the pool, taking in deep breaths. She couldn't help but giggle even as she offered her fervent apologies. My cousin remarked on the narrow miss between myself and the ceremonial dessert.",162.35,546,0.3,13_1.json
