segment_id,segment_text,recall_id,recall_text,recall_len,max_clause_id,mbits_original_narrative,segment_text_rephrased,mbits_rephrased_narrative
1,My best friend pushed me into the pool.,571a3f73c97ad400083a2ea0,A woman’s best friend pushed her into the pool while she was holding a glass of champagne because she said a bee was hovering around her face. When she got out with her fancy dress all ruined her friend laughed hysterically and said a few more inches and she would have ruined the wedding cake.,294,8,14.93, My best friend shoved me into the pool.,29.61
2,"This happened during my cousin's wedding reception,",571a3f73c97ad400083a2ea0,A woman’s best friend pushed her into the pool while she was holding a glass of champagne because she said a bee was hovering around her face. When she got out with her fancy dress all ruined her friend laughed hysterically and said a few more inches and she would have ruined the wedding cake.,294,8,5.75," It occurred during the reception of my cousin's wedding,",4.25
3,where everyone was dressed to impress.,571a3f73c97ad400083a2ea0,A woman’s best friend pushed her into the pool while she was holding a glass of champagne because she said a bee was hovering around her face. When she got out with her fancy dress all ruined her friend laughed hysterically and said a few more inches and she would have ruined the wedding cake.,294,8,0.46, where everyone was decked out in their finest.,-1.89
4,"And the reason it happened,",571a3f73c97ad400083a2ea0,A woman’s best friend pushed her into the pool while she was holding a glass of champagne because she said a bee was hovering around her face. When she got out with her fancy dress all ruined her friend laughed hysterically and said a few more inches and she would have ruined the wedding cake.,294,8,-0.77, The incident unfolded because,5.34
5,"she spotted a bee hovering near my face,",571a3f73c97ad400083a2ea0,A woman’s best friend pushed her into the pool while she was holding a glass of champagne because she said a bee was hovering around her face. When she got out with her fancy dress all ruined her friend laughed hysterically and said a few more inches and she would have ruined the wedding cake.,294,8,15.17," she noticed a bee buzzing close to my face,",10.27
6,- this was at a fancy hotel garden -,571a3f73c97ad400083a2ea0,A woman’s best friend pushed her into the pool while she was holding a glass of champagne because she said a bee was hovering around her face. When she got out with her fancy dress all ruined her friend laughed hysterically and said a few more inches and she would have ruined the wedding cake.,294,8,0.83, - this was in the lush garden of an upscale hotel -,-1.77
7,and she tried to save me from being stung.,571a3f73c97ad400083a2ea0,A woman’s best friend pushed her into the pool while she was holding a glass of champagne because she said a bee was hovering around her face. When she got out with her fancy dress all ruined her friend laughed hysterically and said a few more inches and she would have ruined the wedding cake.,294,8,-0.59, and her intention was to prevent me from getting stung.,-1.94
8,"And my aunt had just handed me a glass of champagne,",571a3f73c97ad400083a2ea0,A woman’s best friend pushed her into the pool while she was holding a glass of champagne because she said a bee was hovering around her face. When she got out with her fancy dress all ruined her friend laughed hysterically and said a few more inches and she would have ruined the wedding cake.,294,8,3.23," Just as my aunt had handed me a glass of champagne,",1.07
9,and I warned her to be careful.,571a3f73c97ad400083a2ea0,A woman’s best friend pushed her into the pool while she was holding a glass of champagne because she said a bee was hovering around her face. When she got out with her fancy dress all ruined her friend laughed hysterically and said a few more inches and she would have ruined the wedding cake.,294,8,1.28, I cautioned her to handle it with care.,-0.01
10,"'Course friends, y'know, they don't always think things through.",571a3f73c97ad400083a2ea0,A woman’s best friend pushed her into the pool while she was holding a glass of champagne because she said a bee was hovering around her face. When she got out with her fancy dress all ruined her friend laughed hysterically and said a few more inches and she would have ruined the wedding cake.,294,8,1.64, You know how friends can be; they don't always think ahead.,0.3
11,"So that's when she gave me a little shove,",571a3f73c97ad400083a2ea0,A woman’s best friend pushed her into the pool while she was holding a glass of champagne because she said a bee was hovering around her face. When she got out with her fancy dress all ruined her friend laughed hysterically and said a few more inches and she would have ruined the wedding cake.,294,8,1.32," That's when she decided to give me a gentle push,",-0.03
12,and I tumbled into the water.,571a3f73c97ad400083a2ea0,A woman’s best friend pushed her into the pool while she was holding a glass of champagne because she said a bee was hovering around her face. When she got out with her fancy dress all ruined her friend laughed hysterically and said a few more inches and she would have ruined the wedding cake.,294,8,-0.62, causing me to fall into the pool.,0.2
13,"When I resurfaced, gasping for air,",571a3f73c97ad400083a2ea0,A woman’s best friend pushed her into the pool while she was holding a glass of champagne because she said a bee was hovering around her face. When she got out with her fancy dress all ruined her friend laughed hysterically and said a few more inches and she would have ruined the wedding cake.,294,8,-0.8," As I came up for air,",-0.24
14,"she just started laughing,",571a3f73c97ad400083a2ea0,A woman’s best friend pushed her into the pool while she was holding a glass of champagne because she said a bee was hovering around her face. When she got out with her fancy dress all ruined her friend laughed hysterically and said a few more inches and she would have ruined the wedding cake.,294,8,0.86," she burst out laughing,",1.66
15,and she apologized profusely.,571a3f73c97ad400083a2ea0,A woman’s best friend pushed her into the pool while she was holding a glass of champagne because she said a bee was hovering around her face. When she got out with her fancy dress all ruined her friend laughed hysterically and said a few more inches and she would have ruined the wedding cake.,294,8,-0.52, while offering her apologies over and over.,-2.12
16,"And... my beautiful dress was ruined,",571a3f73c97ad400083a2ea0,A woman’s best friend pushed her into the pool while she was holding a glass of champagne because she said a bee was hovering around her face. When she got out with her fancy dress all ruined her friend laughed hysterically and said a few more inches and she would have ruined the wedding cake.,294,8,1.34," And... there went my gorgeous dress,",1.03
17,"and naturally, the first thing to do was to get out and dry off,",571a3f73c97ad400083a2ea0,A woman’s best friend pushed her into the pool while she was holding a glass of champagne because she said a bee was hovering around her face. When she got out with her fancy dress all ruined her friend laughed hysterically and said a few more inches and she would have ruined the wedding cake.,294,8,-1.7," so naturally, the first order of business was to climb out and dry off,",-0.59
18,"and my cousin just says, ""Just about a few inches more,"" she says, ""and you'd have landed on the cake.""",571a3f73c97ad400083a2ea0,A woman’s best friend pushed her into the pool while she was holding a glass of champagne because she said a bee was hovering around her face. When she got out with her fancy dress all ruined her friend laughed hysterically and said a few more inches and she would have ruined the wedding cake.,294,8,22.89," and my cousin remarked, ""Just a few inches more,"" she noted, ""and you would have crashed into the cake.""",20.08
1,My best friend pushed me into the pool.,575ef812a2ce6e000666f239,"Person pushed into the pool by a friend during her aunt's wedding reception, friend saying something about a bee. Person climbs out of the pool in her wet dress to dry off. Relative makes a joke about another few inches and landing on the cake.",244,4,14.44, My best friend shoved me into the pool.,30.87
2,"This happened during my cousin's wedding reception,",575ef812a2ce6e000666f239,"Person pushed into the pool by a friend during her aunt's wedding reception, friend saying something about a bee. Person climbs out of the pool in her wet dress to dry off. Relative makes a joke about another few inches and landing on the cake.",244,4,10.34," It occurred during the reception of my cousin's wedding,",7.2
