recall_id,summary_name,mbits,recall_length,summary_length
672628f1dd186b536530f278,summary_gpt4o_140_1,6.650106015385063,341,2344
67d00ceb0de1512e5669d4c5,summary_gpt4o_32_1,87.605636706371,1199,1291
672f51ea346fba23ddd5a793,summary_gpt4o_65_1,62.862307888365194,965,2026
64772fe9752146745277bc45,summary_gpt4o_7_1,46.11628623080006,1757,382
678f5573a91b4ecd110427f5,summary_gpt4o_18_1,13.146079801499924,205,768
5d542c3a5af5900019bc80c4,summary_gpt4o_48_1,136.4441113885805,1314,2356
5c5cad3e4ee81200018eafe2,summary_gpt4o_29_1,89.74787076552002,1114,1192
5c6cc9e2ffe5270001d3e90c,summary_gpt4o_62_1,97.85648962188122,1034,1947
6637b21240220c2517fffa1a,summary_gpt4o_130_1,90.6171486804892,1363,5111
676054ef296caad582258e02,summary_gpt4o_30_1,98.86923319770632,1229,1313
63039dbefda87c47a91fec04,summary_gpt4o_83_1,69.10630806659515,950,2641
67722f8e3a4f08a288a1f640,summary_gpt4o_77_1,53.21579192052991,933,2412
67722f8e3a4f08a288a1f640,summary_gpt4o_160_1,18.79945803513419,933,2963
672628f1dd186b536530f278,summary_gpt4o_14_1,13.19951899941998,341,674
67d00ceb0de1512e5669d4c5,summary_gpt4o_33_1,80.47926161732994,1199,1299
672f51ea346fba23ddd5a793,summary_gpt4o_66_1,67.8403010137074,965,1977
678f5573a91b4ecd110427f5,summary_gpt4o_190_1,0.1624489629168692,205,3049
64772fe9752146745277bc45,summary_gpt4o_80_1,143.89292256685985,1757,3176
5d542c3a5af5900019bc80c4,summary_gpt4o_49_1,122.92475842538192,1314,2063
5c5cad3e4ee81200018eafe2,summary_gpt4o_30_1,82.08239051658336,1114,1313
5c6cc9e2ffe5270001d3e90c,summary_gpt4o_63_1,101.43681475996982,1034,2403
6637b21240220c2517fffa1a,summary_gpt4o_13_1,65.78323088478004,1363,833
676054ef296caad582258e02,summary_gpt4o_31_1,82.46026239012008,1229,1221
645e967fad9bc8bdc1a16ac0,summary_gpt4o_50_1,61.25609828647998,1430,2236
607dd554d9ec5e0fd85237cb,summary_gpt4o_26_1,64.60394243606015,1086,1288
672628f1dd186b536530f278,summary_gpt4o_150_1,18.26497771356526,341,1862
67d00ceb0de1512e5669d4c5,summary_gpt4o_34_1,91.10484325036964,1199,1458
672f51ea346fba23ddd5a793,summary_gpt4o_67_1,44.35147488116013,965,2589
678f5573a91b4ecd110427f5,summary_gpt4o_191_1,-17.963723690179904,205,7015
64772fe9752146745277bc45,summary_gpt4o_81_1,126.1655782648818,1757,2739
5d542c3a5af5900019bc80c4,summary_gpt4o_4_1,22.30413253972003,1314,330
5c5cad3e4ee81200018eafe2,summary_gpt4o_31_1,93.96143930698008,1114,1221
5c6cc9e2ffe5270001d3e90c,summary_gpt4o_64_1,79.69400870546679,1034,2483
6637b21240220c2517fffa1a,summary_gpt4o_140_1,113.35430457127497,1363,2344
672628f1dd186b536530f278,summary_gpt4o_15_1,20.272460119992957,341,828
676054ef296caad582258e02,summary_gpt4o_32_1,116.74637893986596,1229,1291
67d00ceb0de1512e5669d4c5,summary_gpt4o_35_1,67.22865631719594,1199,1337
64772fe9752146745277bc45,summary_gpt4o_82_1,163.9219993364427,1757,3090
672f51ea346fba23ddd5a793,summary_gpt4o_68_1,74.78935240812984,965,1927
678f5573a91b4ecd110427f5,summary_gpt4o_192_1,-2.2150544717540015,205,2631
5d542c3a5af5900019bc80c4,summary_gpt4o_50_1,114.15848634585382,1314,2236
5c5cad3e4ee81200018eafe2,summary_gpt4o_32_1,81.73099951578695,1114,1291
5c6cc9e2ffe5270001d3e90c,summary_gpt4o_65_1,118.13897645963108,1034,2026
676054ef296caad582258e02,summary_gpt4o_33_1,110.73658254228997,1229,1299
6637b21240220c2517fffa1a,summary_gpt4o_14_1,52.71791576902001,1363,674
6701c01f6fb3d34d3bed389e,summary_gpt4o_34_1,97.70801517095332,911,1458
672628f1dd186b536530f278,summary_gpt4o_160_1,13.966151357004946,341,2963
67d00ceb0de1512e5669d4c5,summary_gpt4o_36_1,65.29987387048004,1199,1547
672f51ea346fba23ddd5a793,summary_gpt4o_69_1,59.075701308310045,965,2969
64772fe9752146745277bc45,summary_gpt4o_83_1,157.9733622657011,1757,2641
678f5573a91b4ecd110427f5,summary_gpt4o_193_1,-11.902222432947385,205,6556
5d542c3a5af5900019bc80c4,summary_gpt4o_51_1,126.23645094497896,1314,2140
5c5cad3e4ee81200018eafe2,summary_gpt4o_33_1,91.19925799089992,1114,1299
5c6cc9e2ffe5270001d3e90c,summary_gpt4o_66_1,121.3003636797646,1034,1977
6637b21240220c2517fffa1a,summary_gpt4o_150_1,118.10604307725704,1363,1862
676054ef296caad582258e02,summary_gpt4o_34_1,83.685965258225,1229,1458
63039dbefda87c47a91fec04,summary_gpt4o_58_1,66.46773698296147,950,2431
63e6378e04ade071ebf9ff9c,summary_gpt4o_81_1,60.73039111771277,983,2739
672628f1dd186b536530f278,summary_gpt4o_16_1,22.33115958738,341,889
67d00ceb0de1512e5669d4c5,summary_gpt4o_37_1,97.19896383176308,1199,2012
672f51ea346fba23ddd5a793,summary_gpt4o_6_1,16.670455419000007,965,388
678f5573a91b4ecd110427f5,summary_gpt4o_194_1,-15.709797853779946,205,5161
64772fe9752146745277bc45,summary_gpt4o_84_1,122.62946995520588,1757,3636
5d542c3a5af5900019bc80c4,summary_gpt4o_52_1,123.49557003507608,1314,2113
5c5cad3e4ee81200018eafe2,summary_gpt4o_34_1,65.81585014925406,1114,1458
5c6cc9e2ffe5270001d3e90c,summary_gpt4o_67_1,101.71156555610492,1034,2589
6637b21240220c2517fffa1a,summary_gpt4o_15_1,59.939419667315974,1363,828
676054ef296caad582258e02,summary_gpt4o_35_1,111.92828836421596,1229,1337
63e6378e04ade071ebf9ff9c,summary_gpt4o_181_1,88.91322846748199,983,2652
