recall_id,recall_text,len_original,recall rate,rephrased_text,len_rephrased,rate
5bfd6f9d7f7968000187f356,"a scout was trying to catch up, but nobody believed him, then some guy tried to pull him over.",94,0.13,"A scout attempted to make up ground, yet no one gave credence to his words, subsequently, an individual attempted to stop him.",126,0.08404074779285711
5c48ec8ac8769800019362d4,"there was a man who was on coast he was struggling, however the guards thought he was just slow and struggling to catch up. he said help but no one believed him. eventually someone did",184,0.09,"A man existed positioned along the shoreline engaged in a struggle, yet the sentinels assumed he merely lacked speed and labored to keep pace. He cried out for assistance though his pleas were met with skepticism. Ultimately, someone took heed",243,0.06439268631399173
5c1ca2273728060001b0b056,Doing a race with scouts he fell over because he got cramps but nobody believed him because they thought he wanted to cheat and slow everyone else down,151,0.11,Participating in a competition with the scouts he stumbled and collapsed as he suffered from muscle cramps yet no one gave credence to his claim since they were under the impression that he was attempting to deceive in order to hinder the others' progress,255,0.04723534673254898
60bbf9e1cfcce5b0382bf9b1,"We was doing the 50 yard dash, dash the 50 yard sprint down the field we did pushups",84,0.21,"We were engaged in the 50-yard dash, sprinting the 50-yard distance across the field we performed push-ups",106,0.1658813908311322
6073ef4aa2110f1236736c6d,"He was a boy scout, who was playing and hurt himself.",53,0.35,"He belonged to the boy scouts, engaged in play, and sustained an injury.",72,0.27232445587638876
607717eaae6e81fa5a889d7f,I was at the boys scout camp when I was left behind and my leg caught onto something and the scouts and the scoutsmaster didn't believe that I really needed help.,162,0.13,I found myself at the boy scouts' encampment during the time I got separated from the group as my leg snagged on an object while the other scouts along with the scout leader were skeptical regarding my genuine need for assistance.,230,0.04018060436260868
605faf46917bfbfb48dcb05a,The story was about a scout who got stuck but his Scoutmaster didn’t give him attention or didn’t help then a stranger came to rescue him.,138,0.15,This tale centered on a young explorer who found himself trapped yet his Scout leader neglected him nor offered assistance when an unknown person appeared to save him.,167,0.11393043374311379
5b44292f99da270001bd3f53,The person was a boy scout and was running a 50meter dash. They got cramp and nobody believed them as they started to slow down.,128,0.18,The individual belonged to the boy scouts and participated in a 50-meter sprint. They experienced a muscle cramp yet no one gave credence to their claim when they began to decelerate.,183,0.12963579501748632
5f0b196928879b23ce83e097,"A boy scout was walking up and down a mountain with his fellow scouts and he was at the back with cramp and they never believed him so they continued, so another scout who was walking up after him ended up grabbing him.",219,0.11,A young scout hiked up and down a hillside accompanied by his scout companions while he trailed behind suffering from a muscle spasm yet they doubted his truthfulness thus they proceeded onward until a different scout who was ascending behind him eventually took hold of him.,275,0.058316983262181786
5cfaf97eadb3da00013c1eaa,They were in the camp and they were about 8 or 9 of them who were about to run a race. As the race started the writer had cramps and fell to the ground. Writer cried for help but no one answered. The camp instructor saw writer on the floor but did not care until one passerby saw writer and picked writer up and took the writer to safety.,338,0.07,They had set up camp with their numbers around eight or nine preparing to engage in a race. As they commenced the race the author experienced muscle spasms and collapsed onto the ground. The author called out for assistance yet received no response. The camp leader noticed the author prostrate but remained indifferent until a bystander noticed the author and lifted the author up escorting them to a secure area.,414,0.043480969754589344
5d5991afa9c6490015e96c18,In the scouts did the 50meter dash. Went up a hill and got by another bloke not the scoutmaster.,96,0.26,Within the scouting group they completed the 50-meter sprint. Ascended a slope and overtook a different fellow who was not the scout leader.,140,0.13886985772999993
5f79f34d5a697d0c18b4ade5,"A boy was in a running event with others but when he called out he had cramps he thought the others believed he just said it as he was slow behind. No one listened to him, even the teacher. Then he slowed down and a random person showed up and picked him up.",258,0.1,"A lad participated in a race alongside peers yet as he shouted out he experienced muscle spasms he assumed the rest thought he merely claimed so since he lagged at the back. Nobody paid attention to his words, including the instructor. Subsequently, he reduced his pace and an unknown individual appeared and lifted him up.",323,0.07472491182879261
5ed3b17bc0d11002f6e15f6b,"Someone who was in the boy scouts, was doing the 50 yard dash. During this he got cramp and couldn't continue but the scoutmaster didn't believe him.",149,0.18,"A person who belonged to the boy scouts, engaged in a sprint over fifty yards. While doing so, he experienced a muscle cramp and was unable to proceed further yet the scout leader was skeptical of his claim.",207,0.1055550320584541
648b920a66c5e3040ab14f6a,someone in the boy scouts did the 50 yard dash but they got cramps while the others were accusing of them being slow.,117,0.23,A member of the boy scouts completed the 50-yard sprint yet they experienced muscle cramps as the rest leveled accusations against them for their sluggishness.,159,0.12913282862075462
5ceef0cd45c1ec001920d548,"About a boy scouts leader doing a 50 yard dash, when they was going up and down and then the scouts leader grabbed them",119,0.23,"Concerning a boy scouts leader sprinting a distance of 50 yards, as they were moving back and forth, the leader of the scouts then seized them",142,0.1366709855091549
60bba0e7ce457da5179949c5,The boy was in the boy scouts and he was out on a trip with the group. He got a stitch and cried for help but the Scoutmaster ignored him. Before he knew it someone ran up and grabbed him.,188,0.15,"The young scout was part of the boy scouts organization participating in an excursion with his fellow members. He experienced a sharp pain in his side and called out for assistance yet the Scoutmaster paid no attention to his plight. Suddenly, without warning an individual approached swiftly and seized him.",308,0.08690526891980523
5fb3a3c38a7d5903b43c1949,"I was in the boys scouts doing a 50 metre dash, going up and down and back again and I got cramp",96,0.29,"I participated in the boy scouts performing a sprint over fifty meters, moving swiftly back and forth then returning to the starting point when a muscle cramp struck me",168,0.1440844308654762
5f776804a5ab6f298bf495a2,"yeh, I was in the Boy Scouts and we was going down the hill, and we was doing things, and that ..., The Scoutmaster was there and he went down to help but it was too late.",171,0.18,"yes, I participated in the Boy Scouts and we were descending the slope, engaging in various activities, and then ... Our Scoutmaster was present who proceeded to offer assistance yet it was already too late.",207,0.12881060611787434
6323441a11146d51c1d5874d,yeh i was in the boy scouts and was doing the 50 yard and yelp i got the cramps,79,0.38,Indeed I participated in the Boy Scouts and I was performing the 50-yard dash when suddenly I experienced muscle cramps,119,0.2559942035134453
5f39289db05fd84737afec99,"A guy recalls a story in which he was in the boy scouts, and was doing 50-yard dash race. He ended up getting cramps and falling but someone helped him back up.",160,0.19,"A man remembers a tale where he participated in the boy scouts, engaging in a 50-yard sprint. He eventually suffered from muscle cramps and collapsed yet someone assisted him to his feet.",187,0.1402408782582887
5afdd098b8c14a00019f2701,doing the 50 yard dash in boyscouts there were 8 or 9 of them going down and up and back down again and then someone jumped out at them,135,0.24,"Running the 50-yard sprint in Boy Scouts They numbered between eight and nine Descending Then ascending Followed by another descent Suddenly, an individual leaped out towards them",179,0.18620031764301676
6097ec1a8c0b4df21cbb9024,"8 to 9 men were running up a hill, and one had a cramp and shouted for help, but the others thought that he is just trying to catch up, so they left him by himself, Out of nowhere a stranger came to his aid, ending the 30 meters run.",233,0.14,"Between eight and nine individuals were sprinting uphill, with one experiencing a muscle spasm, who cried out for assistance, yet his companions believed he was merely attempting to keep pace, thus they abandoned him alone, Suddenly, an unknown person appeared to offer him help, concluding the thirty-meter dash.",313,0.07923001903482427
5ffd80c185e28327669b51f5,"yeh, i was in a boy scout camp doing the 50 meter dash, there was 8 to 9 of us and i got injured and nobody was paying attention to us",134,0.24,"Yes, I participated in a boy scout camp competing in the 50-meter sprint, with 8 or 9 others present where I sustained an injury and no one was taking notice of us",163,0.1688019453085889
5b74ba4e45975900018d4451,"Yeh, we were in the Boy Scouts at the time and we went for a walk all together but I got lost and Scout Master was there, but then there was a another boy who just grabbed me.",175,0.19,"Yes, we belonged to the Boy Scouts back then and we all set out for a hike yet I ended up getting separated with the Scout Master present, when suddenly another boy seized hold of me.",183,0.1059581568775956
5e4ead217dd6be000d5a6140,"a guy going to do the 50 metre dash with 8 or 9 friends, they went up and down 2 or 3 times and the scout master became involved",128,0.27,"A man prepared to sprint the 50-meter distance accompanied by eight or nine companions, they ran back and forth two or three times and the scout leader joined in",161,0.12045624542484476
60abcd6f3e5efd9fca235828,I was in the boy scouts doing the 50 yard dash. I got cramps. I was trying to get The scouts masters attention.,111,0.34,I participated in the boy scouts engaging in the 50-yard sprint. Cramps afflicted me. My efforts were focused on capturing the scout master's notice.,149,0.2044011057557046
