recall_id,chars,average,text
summary_gpt4o_3_7.json,138,0.6677,I was racing with the boy scouts and got cramps. I called for help but everyone ignored me. A guy who just arrived jumped in and saved me.
summary_gpt4o_3_2.json,141,0.6845,I got cramps during a 50-yard dash at the pier. I yelled for help but my peers and scoutmaster ignored me. A passerby jumped in and saved me.
summary_gpt4o_4_2.json,157,0.6701,I raced in the 50-yard dash at the pier. I caught cramps and yelled for help. The other scouts and scoutmaster ignored me. A stranger jumped in and saved me.
summary_gpt4o_3_1.json,171,0.6677,"I participated in a 50-yard dash with other boy scouts. I experienced cramps and called for help, but no one believed me. A random guy noticed and saved me from the water."
summary_gpt4o_3_8.json,177,0.6677,"I was participating in a 50-yard dash with the boy scouts. I caught cramps and started yelling for help, but no one believed me. A guy who just arrived jumped in and rescued me."
summary_gpt4o_3_5.json,185,0.6798,"I participated in a 50-yard dash at the pier with other boy scouts. I caught cramps and yelled for help, but no one believed me. A random guy jumped in to help me when I was in trouble."
summary_gpt4o_3_6.json,187,0.6483,"I was racing in the 50-yard dash with the other scouts on the pier. I got cramps and started yelling for help, but no one believed me. A guy who had just arrived jumped over and saved me."
summary_gpt4o_3_3.json,191,0.6782,"I was participating in a 50-yard dash at the pier with other boy scouts. I got cramps and yelled for help, but no one believed me and left me. A guy who just arrived jumped in and rescued me."
summary_gpt4o_3_4.json,198,0.6586,"I was racing in the 50-yard dash with the boy scouts at the pier. I caught cramps and yelled for help, but nobody believed me or paid attention. A guy who happened to walk by jumped in and saved me."
summary_gpt4o_4_1.json,208,0.6955,I participated in a 50-yard dash at the pier with fellow boy scouts. I caught cramps while running and yelled for help. My friends thought I was joking and left me behind. A stranger jumped over and saved me.
summary_gpt4o_4_5.json,220,0.7335,"I was in the boy scouts doing a 50-yard dash at the pier. I caught cramps and yelled for help, but no one believed me. The scoutmaster saw me but did not pay attention. A random guy jumped over and grabbed me, saving me."
summary_gpt4o_4_6.json,221,0.6907,I was participating in a 50-yard dash with the boy scouts. I got cramps during the third round and called for help. The other scouts and the scoutmaster did not believe I needed help. A passing man jumped in and saved me.
summary_gpt4o_4_8.json,226,0.6939,I was in the boy scouts during the 50-yard dash at the pier. I caught cramps and started yelling for help on the third dash. The other boys and the scoutmaster didn't believe I needed help. A random guy jumped in and saved me.
summary_gpt4o_4_4.json,228,0.6782,"I was in the boy scouts, racing the 50-yard dash at the pier. I got cramps on the third round and started yelling for help. Nobody believed I needed help and they all kept going. A guy walking by saw me and jumped in to save me."
summary_gpt4o_6_2.json,233,0.701,I was in the boy scouts. We were racing in a 50-yard dash at the pier. I caught cramps and yelled for help. The other fellows didn't believe I needed help. The scoutmaster ignored my calls for help. A stranger jumped in and saved me.
summary_gpt4o_4_7.json,235,0.6955,I was in the Boy Scouts doing a 50-yard dash race at the pier. I got cramps during the third dash and yelled for help. The other boys didn't believe I needed help and continued racing. A stranger saved me by jumping in and grabbing me.
summary_gpt4o_7_4.json,241,0.701,I was in the boy scouts. We were doing the 50-yard dash at the pier. I caught cramps during the race. I started yelling for help. The others thought I was faking it. The scoutmaster watched but ignored me. Another guy jumped in and saved me.
summary_gpt4o_4_3.json,242,0.6708,"I participated in a 50-yard dash race at the pier with other scouts. I caught cramps and yelled for help on the third round. The others and the scoutmaster ignored my pleas for help. A passerby jumped in and grabbed me, saving me from danger."
summary_gpt4o_7_5.json,246,0.6798,I was in the boy scouts. We were doing the 50-yard dash at the pier. I caught cramps and yelled for help. The other fellows didn't believe me. They all kept going and left me. The scoutmaster ignored me too. A random guy jumped in and grabbed me.
summary_gpt4o_5_6.json,249,0.7065,"I was in the boy scouts participating in a 50-yard dash. I caught cramps and yelled for help during the race. The other boys didn't believe me and kept going. The scoutmaster ignored my cries for help. A stranger jumped in and grabbed me, saving me."
summary_gpt4o_6_6.json,253,0.6708,"I participated in a 50-yard dash at the pier. I caught cramps during the third lap. I yelled for help, but my friends didn't believe me. Everyone left me behind while I struggled. The scoutmaster saw me but ignored me. A stranger jumped in and saved me."
summary_gpt4o_5_7.json,253,0.7175,I participated in a 50-yard dash with the boy scouts at the pier. I got cramps during the third run and yelled for help. The other boys thought I was joking and kept running. The scoutmaster noticed me but didn't help. A stranger jumped in and saved me.
summary_gpt4o_5_5.json,254,0.7175,"I participated in the 50-yard dash at the pier with the boy scouts. While racing, I got cramps and cried for help. My fellow racers thought I was faking it and didn't stop. The scoutmaster saw me but ignored my cries. A newcomer jumped in and rescued me."
summary_gpt4o_5_3.json,255,0.6848,I was in the boy scouts racing at the pier. I caught cramps and started yelling 'Help!' during the race. The fellows thought I was pretending and kept going. The Scoutmaster saw me but didn't pay attention. Another guy suddenly jumped over and grabbed me.
