recall_id,sum,mbits_to_chars,recall_text,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
mean,136.75,0.25,,22.18,-2.64,2.62,6.57,2.54,4.43,0.98,7.4,4.47,1.27,-0.51,15.99,2.04,0.62,1.49,7.77,5.89,1.52,2.08,10.87,3.22,2.28,0.39,3.06,6.81,1.32,1.98,16.87,0.35,-0.3,-1.04,4.26
6054ce9cd4e5c96ab84e9113,26.08,0.31,ONE DAY i WAS IN A POLICE FORCE AND A ROOKIE AND SAW A DAUGHTER WHO WAS A CHATTERBOX,14.21,-1.89,0.09,6.7,-4.44,2.21,-0.52,4.14,2.61,2.88,-0.68,-1.63,-1.23,-0.92,-0.12,4.06,3.4,-0.17,0.7,-0.24,2.64,0.61,0.02,-0.28,-0.56,0.0,-1.26,-2.69,-0.3,-0.18,0.04,-1.12
5d833b0e6642ee0001bfa9cb,28.31,0.26,working in police force and met a girl who was the chiefs daughter. he didnt like her as she had a big mouth.,11.86,-5.41,1.48,7.04,-0.7,3.31,0.39,9.12,2.98,-0.58,-0.8,0.17,-1.36,0.04,0.65,-1.56,3.4,0.42,0.85,-1.57,3.61,0.53,0.3,0.05,-0.52,0.45,-0.94,-3.03,-0.44,-0.3,-0.18,-0.95
60f09743e03e0ef8f6f4842a,29.81,0.56,Rookie year i helped find the daughter of my captain.,9.9,-2.59,0.91,6.58,-4.3,-3.89,1.59,3.42,0.07,-0.48,-1.41,7.45,-0.14,-0.0,1.18,5.8,3.25,0.07,1.42,1.59,2.83,-0.44,-0.86,-0.32,-0.76,0.19,-0.28,-3.68,-0.91,-0.41,-0.84,4.87
60471ddd0b6ed718cb843760,31.21,0.19,Back in the day when he was a rookie there was a lady that went missing only to find out that she was not actually missing. The detective had a daughter as well.,18.23,-0.46,-1.02,6.96,-4.11,-2.4,0.69,2.59,-2.12,-0.39,-1.21,5.54,-0.7,-1.57,0.44,4.35,3.72,-0.59,1.22,3.56,2.44,0.57,-0.34,-0.76,1.33,1.46,-1.04,-4.15,-0.9,-0.26,-0.6,0.73
5fbaf990efe4a5bcf223f9d7,32.55,0.18,"a girl was a rookie and had an argument with a boss gf and the girlfriend disappeared but at the end they found, the rookie girl had to transfer because the boss did not forget easily.",10.4,-3.83,-1.58,1.67,-4.18,0.18,0.31,3.6,1.06,-1.64,-2.44,5.83,-1.53,-0.08,1.44,4.18,3.86,-0.29,0.75,0.62,3.17,0.81,0.14,0.75,-1.42,0.3,0.32,8.55,0.77,0.04,-0.68,1.47
5f702dfd68dfbf000da79ada,35.05,0.18,"Back in the day when he was in the police force, during his rookie year, he tried to explain an incident about locating a charming and missing lady through a scarf that was probably by the river.",17.05,-0.38,1.2,-4.14,-4.6,-0.77,-0.25,1.72,0.25,-0.23,-0.89,6.08,0.3,-2.13,1.04,5.18,4.81,-0.49,0.95,11.76,1.56,0.58,-1.11,-1.75,-0.67,0.13,-0.18,-2.07,-0.35,-0.16,-0.72,3.33
627966f3451caac7a46ca880,36.41,0.25,Very hard to follow but something about a police chief with a rude daughter and the trainee policeman had to move away because he didn't like him.,14.96,-3.85,1.43,7.2,-1.74,3.2,-0.75,7.26,2.89,-3.33,-0.83,1.12,-0.66,0.39,0.2,-2.8,3.49,0.24,1.04,-0.98,1.8,1.01,0.37,0.14,-1.33,0.58,-1.28,5.89,0.66,-0.39,-0.6,1.08
5e54309f0a98c705f68ae8a8,38.09,0.18,"The storyteller is a policeman, and back when he was in his first year on the force, the police chief's daughter ran away. They looked for her together in the park, but ended up finding her in the police station.",15.28,-5.65,0.87,6.74,-3.63,-1.39,0.0,3.59,0.92,-0.3,-0.85,10.38,-0.73,-1.25,1.12,7.06,0.88,-0.08,1.67,2.31,1.18,1.81,0.73,2.38,2.44,-0.47,-1.72,-3.07,-0.51,-0.57,-1.25,0.2
5c8808098d2bbf0017e4b527,41.51,0.17,"I was a rookie cop. My boss was very experienced. A young person was reported missing. Turns out she didn't run away, but turned herself in to the police station. Someone told me to leave the force since my boss never forgets anything. I did, I quit.",27.41,-6.18,-1.43,-0.8,-7.1,-0.66,0.45,4.09,-3.5,-0.89,-1.8,6.93,-1.41,0.16,-0.21,4.32,4.44,-0.54,1.16,-2.47,2.23,1.35,0.33,1.11,1.2,1.2,-0.8,14.41,1.2,-0.34,-0.54,-1.81
