recall_id,clause_id,segment_ids,fan_out,last_segment_id,clause_text
llama4-1,1,[1],1,4,The Chief was a veteran
llama4-1,2,[4],1,4,The Chief had a young daughter
llama4-1,3,[2],1,4,The Chief had caught a notorious criminal
llama4-1,4,[3],1,4,The Chief was awarded for bravery
llama4-2,1,[1],1,11,The narrator was a rookie in the police force
llama4-2,2,[4],1,11,The Chief had a young daughter
llama4-2,3,[5],1,11,The narrator was a fitness enthusiast
llama4-2,4,[10],1,11,The Chief's daughter was a chatterbox
llama4-3,1,[1],1,12,The narrator was a rookie in the police force
llama4-3,2,[4],1,12,The Chief had a young daughter
llama4-3,3,[12],1,12,The daughter left a message saying she was going to run away
llama4-3,4,[12],1,12,The Chief scolded her about the narrator
llama4-4,1,[1],1,19,The narrator was a rookie in the police force
llama4-4,2,[4],1,19,The Chief had a young daughter
llama4-4,3,[12],1,19,The daughter left a message saying she was going to run away
llama4-4,4,"[16, 17, 19]",3,19,The narrator proposed searching for the daughter with the Chief
llama4-5,1,[6],1,22,The Chief's daughter was trying to impress the narrator
llama4-5,2,[12],1,22,The Chief's daughter left a message saying she was going to run away
llama4-5,3,"[13, 14]",2,22,The Chief arrived at the narrator's apartment with an intimidating look
llama4-5,4,"[16, 17, 19, 20, 21, 22]",6,22,The narrator and the Chief searched for the missing daughter together
llama4-6,1,[1],1,27,The narrator was a rookie in the police force
llama4-6,2,[12],1,27,The Chief's daughter left a message
llama4-6,3,[12],1,27,saying she was going to run away
llama4-6,4,"[16, 17, 19]",3,27,The narrator and the Chief searched for her
llama4-6,5,[20],1,27,near a park
llama4-6,6,"[24, 25]",2,27,They found her at a police station
llama4-6,7,[26],1,27,not having run away
llama4-7,1,[1],1,28,The narrator was a rookie in the police force
llama4-7,2,"[4, 6, 8, 9, 10, 11]",6,28,The Chief's daughter was infatuated with the narrator
llama4-7,3,"[12, 13, 16, 17, 19, 20, 21, 22, 23, 25, 26, 27]",12,28,The Chief and the narrator searched for his missing daughter
llama4-7,4,[28],1,28,The deputy advised the narrator to transfer
llama4-8,1,"[4, 6]",2,32,The Chief's daughter tried to impress the narrator
llama4-8,2,[12],1,32,The Chief's daughter left a message saying she was going to run away
llama4-8,3,"[13, 16, 17, 19, 20, 21, 22, 23]",8,32,The narrator and the Chief searched for her together
llama4-8,4,"[28, 29, 30, 31]",4,32,The narrator transferred to a different location after the incident
