recall_id,clause_id,segment_ids,fan_out,last_segment_id,clause_text
gpt4-1,1,[1],1,3,Mrs. Baker
gpt4-1,2,[1],1,3,the resident cat lady
gpt4-1,3,[2],1,3,adopted at least twenty cats
gpt4-2,1,"[1, 2]",2,11,"Mrs. Baker, the resident cat lady, adopted at least twenty cats."
gpt4-2,2,"[4, 6]",2,11,Mrs. Baker's grandson tried to befriend the narrator.
gpt4-2,3,"[5, 8, 9, 10, 11]",5,11,"The narrator, a tomboy, did not take to him due to his poor manners."
gpt4-3,1,"[1, 2]",2,18,"Mrs. Baker, the resident cat lady, adopted at least twenty cats"
gpt4-3,2,"[4, 6]",2,18,Mrs. Baker's grandson tried to befriend the narrator
gpt4-3,3,"[5, 8, 9, 10, 11]",5,18,"The narrator, a tomboy, did not take to him due to his poor manners"
gpt4-3,4,[12],1,18,The grandson left a note about running away due to nagging about the narrator
gpt4-3,5,"[13, 14]",2,18,Mrs. Baker approached the narrator for help with a cat in tow
gpt4-3,6,"[15, 16, 17]",3,18,The narrator suggested searching for the grandson before involving the police
gpt4-3,7,[18],1,18,The narrator was strategizing to find the grandson
gpt4-4,1,"[1, 2]",2,22,"Mrs. Baker, the resident cat lady, adopted at least twenty cats."
gpt4-4,2,"[4, 6]",2,22,Mrs. Baker's grandson tried to befriend the narrator.
gpt4-4,3,"[5, 8, 9, 10, 11]",5,22,"The narrator, a tomboy, did not take to him due to his poor manners."
gpt4-4,4,[12],1,22,The grandson left a note about running away due to nagging about the narrator.
gpt4-4,5,"[13, 14, 16, 17, 18, 19, 20]",7,22,Mrs. Baker and the narrator searched for the grandson starting at the old mill.
gpt4-4,6,"[20, 21, 22]",3,22,They found his baseball cap but no further trace of him.
gpt4-5,1,"[1, 2]",2,27,"Mrs. Baker, the resident cat lady, adopted at least twenty cats."
gpt4-5,2,"[4, 6]",2,27,Mrs. Baker's grandson tried to befriend the narrator.
gpt4-5,3,"[5, 8, 9, 10, 11]",5,27,"The narrator, a tomboy, did not take to him due to his poor manners."
gpt4-5,4,[12],1,27,The grandson left a note about running away due to nagging about the narrator.
gpt4-5,5,"[13, 16, 19, 20]",4,27,Mrs. Baker and the narrator searched for the grandson starting at the old mill.
gpt4-5,6,"[20, 21, 22]",3,27,They found his baseball cap but no further trace of him.
gpt4-5,7,"[24, 25, 26]",3,27,The grandson was eventually found in the treehouse club with a comic book.
gpt4-6,1,"[1, 2]",2,32,"Mrs. Baker, the resident cat lady, adopted at least twenty cats."
gpt4-6,2,"[4, 6]",2,32,Mrs. Baker's grandson tried to befriend the narrator.
gpt4-6,3,"[5, 8, 9, 10, 11]",5,32,"The narrator, a tomboy, did not take to him due to his poor manners."
gpt4-6,4,[12],1,32,The grandson left a note about running away due to nagging about the narrator.
gpt4-6,5,"[13, 16, 17, 19, 20]",5,32,Mrs. Baker and the narrator searched for the grandson starting at the old mill.
gpt4-6,6,"[24, 25, 26]",3,32,The grandson was eventually found in the treehouse club with a comic book.
gpt4-6,7,[28],1,32,Officer Dawson warned the narrator to lay low because Mrs. Baker never forgets.
