recall_id,#clauses,n,segment_ids,text
60471ddd0b6ed718cb843760,6,9,"[1, 2, 3, 13, 24, 28, 29, 30, 31]","Detective Dawson said he should lay low as, once the lady had it in her head she would not let it go. She had many cats and a treehouse."
5c6ab0ec721d100001a8ff03,8,10,"[1, 9, 10, 11, 12, 25, 28, 29, 30, 31]","in the neighbour hood I grew up in Mrs Baker was the local cat lady. Her nephew had poor manners, very poor manners. he went missing. found up a tree reading a comic. but the local officer told me to lay low for a while, which I did."
60721c2da01b3a616edba9a7,9,10,"[1, 4, 6, 12, 13, 18, 24, 25, 26, 28]",Mrs Baker was the neighbourhood cat lady. She had a nephew. Who liked me. And nagged her about it. I invited him over to my tree house. To trick him. So the Sheriff could get him. We thought he had run away. Only to find him inside the tree house.
60f20aac9a3cd813c94175b4,7,10,"[32, 1, 8, 9, 10, 11, 28, 29, 30, 31]","Mrs Baker was a cat lady, her grandson had bad manners, goodness gracious did he have bad manners. Then there was a sheriff involved and told her to lie low, which she did and it was the second time."
64622d2c6d50562c9b68e0c1,7,10,"[4, 13, 16, 19, 20, 21, 22, 24, 25, 28]","Ms Baker's grandson went missing, and Ms Baker went to find me in my treehouse, so we searched together and tried to find him, but he wasn't at the mill, but at the club treehouse. I was then warned by the sheriff to stay away."
6483247637d20bcecd41963b,10,10,"[1, 2, 3, 5, 12, 13, 17, 19, 20, 28]","A Mrs Baker was the local cat lady. She had found homes for cats for around 20 homes. One of the Mrs Bakers cats went missing. While she went looking for the cat, she came across one of the local young residents, she was bit of a tomboy who liked to climb trees, the young girl gave a note to the cat lady saying that she was going to run away one day because she was fed up with all the nagging at home. Mrs Baker said to the young girl that someone will most certainly call the sheriff if you ran away. The lady continued to look for the cat but found the young girls red baseball hat that she had left behind."
59f39daef4217300016cbed4,8,11,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","A lady had a cat and she was very fond of them and either kept 20 or so or tried to re-home them. This lady also had a nephew who was fond of another person in the story, but this nephew had terrible manners and the other person in the story was not interested in them."
5f0a1d89eb65250d7d9eedb4,7,11,"[32, 1, 5, 9, 10, 11, 12, 13, 24, 25, 28]",Mrs baker lived is the friendly neighborhood cat lady. She was a tomboy back in the day. She had a charming friend called Devin who had really bad manners. Goodness his manners were bad. So one day he lost his cat and decided to run away. She went looking for him but he ended up being in a treehouse club. She never forgets anything and this was the second time.
60693e637bc58fc13d57b1a7,12,11,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","The neighborhood I grew up in, Mrs. Baker was the resident cat lady. She had adopted at least twenty - or had given them homes. but she - had a young grandson and back then I was quite the tomboy and apparently, he was trying to befriend me. I never caught on. Truth is I didn't take to him much because he had poor manners. Goodness gracious he had poor names."
5ec848e98af2e014101df8e5,13,12,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",In the neighbourhood I grew up in the resident cat lady was Mrs Baker. She has 20 or so cats she has given a home too. She also had a grandson who was about my age. In those days I was quite the tomboy. He wanted to be friends with me but I wasn’t as keen. He had very bad manners. His grandmother wanted him to be friends with me too. He said he would run away if I wouldn’t be.
