recall_id,chars,average,text
60cd16e63d3924958e8d3d43,76,0.7789,there was a crazy cat lady in the neighbourhood. someone went to the guards.
5d27b8fee5af0b00157f41a6,98,0.8178,"In a neighborhood where Mrs Baker lived, she was a cat lady that had a grandson that went missing."
5dc5c2dfe0089e56432b4d6c,120,0.7287,There was a cat lady who had 20 cats her grandson went missing one day and she went to a tree house to try and find him.
63e51cdb4193829cb19b2ebf,126,0.8225,"About a woman who tried to get close and approach a guy in the neighborhood, but was said that she never forget things easily."
60471ddd0b6ed718cb843760,136,0.6916,"Detective Dawson said he should lay low as, once the lady had it in her head she would not let it go. She had many cats and a treehouse."
5fe6ecb7f4e23353fbf24459,137,0.6667,a local lady who loves cats had a problem with the person in the storey and one person had to go hide away but im not to ure why that was
648f41ef21178f0a0b794669,147,0.8605,"In the neighbourhood that I grew up in, Mrs Baker was the resident cat-lady. She had adopted at least twenty of them - or at least given a home to."
606f66766e39073d51680a26,151,0.7784,"Someone lived in a neighbourhood with Mrs Baker who had lots of cats, at least 20 but had rehomed some. Something about a treehouse and being a tomboy."
627966f3451caac7a46ca880,154,0.7007,It was really confusing someone's grandma liked cats and went to a treehouse to persuade the narrator to come down. The grandson was rude to the narrator.
60205f5ba5fe0165fa0e5e01,163,0.8112,"In a neighbourhood lived Mrs. Baker, a cat lady, she had a grandson who ran away one day only to be found in some treehouse club in the woods reading a comic book."
63d13efb60b6ba4c433bad7d,168,0.6709,Mrs baker was the cat lady down the street. She had a grandson who was a tomboy. One day Mrs Baker lost her cat which was a tabby. We tried to find it. But we couldn't.
598d55aa8380cc00012a3a53,176,0.6924,Mrs Baker’s ill mannered grandson runs away and she blames the narrator. He returns and is found reading a comic at their treehouse. The sherry gives a warning about Mrs Baker.
5ecae8f0edb40e0009671064,181,0.6605,A woman who was staying in her house one day adopted cats and one day the cat got missing and one day left a note to go look for the cat and found it in a comic book in a treehouse.
60ba46327fecef005d8eeb87,196,0.6181,The author who is a tomboy talked about her neighbour who liked cats. She kept about 20 cats. She also mentioned that she had a grandchild whom the grandmother was bothering because of the author.
60f20aac9a3cd813c94175b4,199,0.6,"Mrs Baker was a cat lady, her grandson had bad manners, goodness gracious did he have bad manners. Then there was a sheriff involved and told her to lie low, which she did and it was the second time."
5cbc7935dc8a8900017390a2,215,0.6848,"Mrs baker once said. I had a friend, he didn't like his grandmother since she kept nagging me. well we'll find him, and if we don't you can - go to the police station. I was strategizing. There was a treehouse club."
64622d2c6d50562c9b68e0c1,227,0.6898,"Ms Baker's grandson went missing, and Ms Baker went to find me in my treehouse, so we searched together and tried to find him, but he wasn't at the mill, but at the club treehouse. I was then warned by the sheriff to stay away."
5c6ab0ec721d100001a8ff03,233,0.6878,"in the neighbour hood I grew up in Mrs Baker was the local cat lady. Her nephew had poor manners, very poor manners. he went missing. found up a tree reading a comic. but the local officer told me to lay low for a while, which I did."
60721c2da01b3a616edba9a7,247,0.7184,Mrs Baker was the neighbourhood cat lady. She had a nephew. Who liked me. And nagged her about it. I invited him over to my tree house. To trick him. So the Sheriff could get him. We thought he had run away. Only to find him inside the tree house.
5f588f227723ca000cc5e08f,262,0.6563,"The story is about a lady who has cats, Mrs. Baker, and a Tomboy who has poor manners who wrote a note saying he is leaving and they had to look for him but he didn't run away he was in a tree house with his comic book after the sheriff said they should lay low."
60abb40fe8824c6f9007faeb,269,0.7474,"In the neighborhood I grew up in, Mrs. Baker was the resident lady. She had adopted at least two kids or she gave them a home. She had a young grandson and back then I was a tomboy. The grandson was trying to befriend me. I did not catch on him because he was charming."
59f39daef4217300016cbed4,269,0.7134,"A lady had a cat and she was very fond of them and either kept 20 or so or tried to re-home them. This lady also had a nephew who was fond of another person in the story, but this nephew had terrible manners and the other person in the story was not interested in them."
5d45521afdaaad00010ec185,298,0.6883,In the neighbourhood where I grew up lived Mrs Baker. She was the resident cat woman and had adopted about 20. She had a young grandson who was interested in me but I was a tomboy and didn't take much notice. One day he disappeared and she blamed me but we found him and then I kept out of her way.
5fa154fd4cbe97227182aff7,303,0.6513,Mrs Baker was the town's cat Lady. She had around 20 cats. Her grandson tried to befriend me but I was not fond of his bad manners. He threatened to run away and Mrs Baker asked me to look for him. I agreed and we searched. We later found him reading a book at the treehouse. He decided not to run away.
5f58c945b5424a055aad846b,304,0.6706,There was a cat lady. Her grandson was trying to befriend you. Grandson went missing - thought he was in a treehouse but not. Went searching for him and couldn't find a trace. However was back at the treehouse. Advised to lie low and avoid cat lady as she didn't forget things. Grandson had poor manners.
