segment_id,segment_text,recall_id,recall_text,recall_len,max_clause_id,mbits_original_narrative,segment_text_rephrased,mbits_rephrased_narrative
1,"In the neighborhood I grew up in, Mrs. Baker was the resident cat lady.",5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,12.85," In the area where I was raised, Mrs. Baker was known as the neighborhood cat lady.",34.01
2,She had adopted at least twenty –,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,-2.91, She had taken in no fewer than twenty –,-3.55
3,or had given them homes.,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,5.36, providing them with shelter.,2.28
4,But she had – a young grandson,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,14.23, She also had – a young grandson,8.78
5,and back then I was quite the tomboy.,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,1.21," and at that time, I was quite the tomboy.",1.3
6,"And apparently, he was trying to befriend me.",5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,3.85, It seemed he was attempting to make friends with me.,-0.88
7,I never caught on.,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,-0.04, I never realized it.,-0.66
8,Truth is I didn't take to him much because he had –,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,9.89," Honestly, I wasn't too fond of him because he had –",5.33
9,He was a charming lad until you saw his manners.,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,6.11, He seemed charming at first until you noticed his behavior.,4.22
10,He had poor manners.,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,2.48, His manners were lacking.,3.98
11,Goodness gracious he had poor manners.,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,-0.41," Truly, his manners were atrocious.",0.58
12,Then he left a note one day saying he was going to run away because she was always nagging about me.,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,11.0," One day, he left a note declaring his intention to run away because she kept nagging him about me.",8.77
13,She came to my treehouse.,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,3.74, She approached my treehouse.,1.85
14,Big old tabby cat in tow.,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,2.36, Accompanied by a large tabby cat.,3.75
15,I talked her down,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,1.16, I managed to calm her down,3.3
16,and said “Well we'll go find him,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,8.28," and suggested, “Let's go look for him,",6.22
17,"and if we can't locate him, you can – go ahead and call the police if you need to.”",5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,13.15," and if we can't find him, feel free to call the police if necessary.”",4.54
18,I was strategizing.,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,0.47, I was making plans.,-1.03
19,So she took my advice.,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,1.98," Following my suggestion,",2.12
20,And we went to where they found his baseball cap – near the old mill,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,-4.43, We headed to the place where his baseball cap was found – by the old mill,-4.13
21,and we trailed a bit more,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,-0.31, and we continued searching,-0.48
22,and we didn't find a trace.,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,-1.19, but found nothing.,-1.08
23,And returned,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,-2.81, And came back,0.23
24,– it was a treehouse club –,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,5.13, – it was a clubhouse in a tree –,4.32
25,he was sitting on a branch with a comic book in his hand.,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,10.22," there he was, perched on a branch, reading a comic book.",6.82
26,He hadn't run away.,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,5.25, He hadn’t actually run away.,5.55
27,But – however – that resolved it for that day.,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,2.71, But – nonetheless – that settled things for the moment.,-0.58
28,"But that evening the local sheriff, Officer Dawson said “You better lay low and stay out of sight because that woman never forgets anything once she gets it into her mind.”",5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,16.37," However, that night, local sheriff Officer Dawson warned, “You better keep a low profile because once something is on her mind, she never lets it go.”",19.29
29,And I did.,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,1.09, And so I did.,2.42
30,I laid low,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,1.0, I kept out of sight.,0.6
31,and stayed out of sight.,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,-1.05, and remained hidden.,-0.06
32,That was the second time.,5422cca4fdf99b328c91b21b,"There was a lady who was a neighbour who had a grandson. She was called Mrs Baker. She wanted me to be friends with her grandson but he had really poor manners so I did not want to. One day she came to my house with her cat and said her grandson was missing I suggested we should look for him together before ringing the police. We went out and found him in a treehouse reading a comic he hadn't run away. The police called me later and said I should lay low as she would cause trouble for me, so that is what I did.",516,17,-0.03, This marked the second occasion.,0.94
1,"In the neighborhood I grew up in, Mrs. Baker was the resident cat lady.",54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,15.45," In the area where I was raised, Mrs. Baker was known as the neighborhood cat lady.",38.51
2,She had adopted at least twenty –,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,-1.89, She had taken in no fewer than twenty –,-1.28
3,or had given them homes.,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,5.42, providing them with shelter.,2.46
4,But she had – a young grandson,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,5.45, She also had – a young grandson,1.22
5,and back then I was quite the tomboy.,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,1.41," and at that time, I was quite the tomboy.",3.24
6,"And apparently, he was trying to befriend me.",54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,13.08, It seemed he was attempting to make friends with me.,7.26
7,I never caught on.,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,9.59, I never realized it.,7.54
8,Truth is I didn't take to him much because he had –,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,3.12," Honestly, I wasn't too fond of him because he had –",-2.84
9,He was a charming lad until you saw his manners.,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,1.06, He seemed charming at first until you noticed his behavior.,1.35
10,He had poor manners.,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,1.87, His manners were lacking.,-0.01
11,Goodness gracious he had poor manners.,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,-0.88," Truly, his manners were atrocious.",-1.46
12,Then he left a note one day saying he was going to run away because she was always nagging about me.,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,8.22," One day, he left a note declaring his intention to run away because she kept nagging him about me.",10.67
13,She came to my treehouse.,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,14.63, She approached my treehouse.,12.88
14,Big old tabby cat in tow.,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,11.92, Accompanied by a large tabby cat.,9.75
15,I talked her down,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,-1.63, I managed to calm her down,-0.36
16,and said “Well we'll go find him,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,9.85," and suggested, “Let's go look for him,",5.78
17,"and if we can't locate him, you can – go ahead and call the police if you need to.”",54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,1.49," and if we can't find him, feel free to call the police if necessary.”",-0.96
18,I was strategizing.,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,-0.47, I was making plans.,-0.97
19,So she took my advice.,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,-0.03," Following my suggestion,",-0.61
20,And we went to where they found his baseball cap – near the old mill,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,3.96, We headed to the place where his baseball cap was found – by the old mill,2.39
21,and we trailed a bit more,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,-1.52, and we continued searching,0.09
22,and we didn't find a trace.,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,-0.85, but found nothing.,-1.1
23,And returned,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,-3.16, And came back,0.03
