recall_id,#clauses,n,segment_ids,text
60cd16e63d3924958e8d3d43,4,3,"[1, 28, 17]",there was a crazy cat lady in the neighbourhood. someone went to the guards.
648f41ef21178f0a0b794669,4,3,"[1, 2, 3]","In the neighbourhood that I grew up in, Mrs Baker was the resident cat-lady. She had adopted at least twenty of them - or at least given a home to."
63e51cdb4193829cb19b2ebf,6,5,"[1, 6, 12, 13, 28]","About a woman who tried to get close and approach a guy in the neighborhood, but was said that she never forget things easily."
598d55aa8380cc00012a3a53,5,7,"[12, 13, 23, 24, 25, 26, 28]",Mrs Baker’s ill mannered grandson runs away and she blames the narrator. He returns and is found reading a comic at their treehouse. The sherry gives a warning about Mrs Baker.
5d27b8fee5af0b00157f41a6,5,7,"[1, 2, 3, 4, 12, 25, 26]","In a neighborhood where Mrs Baker lived, she was a cat lady that had a grandson that went missing."
606f66766e39073d51680a26,7,7,"[1, 2, 3, 5, 13, 24, 25]","Someone lived in a neighbourhood with Mrs Baker who had lots of cats, at least 20 but had rehomed some. Something about a treehouse and being a tomboy."
60205f5ba5fe0165fa0e5e01,6,8,"[1, 2, 3, 4, 12, 13, 24, 25]","In a neighbourhood lived Mrs. Baker, a cat lady, she had a grandson who ran away one day only to be found in some treehouse club in the woods reading a comic book."
60abb40fe8824c6f9007faeb,9,8,"[1, 2, 3, 4, 5, 6, 7, 9]","In the neighborhood I grew up in, Mrs. Baker was the resident lady. She had adopted at least two kids or she gave them a home. She had a young grandson and back then I was a tomboy. The grandson was trying to befriend me. I did not catch on him because he was charming."
63d13efb60b6ba4c433bad7d,5,8,"[1, 4, 5, 14, 16, 20, 21, 22]",Mrs baker was the cat lady down the street. She had a grandson who was a tomboy. One day Mrs Baker lost her cat which was a tabby. We tried to find it. But we couldn't.
5cbc7935dc8a8900017390a2,9,9,"[1, 4, 5, 6, 12, 16, 17, 18, 24]","Mrs baker once said. I had a friend, he didn't like his grandmother since she kept nagging me. well we'll find him, and if we don't you can - go to the police station. I was strategizing. There was a treehouse club."
