recall_id,#clauses,n,segment_ids,text
5ee7b0a316b7d10662171450,10,8,"[96, 1, 66, 41, 42, 43, 47, 63]",There was a family which was Irish and lived in a place where they were racist towards Black people however nobody was educated there apart from the mother so she had sense. Someone did something and they went to the police station and the neighbours all were scared.
60c283d8d82adfb1f4930352,2,9,"[1, 71, 108, 77, 45, 80, 112, 115, 121]",There is a family who moved out .
62e952d57a788507f98964ba,9,13,"[1, 33, 41, 11, 13, 14, 15, 16, 17, 47, 48, 49, 29]",We had to go to Wharton. The house was stoned and there was flying glass everywhere. I had to make sure the kids were safe but I couldn't find mom. We ended up in a Jewish neighborhood and was told they didn't like black people there. At that time you didn't say black people so they said they didn't like other people there.
6466249c27b5e4161f763c32,7,14,"[128, 66, 36, 68, 69, 39, 40, 11, 13, 47, 48, 89, 90, 125]",The story was about a woman who was trying to live in an apartment. When she was trying to pay the rent the owner didn't like her cause she was black. There was some type of altercation and the police were involved.
5ffd80c185e28327669b51f5,11,16,"[1, 2, 66, 69, 70, 71, 41, 11, 44, 13, 77, 78, 52, 53, 26, 61]",it a story about a family with one kid who was 10 years old at the time a mother and father and they moved in to place where black people were not treated ok and one day an incident happened to them and they went to report this issue but they did not get the help they thought they would get they were basically told to move from that place but they couldn't because they had no money
5fc423afc5dad58229f0c1c0,13,22,"[129, 11, 12, 13, 38, 47, 48, 61, 66, 77, 78, 107, 110, 111, 112, 113, 114, 115, 116, 119, 121, 122]","Honestly, that felt like pure nonsense and it's difficult to recall. I remember there were race issues. They were staying for a month. She didn't have any money to pay rent. She went to the police to complain. She was being kicked out of her place, and she just wanted a place for her family. Her son was telling the story. There was a lot of stuttering and repetition."
5cb3d74a0225590017acda81,7,23,"[11, 12, 13, 17, 19, 21, 22, 25, 27, 33, 36, 37, 38, 40, 41, 42, 44, 47, 52, 66, 68, 69, 71]",the window got smashed they were very scared and voice was shaking they ran to get his mum and the police told the mum they should move because it's full of Irish people
5e356b29d87fbf512a4cd090,20,25,"[1, 5, 11, 12, 13, 14, 17, 25, 27, 29, 37, 38, 47, 63, 66, 71, 77, 78, 80, 106, 111, 122, 124, 125, 126]","We moved to Wharton, my mum went to the shops. There where horses in the road. Somebody stoned our house and broke all the windows. I went to find my mother who was working in the jewish district. I could barely speak when I found my mother. She was good at talking. Called the police about the stoning of the windows in the house, we thought it was because we were black. My mum said to the neighbours we are just like you. The policeman said we could move, my mum said no. She said they had rented the house for one month, if the neighbours did not like it they could pay for the windows because my mum said she had no money, neither did the neighbours. My father got sick and the neighbours were kind."
5f4560c565e28d13e5dd5d56,25,25,"[1, 3, 5, 6, 7, 10, 11, 13, 14, 21, 22, 23, 24, 26, 27, 29, 33, 36, 39, 40, 41, 45, 47, 52, 53]","It's a story about a boy who recently moved to Third and Wharton with his mother. That day his father was drunk but he had put the furniture where it was supposed to be. His left to go to the market to get food that they would eat. His father took the horses but he didn't come back home. At that time the boy was left alone at home with the kids. People threw stones into the house through the windows. He took the kids to a safe place. The boy was scared and he took the phone to call his mother. He prayed for their safety. The boy was ten years old when this happened. He ran to Fourth Street to look for his mother. It was a Jewish neighborhood. He found his mother on the way but couldn't talk as the police man appeared. The police man asked the mother's boy to move out of the neighborhood because it was dangerous, they don't want black people there. His mother refused and told him that they have just moved in. The police couldn't help his mother."
614b8cd74302e5942b70bde6,20,26,"[3, 5, 7, 10, 11, 12, 13, 17, 25, 27, 29, 33, 34, 36, 40, 41, 44, 52, 54, 77, 78, 89, 90, 111, 122, 126]",Their father drank and mother went to get food but father didn't come home. I was there with the kids and my mother went out of the house too and then a crash happened and it was a big stone through our window. I went to find mom and I ran to fourth street in a Jewish neighborhood and I found my mom and then we talked to a cop who said you better move out of there it is a bad neighborhood and that he couldn't do anything to help my mom. Mom didn't have enough money to move though so the cops took us home and then mom said she has rented the house for a month so she told the cops that the only way she will move is if they give her the money to do so. Our neighbors were nice though and helped us out.
