recall_id,recall_text,recall_len,max_clause_id,mbits_original_narrative,mbits_rephrased_narrative
55881a68fdf99b1c9154fe4a,"The dad was a drunk and was at home and had to put the furniture in the right place. Then the dad left and the mum left to go to the shops and they were left with the kids. Then someone through stones thorough the window. So they moved the kids to hide so they would not get hurt. They went through the door but was scared as they did not know what would be thrown. They went to look for they mom who was at fourth street. The shops shut late as they wanted to make as much money as possible. They found there mom and told them what happened it took a while to make her understand. A policeman was passing and the sound of their voice stopped the policeman. They told the policeman what happened and he said that it was a bad area the people were Irish and they did not like black people. They should move. The mum said they had just moved there and could not afford to move. the Policeman said there was nothing he could do, and the mum said where was the precinct so she could find someone who could help her. At the precinct she spoke to the captain, he said there was nothing he could do and she should move. the mum asked for a lift home and they were taken home by horse and cart and there was a clang noise from the cart. Once home all the neighbours were watching and the mum asked them why they did what they did, and that she would be here for at least a month, as she had no money to move. or if they wanted her to move they needed to give her the money to move. While they were there the dad got sick and the neighbours were kind and helpful.",1554,41,170.2,158.84
56c9e4d9b30699000bd974a5,"A boy tells a story about being 10 years old. At this time he and his family have just moved to the area. He is looking after younger siblings. The father is a drunk. The mother is at market. Stones are thrown through their windows. The boy is able to get his younger siblings to safety away from broken glass deeper inside the house. He goes to find his mother at the market. But at the market, he meets a policeman. He explains the situation. We learn that it was a racially motivated attack. The mother complains to the police about not being able to protect them. She then gets a lift home from the police. She lambasts her neighbours. They come to accept her. But the father of the family grows ill.",704,16,29.56,13.98
56e6f0dec89073000de74780,"When the boy was about 10 years old, his family moved to a house on Third and Wharton. On the day they moved in, his father left to get the horses and his mother went to get groceries at the store owned by Jewish people that opened later than usual. He was left home minding his younger siblings and someone threw stones through the windows. He moved the kids under the stairs to be safe from the glass and went to find his mother on 4th street. A passing policeman heard him telling his mom what happened and she asked him what he was going to do. He said there was nothing he could do and that they should probably move because they weren't welcome. She asked him where his station was and went there to see if anyone could help her. They told her the same thing but gave them a ride home on the police carriage when she asked. When she arrived, she told her neighbors that had gathered because of the loud noise for the carriage bells, that she would be there for a month because she had paid for a month and if they wanted her to leave then they could give her the money. Nobody bothered them after that and were even quite friendly when his Dad got sick.",1159,23,122.5,122.19
5716a297c5aca200128d2c52,There is a family that just moved to a rental house on Third and Wharton. The story is told from the perspective of a child aged 10 and set around 1925 so there are horses and carts. The father was a drunk and had to go out and get the horses. The mother left the house and came back on that day. When the whole family was in the house a stone came crashing through the window and broke it. There were people outside throwing stones at the house. The narrator gathered the younger children in the stairway so they would not be harmed and the mother ran out of the house. The narrator followed. They went to fourth street because that was a Jewish neighbourhood where things were open late and there were horses and carts. They came across a policeman who was Irish. He said it is a bad neighbourhood and an Irish one. He said they don't want black people living there and that is why the stone was thrown at the window and told the mother they should just move. The mother and narrator walk to the precint on fifth street where the policeman worked. She spoke to another police who told her the same thing and she should move. She said that they do not have the money and they gave all their money for rent and the least he could do was take them home. The policeman took them in a police horse and cart with a large bell on it. So all the neighbours came out of their homes to see it. The mother then tells them how she has no money and will definitely be there for the month but maybe not longer if they cannot afford the next months rent. She tells the crowd that they can give her money to move if they don't want them there but they do not give money. The father becomes ill during this and the neighbours act nice and help. The mother said they cannot afford to fix the window and it is cold.,1798,21,209.9,194.07
584c8539e964030001c316fb,"It is 1925 and coloured boy 10 years old moved into an Irish neighbourhood with his family while his mum and dad were out he was left with his siblings some one threw a stone through the window so he hid his siblings under the stairs while he went to search for his mother he thinks she went to the Jewish neighbourhood as the shops stayed open longer there he found his mother who informed a police officer, who said they could not do any thing and the Irish people probably did not want them living there. The boys mother explained she had paid a months rent to the real estate agent and could not afford to move. she persuaded the police officer to give her and her son a lift home in the horse drawn police wagon that went clang. When she was dropped of in her neighbour hood all the neighbours were watching as she got out. She told the neighbours if they wanted her to leave they would have to club together and give her the money to move to some where else. while they were living at the house the boys father feel ill all the neighbours helped out.",1056,23,99.07,100.34
5954fca53e9d73000192588f,"The child was around 10 years old and had recently moved in to a rented house in a new neighbourhood. The child had been in the house with their siblings. The child's mother had gone to the shop and the child's father had gone to tend the horses. While the parents were away the house was stoned. The child tried to make their siblings safe and then left the house to find their mother. They found the mother at the shop and while trying to communicate to her what had happened they were overheard by a policeman. The mother asked the policeman for assistance but he replied there was nothing he could do. He suggested that the family should move to another area (there appears to have been issues with racism in the neighbourhood). The mother advised that moving was unaffordable and went with the child to the police station to seek assistance. At the police station the mother confronted another police officer and asked for assistance. The officer declined to investigate as no suspects had been identified. The officer was not prepared to make any effort to investigate or find the criminals. The mother is described as being educated, having completed high school and despite experiencing prejudice and discrimination was not afraid to try and secure her basic rights. The mother requested that she and her child were transported back to the property in the police vehicle. The police vehicle was a horse drawn cart with a bell. On arriving at the property the mother and child exited the police vehicle and the mother addressed her neighbours who had gathered nearby. She explained the she had paid a month rent and could not afford to move, nor could she afford the cost of window replacement. She acknowledged that despite the difference in her skin colour she had much in common with others in the neighbourhood. Speaking frankly appears to have made an impact as the description of how the family were treated after this shows some improvement, especially when the father became ill.",1994,33,99.18,88.13
5a3adfb705f005000104d2a3,"Lived in Third and Warton, his father was an alcoholic and fled on a horse. There was a loud crash in which someone was throwing stones at their windows. The father rushed the kids under the stairway, the narrator was only 10 at the time. This is when his father took off. They moved to fourth street, a Jewish town, in which his mother went to a policeman, who was Irish, to try and find out who was throwing stones. It was a mixed race community, which caused lots of trouble, where the black men cowed, although they weren't allowed to call them black. The policeman said she doesn't know who to blame so it's pointless and his only advised was that she moved. His mother was very poor and could only afford 1 months rent but she knew she was staying put despite not having a lot of money. At the Narrators age of 24/25 he went to fifth street. There was more policeman here with horse wagons, they said there was nothing they could do about these stones. The narrator was terrified at such a young age.",1006,27,45.55,22.05
5a52669aacc75b000179c9b4,The father drank. The mother went to the shops after moving the furniture into their new home. They rented it. It was 1925. It was an Irish community. That community did not want black people there. The house got stoned. The window smashed. The girl went to find her mother. She wanted to tell her mother she was in a Jewish shopping area. It opened late. The Jewish people could earn as much money as possible. They went to the police station to report it. The policeman said there was nothing he could do. He was Irish. She said escort me home. All the neighbours will see. When she got home she told all neighbours she had paid one month's rent upfront. She could not afford to move. So they were staying. The husband got sick. The neighbours were now very helpful. They were quite poor. It turns out so were the neighbours.,827,24,58.15,49.95
5a5f945176d1c60001ab7e30,"We moved onto Third and Wharton. My father drank a lot. When he took the team of horses, used to move us in, back, he then didn't return. My mother left the house to buy some food from the Jewish shop as they stayed open all hours. I was in charge of the children. I was ten years old. After my mother and father left, there was an almighty crash. A stone had been thrown through the window. I told the children to hide in the stairwell so that they wouldn't be injured. The house was stoned. I ran out of the house to find my mother. When I was telling her what happened, a policeman heard me. He said it was a rough area and that the Irish didn't want black people there, though he didn't say black. My mother asked him what he was going to do. He said there was nothing he could do and we should move. He was Irish too. My mother said we had spent the money on rent for a month so couldn't move. She asked him where his station was. We went there to see the captain but he said the same. The captain wasn't used to a black woman standing up for herself as most were cowed by the white people. She made him bring us home in the police patrol, which was a cart with horses. It was 1925. At the house, she told the people waiting that she would be there for the month as she had paid the rent and that, apart from being black, she was the same as them. Later, my father became ill. The neighbours were helpful.",1410,25,219.05,220.55
5a86e1a4eea3d300016e7981,"The family had moved into a new neighbourhood and had paid the rent a month up front. The father had gone to tend to the horses and then some people came and threw stones at the house. The family were all afraid and so they fled. They asked for help in a Jewish neighbourhood and then were directed to a police station. The police were unhelpful initially and told the family the solution was to move. The mother explained that due to financial reasons this was impossible. She insisted that the police take them home and so they rode in the back of the police wagon with the bell clanging. They arrived home and climbed down the back steps of the wagon to be met by several neighbours watching. The mother gave an impassioned speech about how, despite their colour they were just the same as everyone else. This changed people's opinions and they then helped and supported the family even when the Father became ill.",917,21,42.49,38.84
5b0e8d65d282ff00015bb9d1,A family moved into an Irish community in 1925 and the father went out to the horses and the mother went shopping to 4 th street which was a Jewish area. While array the 10 year old looked after the others. Someone put a brick through the window. They hid under the stairs. The 10 year old went to find his mother and also told a policeman what had happened. The family had paid a months rent so couldn’t afford to move. They went to the police station and were brought home in the police patrol. The mother who was black told the neighbours she was staying a month unless they paid her the money to move on.,608,15,63.48,51.71
5b618aef12bf660001275c5d,A girl was in a house with her siblings when stones were being thrown through the window so she told her siblings to hide while she went to the town and found her mother and as she was telling her a policeman walked by and heard the commotion so stopped to ask what happened and they told him and he basically refused to do anything about it as the family were black and the Irish didn't like them the mother decided to go to the police station to talk to someone else and they agreed to take them back home in the patrol car so the people would see that and leave them alone which they did and became helpful when their dad was ill.,633,20,17.35,-0.03
5b8ba037bca3400001fad37a,"They moved to third and wharton. Mother went out shopping to fourth street. Father was also out of the house. When they were out of the house the storyteller who was ten at the time, recalled of stones smashing the windows. They moved to other parts of the house for safety. Then ran out of the house. They were scared that they were going to get hit by something. She finally met her mother. She was that upset she could barely make out what she was saying. A passing police officer stopped to talk and find out what was wrong. Her mother was very assertive, which was not common among black people of the day. The policeman had said there was nothing he can do. And that it was an irish neighbourhood that was known for trouble. He advised her to move house. The policeman was also irish. She recalled of how she though her mother was educated and that she finished high school. She went to lakawana high school and finished in 1925. The mother wasnt happy with the policemans response. She asked what precinct he worked out of. The mother went to the precinct on fifth street and spoke to the captain. She recalled of seeing lots of police patrols and horses. The captain was equally unhelpful. Saying that because they never seen who threw the stones there is nothing they can do. The mother spoke loud and long. The captain hadnt dealt with someone like this before. The mother then asked for a police patrol to give her a lift home. When she got home there was a crowd waiting for her. She spoke to the crowd. Letting them know that they paid for the rent in advance for a month. And dont have enough money to move. Telling them that apart from the colour of her skin, she was the same as them. And if they want her to move they would have to provide the money as she couldnt afford to move out. She was just trying to make a home for her family. Her father got sick during this time. The neighbours were now really helpful and looked out for them. Whenever there was any other trouble the neighbours would come out and help them.",2036,36,208.04,185.28
5bad47432b86390001ccda32,"Something about a black woman who was being attacked in her own home with a brick through the window, she went to the police and they told her there was nothing they could do. He told her to move, she said i can't afford to move as i have no money. I dont remember anymore of the story sorry.",292,13,-11.18,-45.64
5bc0941074e76c00019e9479,"This was a tale of a Neighbourhood incident that caused the windows to the property of a new tenant Family to be broken the area was in an Irish enclave close to that of a Jewish community and although the mother of the family had reported the incident to the local Police, without the ability to name or identify the culprits there were no charges brought forward The family was Afro-American and living in a white Anglo-Irish American area but once the Mother had confronted the neighbours with her financial plight and her circumstances a sense of community provided support when the father of the family was sick.",617,11,1.62,-43.29
