recall_id,clause_id,clause_text
5fdb96141295b80008c31eb3,1,This black family moved from a Jewish to an Irish neighbourhood.
5fdb96141295b80008c31eb3,2,When they arrived someone stoned their windows.
5fdb96141295b80008c31eb3,3,"As the father was drunk, the narrator ran to find the Mum who they thought would know how to resolve the situation given her schooling at Lackanawny."
5fdb96141295b80008c31eb3,4,The 'Mom' sought and found a policeman on the street.
5fdb96141295b80008c31eb3,5,"He said he would like to help but there was nothing he could do even though, or in spite of, he was Irish too."
5fdb96141295b80008c31eb3,6,"So they went to the station on 5th and explained the situation, how they had the windows stoned, how it would make their place unbearable in the cold of winter as they had no money to fix it."
5fdb96141295b80008c31eb3,7,"The police at the station also said there was nothing they could do but did offer her a ride back in the police wagon, a wagon still driven by horses even though it was 1925."
5fdb96141295b80008c31eb3,8,They were thankful she accepted as she talked long and hard.
5fdb96141295b80008c31eb3,9,"Clang, Clang clang went the bells as they went down the street which caused all the neighbours to come onto the street upon the wagon's arrival to see what the fuss was about."
5fdb96141295b80008c31eb3,10,"The mother took the opportunity to explain to those gathered that she had used all the family money to pay a full months rent so she was staying the month, in these cold winter days she was, colour aside, just like them in that she wanted to put a roof over her children's head and if the locals didn't want them there because they were black then they'd have to provide the money for them to move on."
5fdb96141295b80008c31eb3,11,"Naturally, this didn't happen, as likely the locals were in the same financial predicament."
5fdb96141295b80008c31eb3,12,"However after this episode they became much friendlier, helping out wherever possible in times of need such as when the drunken father became ill."
6460f320e8ba103d47ded9d6,1,A family moved into a house in a new neighbourhood.
6460f320e8ba103d47ded9d6,2,"After they had moved in,"
6460f320e8ba103d47ded9d6,3,the father took the horses away
6460f320e8ba103d47ded9d6,4,and the mother went shopping.
6460f320e8ba103d47ded9d6,5,"While the narrator was at home with the other children,"
6460f320e8ba103d47ded9d6,6,their house was attacked
6460f320e8ba103d47ded9d6,7,and stones were thrown through the window.
6460f320e8ba103d47ded9d6,8,Once the narrator had hidden the children
6460f320e8ba103d47ded9d6,9,"he went to find his mother at the Jewish shop,"
6460f320e8ba103d47ded9d6,10,which stayed open late
6460f320e8ba103d47ded9d6,11,and served anyone.
6460f320e8ba103d47ded9d6,12,Once the shopkeeper had heard what had happened
6460f320e8ba103d47ded9d6,13,he told the mother that they lived in a bad neighbourhood
6460f320e8ba103d47ded9d6,14,and should leave.
6460f320e8ba103d47ded9d6,15,The mother said she couldn't leave
6460f320e8ba103d47ded9d6,16,because she had used all her money for the first month's rent.
6460f320e8ba103d47ded9d6,17,The mother went to the police to complain
6460f320e8ba103d47ded9d6,18,and they also told her to leave.
6460f320e8ba103d47ded9d6,19,It was an Irish neighbourhood in the 1920s
6460f320e8ba103d47ded9d6,20,"and, because they were black, they would never fit in."
6460f320e8ba103d47ded9d6,21,The mother insisted the police drive her home.
6460f320e8ba103d47ded9d6,22,"When she got home,"
6460f320e8ba103d47ded9d6,23,she addressed the neighbours - explaining that she had no money to move
6460f320e8ba103d47ded9d6,24,and they were stuck with her for the month
6460f320e8ba103d47ded9d6,25,and better get used to the idea.
6460f320e8ba103d47ded9d6,26,After that the neighbours were much friendlier
6460f320e8ba103d47ded9d6,27,and even helped when the father got sick.
5c8cdc31745b370017d73ece,1,The child was in the house
5c8cdc31745b370017d73ece,2,when the parents were out.
5c8cdc31745b370017d73ece,3,The father was drinking in the day time
5c8cdc31745b370017d73ece,4,and the mother was out shopping in the market.
5c8cdc31745b370017d73ece,5,They had just moved to a house on third street.
5c8cdc31745b370017d73ece,6,The children were in the house
5c8cdc31745b370017d73ece,7,when someone starting throwing rocks at the house.
5c8cdc31745b370017d73ece,8,The person telling the story ran to find his mum.
5c8cdc31745b370017d73ece,9,They spoke to a policeman
5c8cdc31745b370017d73ece,10,who said he couldn't help
5c8cdc31745b370017d73ece,11,and they would have to move.
5c8cdc31745b370017d73ece,12,The mother said they could not move
5c8cdc31745b370017d73ece,13,and asked where his precinct was.
5c8cdc31745b370017d73ece,14,They went to the precinct
5c8cdc31745b370017d73ece,15,and they said the same thing.
5c8cdc31745b370017d73ece,16,The mother insisted they drive them back to the house
5c8cdc31745b370017d73ece,17,"where she told the rest of the neighbours that if they wanted them to move, they would have to give her the money to move."
5c8cdc31745b370017d73ece,18,Nobody did.
5c8cdc31745b370017d73ece,19,The father got sick
5c8cdc31745b370017d73ece,20,and the neighbours were nice.
60479c2017ec4a044c2ed68f,1,The story was about a family that just moved into a neighborhood.
60479c2017ec4a044c2ed68f,2,They were black.
60479c2017ec4a044c2ed68f,3,They had troubles with the people in the neighborhood who were throwing rocks at their windows.
60479c2017ec4a044c2ed68f,4,The child who was left at home was scared.
60479c2017ec4a044c2ed68f,5,He tried to call his mother.
