real_caught,segment_id,segment_text,gpt4,gpt4o_all,gpt4o_idxmx
78.35,1,We moved down to Third and Wharton.,10.0,95.91836734693878,100.0
29.9,2,We had gotten moved,0.0,6.122448979591836,
42.27,3,"but it was like – you remember I told you my father drank,",30.0,63.945578231292515,55.55555555555556
6.19,4,"but it was still day,",0.0,3.401360544217687,
68.04,5,"and after he had gotten in and put the furniture where it was supposed to go, my mother left, to go to market to get some food to bring into the house.",20.0,80.95238095238095,100.0
55.67,6,And my father went to take the horses – take the team of horses back.,0.0,87.75510204081633,100.0
25.77,7,But he didn't come home.,40.0,71.42857142857143,44.44444444444444
17.53,8,"He – stopped somewhere on – I dunno,",10.0,5.442176870748299,
15.46,9,but he – how he – why he wasn't in the house.,0.0,6.122448979591836,
55.67,10,And of course I was left there with the kids.,0.0,53.06122448979592,33.333333333333336
96.91,11,Well no sooner did my mother get out of the house – my father went first – then – oh it was such an awful crash came through the window.,80.0,100.0,100.0
80.41,12,And I – and I looked and it was a big stone.,20.0,99.31972789115646,100.0
90.72,13,And then of course they – they – well they stoned the house.,80.0,70.74829931972789,66.66666666666667
73.2,14,And I had sense enough to get the kids into the stairway so that they wouldn't get hurt by flyin' glass.,40.0,97.27891156462584,100.0
52.58,15,"And I said to them, “Now you stay there.",10.0,59.183673469387756,55.55555555555556
48.45,16,Don't move 'cause nothing will reach you here.,10.0,54.42176870748299,55.55555555555556
67.01,17,And I'm gonna go and see if I can find mom” –,10.0,88.43537414965986,77.77777777777777
6.19,18,(We call our mother mom.),0.0,4.761904761904762,
20.62,19,And they were crying,30.0,6.122448979591836,
13.4,20,and carryin' on.,20.0,3.401360544217687,
45.36,21,"I was scared to death,",50.0,39.45578231292517,22.22222222222222
41.24,22,I really was frightened out of my wits.,60.0,36.734693877551024,22.22222222222222
16.49,23,"And I didn't know what to do,",60.0,8.843537414965986,22.22222222222222
47.42,24,but I remember saying a prayer as I went out the front door because I didn't know what was gonna hit me when I went out that door.,50.0,55.10204081632653,66.66666666666667
53.61,25,And I ran –,30.0,66.66666666666667,55.55555555555556
47.42,26,I was ten years old at the time this happened –,30.0,25.170068027210885,
58.76,27,"I ran to Fourth street, because I knew my mother wa-",20.0,92.51700680272108,100.0
19.59,28,"They had push carts in those days, on Fourth street.",20.0,22.448979591836736,33.333333333333336
45.36,29,And it was a Jewish neighborhood,30.0,27.891156462585034,33.333333333333336
24.74,30,and they – they stayed open until – until all hours.,20.0,4.761904761904762,
16.49,31,"Because they would, you know, however much money they could get they wanted.",20.0,0.6802721088435374,
28.87,32,So uh that's where she was going to do her shopping.,20.0,17.687074829931973,22.22222222222222
79.38,33,And I finally found my mother.,40.0,96.59863945578232,100.0
43.3,34,I did find her.,20.0,61.904761904761905,44.44444444444444
50.52,35,And while I was trying to tell her what had happened,30.0,38.095238095238095,44.44444444444444
74.23,36,a policeman went by.,30.0,72.10884353741497,66.66666666666667
36.08,37,And my voice was such that you could hardly make out what I was saying.,40.0,21.768707482993197,11.11111111111111
38.14,38,"I was so nervous and – and – my voice was shaking so,",30.0,21.768707482993197,11.11111111111111
56.7,39,and he wanted to find out what ha- what was wrong with me.,30.0,52.38095238095238,44.44444444444444
53.61,40,And then when he understood what the situation was he turned to my mother,30.0,17.006802721088434,
80.41,41,"and says, “This is a bad neighborhood.",80.0,96.59863945578232,100.0
73.2,42,It's Irish.”,40.0,64.62585034013605,55.55555555555556
56.7,43,"And he said, “They're known to do things like that,",80.0,47.61904761904762,66.66666666666667
57.73,44,Better move out of there.”,50.0,72.10884353741497,66.66666666666667
37.11,45,"My mother said, “I just moved in, how am I gonna move out?”",60.0,27.210884353741495,22.22222222222222
15.46,46,"He says, “I dunno.”",30.0,5.442176870748299,
83.51,47,"He says, “But they don't want any black people in there.”",80.0,44.89795918367347,33.333333333333336
40.21,48,An' he didn't say black 'cause they didn't use black then.,40.0,4.081632653061225,
26.8,49,But “they don't want anybody in there.”,40.0,4.761904761904762,
34.02,50,"So uh, she said, “Well you're the law.",70.0,55.10204081632653,33.333333333333336
22.68,51,You're supposed to protect us.”,50.0,54.42176870748299,22.22222222222222
74.23,52,"He says, “I can't do anything with it.”",40.0,67.34693877551021,66.66666666666667
59.79,53,He was Irish himself.,40.0,41.49659863945578,22.22222222222222
45.36,54,“I can't do anything about it.”,40.0,34.01360544217687,22.22222222222222
42.27,55,"So my mother said um, “Where is the uh precinct you work from?”",50.0,42.17687074829932,22.22222222222222
14.43,56,And he told her.,30.0,4.761904761904762,
10.31,57,I forgot now.,30.0,4.081632653061225,
11.34,58,I was right there with her,30.0,6.122448979591836,
11.34,59,but I've forgotten where he told her.,30.0,3.401360544217687,
46.39,60,"So uh she said, “Well if you can't do anything to help me, I'll go see who – if I can't find someone else to help me.”",60.0,40.136054421768705,33.333333333333336
22.68,61,"Well in those days black people were so cowed by circumstances an' uniforms and white people, you know, they uh many times didn't assert themselves.",50.0,13.605442176870747,11.11111111111111
25.77,62,But thankfully my mother was not one of those kind.,40.0,37.414965986394556,22.22222222222222
35.05,63,And she – well I always thought of her as an educated person which she was because she was the only one I knew who had completed high school.,60.0,25.85034013605442,11.11111111111111
17.53,64,She went to Lackawanna high school.,40.0,6.802721088435374,
37.11,65,"And this was – let me see what year was this happening – well it must have been nineteen twenty-five, so you can see what – what the times were.",80.0,10.204081632653061,
81.44,66,"And we went – she took me, and we went to the police station.",30.0,90.47619047619048,88.88888888888889
24.74,67,And they also had police wagons with horses attached to them. Believe it or not in those days.,20.0,11.564625850340136,
44.33,68,"So my mother said, to the captain, “What are you going to do about it?”",70.0,51.70068027210884,55.55555555555556
67.01,69,"And he says, “Well lady there's nothing we can do about it.”",40.0,62.585034013605444,77.77777777777777
44.33,70,"And she says, “You mean to tell me that I have to live under those circumstances and there's nothing that you can do about it?”",80.0,23.12925170068027,44.44444444444444
67.01,71,"She says – he says, “Well uh the only thing I can tell you to do is to move.”",50.0,68.70748299319727,55.55555555555556
30.93,72,"He says, “Because” – he said to me, “Did you see anyone?”",40.0,7.482993197278912,
28.87,73,"And I said, “No.”",40.0,10.884353741496598,
41.24,74,"He says, “Well how can – how can you” – to my mother – “how can you do anything if you don't know who – who to put the blame on?”",40.0,9.523809523809524,11.11111111111111
31.96,75,"An' he says, “I'm sure there was more than one person.”",40.0,6.802721088435374,11.11111111111111
17.53,76,"So my mother said, “Well I don't know what I'm going to do.”",60.0,10.884353741496598,
80.41,77,"She says, “But one thing I know I'm not going to do is move. Because I have no money to move with.”",100.0,87.07482993197279,77.77777777777777
69.07,78,"They took all we had to, to pay the rent.",70.0,42.857142857142854,44.44444444444444
36.08,79,In that house you had to pay in advance.,40.0,21.768707482993197,
47.42,80,"And she said, “If they didn't want me there they should not have rented the house to me.",90.0,38.095238095238095,22.22222222222222
30.93,81,Now the real estate agent should be accountable.”,60.0,45.57823129251701,11.11111111111111
23.71,82,"So anyhow, she said to him, “Well I know one thing you can do.”",80.0,30.612244897959183,22.22222222222222
13.4,83,"And he says, “What's that?”",40.0,5.442176870748299,
61.86,84,"She says, “You can take me home.”",50.0,61.904761904761905,55.55555555555556
20.62,85,"He said, “Take you home?”",30.0,6.122448979591836,
52.58,86,"She said, “Yes in the police patrol.”",40.0,65.3061224489796,77.77777777777777
26.8,87,So – I guess they figured “Let's get this lady out of here because she's talking loud and long.”,50.0,8.843537414965986,
18.56,88,And they had never come up with anybody like that.,40.0,6.122448979591836,
73.2,89,So they put us in the police patrol,50.0,92.51700680272108,100.0
71.13,90,and they took us home.,60.0,84.35374149659864,88.88888888888889
30.93,91,We weren't far from – from where it was – maybe Fifth street – from where we had moved.,40.0,6.802721088435374,22.22222222222222
37.11,92,"And – course with the horses and the police patrol, and the clang –",30.0,17.006802721088434,33.333333333333336
43.3,93,they had a bell that clanged. Clang clang clang –,30.0,22.448979591836736,33.333333333333336
26.8,94,you know they told you about the trolley that went “Clang.”,30.0,7.482993197278912,22.22222222222222
22.68,95,"Well this police patrol that bell they had, it went “Clang clang clang.”",30.0,6.122448979591836,22.22222222222222
52.58,96,And um all the neighbors came running out to see what was happening.,30.0,73.46938775510205,66.66666666666667
19.59,97,And of course they saw the man came around the back –,30.0,3.401360544217687,11.11111111111111
20.62,98,"I can see it right now – from where he was sitting up front there where the horses came around,",30.0,3.401360544217687,11.11111111111111
27.84,99,and opened the door in the back.,30.0,4.081632653061225,22.22222222222222
29.9,100,And they had a long door in the back where you had to come down steps to get out the back of the – of this police patrol.,30.0,3.401360544217687,11.11111111111111
24.74,101,Well we got out of that police patrol –,30.0,4.761904761904762,11.11111111111111
59.79,102,Before the patrol ever left my mother turned,60.0,74.14965986394557,100.0
57.73,103,"and faced all those people that were standing around,",50.0,87.75510204081633,77.77777777777777
51.55,104,"and she says, “Why you're doing this to me I don't know.”",60.0,59.183673469387756,77.77777777777777
61.86,105,"She says, “I know that I am different from you, color wise,",60.0,60.54421768707483,66.66666666666667
62.89,106,"but in every other respect I'm just the same as you are,",70.0,65.98639455782313,77.77777777777777
47.42,107,and all I'm trying to do is provide a home for my family.”,70.0,47.61904761904762,66.66666666666667
46.39,108,"She told them that they had rented the house,",70.0,47.61904761904762,33.333333333333336
44.33,109,"she told them how much money she had paid,",50.0,51.70068027210884,33.333333333333336
53.61,110,she had told them that was all the money she had.,70.0,48.29931972789116,33.333333333333336
56.7,111,And they had paid that rent for a month.,70.0,53.06122448979592,22.22222222222222
53.61,112,She knew she was going to be there for the month.,50.0,66.66666666666667,44.44444444444444
58.76,113,She did not know beyond the month.,80.0,51.02040816326531,33.333333333333336
55.67,114,Whether they'd have enough money to pay it for the next month.,90.0,40.816326530612244,33.333333333333336
57.73,115,But she knew they were going to be there for the month.,60.0,55.10204081632653,44.44444444444444
46.39,116,"She said, “It is winter time and it is cold.",60.0,27.891156462585034,11.11111111111111
43.3,117,And I cannot afford to be buying windows.”,60.0,29.931972789115648,11.11111111111111
35.05,118,"“Now” she said, “Whoever threw the stones I don't know.",60.0,25.170068027210885,11.11111111111111
35.05,119,But you can all see what has happened.,60.0,24.489795918367346,11.11111111111111
40.21,120,And now I'm telling you that we're going to be here for a month.,90.0,39.45578231292517,33.333333333333336
50.52,121,So you might just as well make up your mind to that.,70.0,29.25170068027211,33.333333333333336
74.23,122,"If you don't want me here then you people get together and give me enough money to move somewhere else, because I do not have it.”",80.0,65.3061224489796,11.11111111111111
26.8,123,Well of course you know they didn't do that.,40.0,39.45578231292517,11.11111111111111
18.56,124,They probably didn't have any money either.,30.0,8.16326530612245,11.11111111111111
63.92,125,"So in the meantime – not in the meantime but during, during the period of time that we were there, my father became sick.",100.0,63.945578231292515,44.44444444444444
71.13,126,And the neighbors were as nice as anybody could ever have been.,100.0,85.71428571428571,77.77777777777777
58.76,127,When there was trouble they responded just like anyone else.,100.0,53.06122448979592,44.44444444444444
18.56,128,But that was our welcoming to the neighborhood.,80.0,46.93877551020408,11.11111111111111
17.53,129,And it was terrible,50.0,35.374149659863946,
9.28,130,and it certainly was frightening for me.,40.0,23.80952380952381,
