recall_id,recall_text,len_original,recall rate,rephrased_text,len_rephrased,rate
601d1a51f8ab7f060c6638fe,"There father was ill. Other say I wish him a quick recovery,",60,-0.05,"Their dad was unwell. Others remark They hope for his speedy recuperation,",74,-0.052543486254864706
5fae30cda7efa227b8d84b72,when I was 21 years old. i lived alone in an apartment and my father was in the hospital for surgery and he was there for about 8 months. He was been looked after by our neighbor. he just sent me text he said he took his first step and I was proud to see him when I got home.,275,0.0,"At the age of 21, I resided solo in a flat, while my dad was hospitalized for an operation, remaining there for roughly eight months. Our neighbour was taking care of him. He simply sent me a message, stating that he had taken his initial step, and seeing him filled me with pride, upon my return home.",302,-0.0016534440847681981
6096ace01e65b3225e84d29f,He is living life to the fullest even in his seventies.,55,0.06,He's embracing life to its maximum potential even into his seventies.,69,-0.017011173607536057
5f2c7dd707d4af164bd0e3aa,This persons father is ill. He goes out in his wheelchair. Somebody that knows the son told the son to pray for the persons recovery. The son didn't really know how to pray. He therefore went to a park bench and sat on it. He prayed. Then all of a sudden the father phoned to tell the son how he'd taken 3 steps.,312,0.03,"The individual's dad is sick. He ventures outside in his wheelchair. An acquaintance of the offspring advised the offspring to seek divine intervention for the individual's healing. The offspring was uncertain about the proper way to invoke prayer. Consequently, he proceeded to a bench in the park and took a seat. He offered a prayer. Suddenly, the dad called the offspring to share that he had managed to walk three paces.",425,0.0365635859804236
60460afa467ff102d3c5b9f6,"This mans father was sick and he longed to recover to full strength, as there was nothing or no one to help, the young man looked and saw no one around him who could help he prayed to God, he asked God to heal his father though he was not perfect he prayed. He later received a call from his father that he took his first step.",327,0.03,"The father of this individual was ill and he yearned to regain his full health, since there was neither assistance nor anyone available, the son observed and noticed there was nobody nearby who could offer assistance he made a plea to the Almighty, he implored the Divine to restore his father's health even though he was flawed he offered prayers. Subsequently, he got a phone call from his father informing him that he had taken his initial step.",448,0.03518743577908486
60c4c5e3253d7f15de0bc71a,I live in an apartment with my father who is suffering from cancer. He is currently being taken care of by my neighbor who is 60 years old. I also have a sister. My neighbor encouraged me to pray for my father and that God does miracles. I was at work when I wanted to pray. I looked around the office and saw no one was around and decided to go out. When I was out I closed my eyes and when I opened them no one was around. I then decided to take a 10 minute walk to,467,0.03,"My residence is a flat where I stay with my dad who is battling cancer. Currently, my neighbor is the one providing care for him who has reached the age of 60. There's also a sister in my family. The neighbor next door has been supportive, urging me to offer prayers for my dad believing firmly in the power of divine intervention. While at my job, the urge to pray came over me. I scanned the workplace and noticed it was empty which led me to step outside. Outside, I shut my eyes for a moment and upon reopening them, I found myself alone. Feeling compelled, I chose to embark on a brief walk lasting 10 minutes",614,0.008252407885244336
5c38ce43bef9a20001e3e1ab,A girl had a disabled dad and had a feeling to go to the park and pray for his recovery,87,0.22,A young lady had a father with a disability and experienced an urge to visit the local park and offer prayers for his healing,125,0.18983758533864006
643f008ccb54c55128c46b41,"A woman's father was very sick and unable to walk. Then someone told her that if she prayed then her father would heal. She was skeptical, but one day during work break she went to the park and try it out. She prayed under a tree in the park and then her father called her and said he made a break through medically. Then he lived a long life into his seventies.",362,0.06,"The woman's dad was gravely ill and was incapacitated. Subsequently, someone suggested to her that should she offer prayers her dad might recover. She harbored doubts, yet on a work break one day she ventured to a nearby park to give it a try. Beneath a park's tree, she prayed when suddenly her father phoned her declaring he had a medical breakthrough. Afterward, he enjoyed an extended life well into his 70s.",412,0.048990277413689394
606e36e2002550b48214893e,"My father got ill and needed surgery he couldn’t walk. Something told me to pray for him I was at work but left the office and walked 10 mins to pray. Then I got a txt from him, he had managed to walk with his walker, within the next year he was back walking and living his life to his fullest at age 70.",304,0.08,"My dad became sick requiring an operation as he was unable to ambulate. An intuition urged me to offer prayers for him while I was at my job so I exited the workplace and spent ten minutes in prayer. Subsequently, I received a message from him, he had succeeded in moving with the aid of his walker, and by the following year, he resumed his regular walking living his life to the maximum at the age of seventy.",411,0.04787489605459853
60e03b37c87de3cc083b358b,"Father got into an accident, a woman in her 60s was looking after the person father. The person was at work and had a sign that they should pray. No one was in the office. The person decided to pray and the father called and said that they're able to stand and walk a few steps. The person went home and felt like their prayers had been answered by God.",353,0.07,"Dad was involved in a mishap, a lady in her sixties tended to my father. This individual was at their place of employment and noticed a sign indicating the need for prayer. The workspace was deserted. The individual felt compelled to pray when suddenly the father made a phone call and mentioned that he could now stand up and take several steps. The individual returned to their residence and believed that their supplications had been granted by the Divine.",459,0.029457370463921592
610816258dd273092f2dc450,"A man had recently moved to a new place, starting a job as an architect. His father is someone who had been in a wheelchair for some time, unable to walk at all. The man wanted to try and help his father, wanting him to be well more than anything. He kept getting a message, hearing a voice saying to him that he should pray for his father's wellness. He went out walking and found quiet spots to be. Three or four times he heard this calling to ask for help in making his dad well. Understanding that prayer has been known to help, he did, he prayed for his father's wellness. His father called him at a later point and said that he had managed to walk a few steps with his walker. The man was so happy that this seemed to be the confirmation that his prayer had been answered. In time his father was able to walk more and more, and in the span of 7 years he was all the way better and healthy again.",901,0.03,"Recently, a gentleman relocated to a different area, embarking on a career as a building designer. His dad had been confined to a wheelchair for quite some time, completely unable to stand or walk. The gentleman was determined to assist his father, desiring his father's recovery above all else. He consistently received a recurring message, listening to a voice that urged him to seek his father's health through prayer. He would go for walks, seeking out tranquil places to spend time. On three or four occasions, he felt this summons to solicit divine aid for his father's health. Recognizing the potential power of prayer, he acted upon it, offering prayers for his father's return to health. Later, his father phoned to tell him that he had succeeded in taking a few steps using his walker. The son was overjoyed, perceiving this as a sign that his prayers had been effective. Gradually, his father began walking increasingly further, and after seven years, he had fully recovered and was healthy once more.",1012,0.011075598442144253
5f4e0edcc541ccaf7a8f11c4,A young graphic designer's dad was ill and could not walk. His instinct told him to go to a park and pray and he did. For his dad to get well and after words he got a message saying his dad was standing. And he has been fine for the past 6 years.,246,0.11,"The father of an aspiring graphic artist was sick and was unable to ambulate. An inner voice urged him to visit a green space to offer prayers which he followed through with. Wishing for his father's recovery and subsequently he received a notification that his father had gotten to his feet. Since then, he has remained in good health for six years.",350,0.06366506289954295
6065a8becc1f681d7a36115e,"SHE HAD JUST MOVED TO A NEW PLACE AFTER GETTING A NEW JOB, HER FATHER HAD BEEN SICK FOR SOME TIME AND WAS BEING LOOKED AFTER BY A LADY FROM NEXT DOOR DURING THE DAY. ONE DAY AT WORK SHE GOT A FEELING TO PRAY FOR HER FATHER AT THE PARK, SHE WENT THERE PRAYED AND WENT BACK, RECEIVED A TEXT FROM HER FATHER TELLING THAT HE TOOK A FEW STEPS USING THE WALKER.",355,0.09,"She had recently relocated to a different area Upon securing a new position, Her dad had been unwell for a while And a woman from the neighboring house was taking care of him Throughout the daytime. On a particular day at her job She felt an urge to offer prayers for her dad at the park, So she made her way there Offered her prayers And returned to her previous activity, She then got a message from her dad Informing her that he had managed to walk a bit With the assistance of his walking aid.",497,0.05419003889778674
63b6d3746c5d6b520bcf0320,"when i was 21, i moved to the city for my first job. My father had surgery that left him immobile, he managed with the help with his neighbour. Once at work I felt I should go pray. I went to the park and prayed for him. I then got a phone call from my dad saying that he had taken some steps with his walker. within a year he was walking unassisted, now 7 years later he his living life to the fullest.",403,0.08,"At the age of 21, I relocated to the metropolis for my inaugural employment. My father underwent an operation which rendered him unable to move, yet he coped with assistance from his neighbor. Upon arriving at my workplace I sensed the need to offer a prayer. So I made my way to a nearby park and offered prayers for his recovery. Subsequently, I received a call from my father informing me that he had managed to walk a few steps using his walker. In the span of a year he regained the ability to walk without help, and now, after seven years, he is enjoying his life to its fullest extent.",592,0.05463122027572635
5b43619047745e0001e25eba,"The father was ill, the son looked after him, He left work one day and went to the park, sat at an oak tree and looked up. Prayed that his father would get better. The father got in contact to say he was able to move a few steps. The son believed his prayers worked. He rushed home. The father improved and is in his 70's.",322,0.11,"The dad was sick, the offspring tended to him, One day he departed from his job and proceeded to the park, settled beneath an oak, and gazed skyward. Wished fervently for his dad's recovery. The dad reached out informing he could walk a bit. The son felt his prayers had been effective. He hurried back to his abode. The dad's health was on the upswing and he's in his seventies.",379,0.09002511394129291
6072f8908ca848cb61dcce5d,"When this person was 21 years old they worked in the city centre for their first job. This person's father was in a wheelchair and lived alone. The father had not walked in some time. A feeling came over the person to go to the nearest park and pray for their father's health. They did so and had the feeling again, so acted upon it once more. The person's father was able to walk again for the first time in a long time, in their seventies.",441,0.08,"At the age of 21, this individual was employed in the downtown area, holding their inaugural position. Their father used a wheelchair for mobility and resided by himself. It had been quite a while since the father had ambulated. An urge overtook the individual, prompting a visit to the closest green space, to seek divine intervention for their father's wellbeing. This action was taken, and the impulse recurred, leading to a second act on the feeling. Miraculously, the individual's father regained the ability to walk, after an extended period of immobility, in his seventieth decade.",588,0.05210215366903066
