recall_id,#clauses,n,segment_ids,text
6096ace01e65b3225e84d29f,2,1,[54],He is living life to the fullest even in his seventies.
5c38ce43bef9a20001e3e1ab,4,8,"[35, 5, 6, 37, 38, 10, 11, 14]",A girl had a disabled dad and had a feeling to go to the park and pray for his recovery
5fae30cda7efa227b8d84b72,9,10,"[1, 2, 5, 7, 9, 41, 42, 45, 46, 48]",when I was 21 years old. i lived alone in an apartment and my father was in the hospital for surgery and he was there for about 8 months. He was been looked after by our neighbor. he just sent me text he said he took his first step and I was proud to see him when I got home.
606968fc4633f8b94786a4c8,10,10,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13]","was a 21 years old living in an apartment building near the city centre. my father was in the hospital my sister was in school so it was just me and the old lady, my dad was at work got this feeling that if i went outside to the park an pray my dad would recover so i look around the office saw no one we"
5e11cb793f291585b16ef640,15,13,"[2, 5, 37, 7, 9, 10, 41, 42, 14, 49, 53, 54, 24]","I was living in a small apartment in the city. My dad had been in hospital, and lived far away, he hadn't been out for 8 months or so, and only had a kind neighbour for company. One day at work I got a strange feeling, so I went to the park near my office and sat underneath an oak tree and prayed that my dad would get better. So after this, I received a call from my dad saying that he had managed to take a few steps, and this was the start of his recovery, and 8 years on, he is now living his life to the fullest and can walk unaided, even though he is in his 70's now."
601d1a51f8ab7f060c6638fe,3,13,"[37, 5, 38, 41, 42, 43, 44, 46, 47, 49, 50, 51, 53]","There father was ill. Other say I wish him a quick recovery,"
641f24898edfbdc7328d686e,14,13,"[1, 3, 35, 5, 6, 37, 10, 11, 42, 14, 50, 52, 53]",Guy sharing story from when he was 21. Just started a new job and his father was recovering from surgery where he was using a wheelchair. One day at work he got a feeling that if he went to the park on his lunch break and prayed for his dad he will start to recover. So he did and over time his dad did and now he is fully recovered several years later.
60c4c5e3253d7f15de0bc71a,14,14,"[2, 5, 7, 8, 9, 10, 12, 13, 14, 20, 21, 26, 28, 29]",I live in an apartment with my father who is suffering from cancer. He is currently being taken care of by my neighbor who is 60 years old. I also have a sister. My neighbor encouraged me to pray for my father and that God does miracles. I was at work when I wanted to pray. I looked around the office and saw no one was around and decided to go out. When I was out I closed my eyes and when I opened them no one was around. I then decided to take a 10 minute walk to
5f4e0edcc541ccaf7a8f11c4,9,15,"[35, 4, 5, 6, 37, 38, 41, 10, 11, 42, 14, 46, 52, 21, 53]",A young graphic designer's dad was ill and could not walk. His instinct told him to go to a park and pray and he did. For his dad to get well and after words he got a message saying his dad was standing. And he has been fine for the past 6 years.
55c4ab59fdf99b33083253ad,20,16,"[1, 35, 4, 5, 6, 7, 9, 10, 11, 41, 42, 14, 46, 50, 53, 54]",When I was 21 I was working as a graphic designer. My father was ill at the time and had been for a while he was living alone with just a neighbour to help him and was unable to walk etc. One day while I was at the office I felt a voice tell me that I should go to a nearby park & pray for my father and this would help him recover. I went to the park and prayed. Very soon after I got a call from my father saying he had been able to stand with his walker for the first time in months. He continued to recover and now he lives life to the full even though he is in his 70s.
