recall_id,clause_id,clause_text
63ebbd2e45a16584b49227f1,1,Story from when I was twenty-one years old.
63ebbd2e45a16584b49227f1,2,Living in a small apartment near the city center.
63ebbd2e45a16584b49227f1,3,First job.
63ebbd2e45a16584b49227f1,4,Graphic designer.
63ebbd2e45a16584b49227f1,5,"My father, recovering from a surgery, hadn't been out in about eight months."
63ebbd2e45a16584b49227f1,6,Used a wheelchair to get around.
63ebbd2e45a16584b49227f1,7,"Kind neighbor, lady in her sixties."
63ebbd2e45a16584b49227f1,8,My younger sister at college – just my dad and the neighbor lady at home.
63ebbd2e45a16584b49227f1,9,"One day, strong feeling while I was at work."
63ebbd2e45a16584b49227f1,10,"It told me: ""If you go to the nearby park during your lunch break and pray for your father's recovery, he'll start to improve."""
63ebbd2e45a16584b49227f1,11,I looked around my office.
63ebbd2e45a16584b49227f1,12,I didn't see anyone nearby.
63ebbd2e45a16584b49227f1,13,"So, I went to the park during my break and found a quiet spot there."
63ebbd2e45a16584b49227f1,14,Feeling came back again.
63ebbd2e45a16584b49227f1,15,I looked around once more.
63ebbd2e45a16584b49227f1,16,I still didn't see anyone nearby but I decided to take a chance.
63ebbd2e45a16584b49227f1,17,"I wasn't too far from my office, maybe a ten-minute walk."
63ebbd2e45a16584b49227f1,18,I found a bench to sit on and closed my eyes feeling came back once more.
63ebbd2e45a16584b49227f1,19,Took a deep breath.
63ebbd2e45a16584b49227f1,20,A big oak tree now.
63ebbd2e45a16584b49227f1,21,"Nobody was around I said to myself, well now, I had been taught that prayers can make a difference."
63ebbd2e45a16584b49227f1,22,Wanted to help my dad give it a try.
63ebbd2e45a16584b49227f1,23,Closed my eyes and said a quiet prayer.
63ebbd2e45a16584b49227f1,24,"I whispered, ""God, I don't know if you're listening. But I ask you to please help my father recover. So he can enjoy life again."
63ebbd2e45a16584b49227f1,25,Went back to work.
63ebbd2e45a16584b49227f1,26,"Suddenly,received a text message from my father."
63ebbd2e45a16584b49227f1,27,"It said, ""I just took a few steps with my walker."""
63ebbd2e45a16584b49227f1,28,I couldn't believe it.
63ebbd2e45a16584b49227f1,29,Sign that my prayer had been heard.
63ebbd2e45a16584b49227f1,30,Rushed home and saw my father standing in the living room.
63ebbd2e45a16584b49227f1,31,"And there he was, taking small steps."
63ebbd2e45a16584b49227f1,32,Turning point in his recovery.
63ebbd2e45a16584b49227f1,33,Continued to improve and regained most of his mobility.
63ebbd2e45a16584b49227f1,34,Six or seven years since then?
63ebbd2e45a16584b49227f1,35,My father now able to walk without any assistance.
63ebbd2e45a16584b49227f1,36,"He's living life to the full, even in his seventies."
5ea015577dd57200089eb811,1,"21 yr old male graphic designer,"
5ea015577dd57200089eb811,2,"sister away at college,"
5ea015577dd57200089eb811,3,father recovering from surgery
5ea015577dd57200089eb811,4,but only the father and a kind neighbour were together during the day at home.
5ea015577dd57200089eb811,5,Son at work one day
5ea015577dd57200089eb811,6,and he felt he was being told to pray for his father in his lunch break.
5ea015577dd57200089eb811,7,"He went to the park,"
5ea015577dd57200089eb811,8,there was no one else around
5ea015577dd57200089eb811,9,and sat on a bench under a big oak tree
5ea015577dd57200089eb811,10,and closed his eyes to ask God to help his father regain his independence.
5ea015577dd57200089eb811,11,Shortly after his father rang him to say he had taken a few steps with his walker which he had not managed before.
5ea015577dd57200089eb811,12,He rushed home after work
5ea015577dd57200089eb811,13,to find his father standing with his walker.
5ea015577dd57200089eb811,14,He continued to improve over the next 6 or 7 years
5ea015577dd57200089eb811,15,and is now fully enjoying life again in his 60’s.
608489b0f443591db476893d,1,A man was in his office
608489b0f443591db476893d,2,and he got an overwhelming feeling
608489b0f443591db476893d,3,that he had to pray for his dad
608489b0f443591db476893d,4,who was recovering from surgery.
608489b0f443591db476893d,5,His dad was often alone
608489b0f443591db476893d,6,as his daughter was away
608489b0f443591db476893d,7,"however, his 60 year old neighbour would often visit."
608489b0f443591db476893d,8,The man went to the park
608489b0f443591db476893d,9,and prayed in a quiet spot
608489b0f443591db476893d,10,and he got a call from his father
608489b0f443591db476893d,11,saying he could stand using his walker
608489b0f443591db476893d,12,which he had not been able to do for quite some time.
608489b0f443591db476893d,13,He has continued to improve
608489b0f443591db476893d,14,and now 6-7 years later
608489b0f443591db476893d,15,he continues to improve
608489b0f443591db476893d,16,and is now able to walk without his walker.
5fae55f1c1b83f2c4d05540d,1,Let me tell you a story about when I was twenty one.
5fae55f1c1b83f2c4d05540d,2,I was living in a small apartment outside of the city centre.
5fae55f1c1b83f2c4d05540d,3,My father lived nearby with a live in nurse.
5fae55f1c1b83f2c4d05540d,4,My younger sister was away in college so it was just the two of them.
5fae55f1c1b83f2c4d05540d,5,My father was in a wheelchair and couldn't do a lot by himself.
5fae55f1c1b83f2c4d05540d,6,One day I was at work in the office and I got this feeling that if I prayed for my father to get better then it would work.
5fae55f1c1b83f2c4d05540d,7,It was an overwhelming feeling so I looked around the office to see if I could leave to go to the local park.
5fae55f1c1b83f2c4d05540d,8,Nobody was around so I walked the ten minutes over and sat underneath the oak tree.
5fae55f1c1b83f2c4d05540d,9,I looked up at the branches swaying and I got that feeling to pray again.
5fae55f1c1b83f2c4d05540d,10,So I asked God to make my father better.
5fae55f1c1b83f2c4d05540d,11,"That day I got a text from my father saying ""I just took three steps with my walker""."
5fae55f1c1b83f2c4d05540d,12,He had not been able to move without any assistance before then so I took it as a sign that my prayer worked.
5fae55f1c1b83f2c4d05540d,13,This was seven or eight years ago and now he can walk without any assistance at all and lives life to the fullest.
62fd10071567a35ebfe5c584,1,"Just started my new job,"
62fd10071567a35ebfe5c584,2,at an office.
62fd10071567a35ebfe5c584,3,A lady in her 60's was my neighbour.
62fd10071567a35ebfe5c584,4,My father has a disability
62fd10071567a35ebfe5c584,5,and needs a walking stick.
62fd10071567a35ebfe5c584,6,My sister goes to college.
62fd10071567a35ebfe5c584,7,I heard that prayers can make a difference
62fd10071567a35ebfe5c584,8,to help my father recover.
62fd10071567a35ebfe5c584,9,"On my lunch break,"
62fd10071567a35ebfe5c584,10,I went to the park.
62fd10071567a35ebfe5c584,11,No one was there
62fd10071567a35ebfe5c584,12,and it was quiet.
62fd10071567a35ebfe5c584,13,It was about 10 minutes from my office.
62fd10071567a35ebfe5c584,14,I took a deep breath under the oak tree
62fd10071567a35ebfe5c584,15,"and said a prayer: ""please god, help my father""."
62fd10071567a35ebfe5c584,16,"Thereafter, I received a text message from my father,"
62fd10071567a35ebfe5c584,17,saying he took his first steps without a walking stick.
62fd10071567a35ebfe5c584,18,This was like the prayer had worked.
62fd10071567a35ebfe5c584,19,I had to see this for myself
62fd10071567a35ebfe5c584,20,so went to visit.
62fd10071567a35ebfe5c584,21,"It was amazing,"
62fd10071567a35ebfe5c584,22,a miracle answered.
62c08c865b36cf4fbabf34d2,1,The author's father was recovering from surgery.
62c08c865b36cf4fbabf34d2,2,"He was being looked after by a neighbour, a woman in her sixties."
62c08c865b36cf4fbabf34d2,3,The author's sister was away at college.
62c08c865b36cf4fbabf34d2,4,"One day at work the author had a premonition that if she went to the park and prayed, her father's health would improve."
62c08c865b36cf4fbabf34d2,5,"As there was no-one else in the office, at lunchtime she went to the park, a ten minute walk away, and found a bench in a quiet corner."
62c08c865b36cf4fbabf34d2,6,She asked God to help.
62c08c865b36cf4fbabf34d2,7,"When she got back to the office, she received a text from her father stating that he had a taken a few steps with the help of the neighbour."
62c08c865b36cf4fbabf34d2,8,"When she got home, her father was standing with the aid of a walker."
62c08c865b36cf4fbabf34d2,9,"Seven years later the father, then in his seventies, was back on his feet properly."
603cf1a241a4ccaa6d4c0677,1,A girl was living in a city centre
603cf1a241a4ccaa6d4c0677,2,and started a new job.
603cf1a241a4ccaa6d4c0677,3,Her father was unwell
603cf1a241a4ccaa6d4c0677,4,and didn't have much help at home.
603cf1a241a4ccaa6d4c0677,5,One day she got a feeling
603cf1a241a4ccaa6d4c0677,6,that told her to go to nearby park on her lunch break
603cf1a241a4ccaa6d4c0677,7,and pray for her dad's recovery.
603cf1a241a4ccaa6d4c0677,8,After finding a quiet spot under a tree
603cf1a241a4ccaa6d4c0677,9,she prayed to god.
603cf1a241a4ccaa6d4c0677,10,Once she was back at work
603cf1a241a4ccaa6d4c0677,11,she received a text from her dad
603cf1a241a4ccaa6d4c0677,12,saying he had took some steps using this walker
603cf1a241a4ccaa6d4c0677,13,which he hadn't be able to do.
603cf1a241a4ccaa6d4c0677,14,Months on her dad can now walk unassisted
603cf1a241a4ccaa6d4c0677,15,and is living his life to his fullest in his seventies.
62fcc899bc9ddbb0bb40aef3,1,"I would like tell story about when I was Twenty On,"
62fcc899bc9ddbb0bb40aef3,2,I was working as graphic designer.
62fcc899bc9ddbb0bb40aef3,3,"My father who was recovering from surgery had not been out in while,"
62fcc899bc9ddbb0bb40aef3,4,he was using a wheelchair and only went out with help from me or neighbor who was in her sixties.
62fcc899bc9ddbb0bb40aef3,5,"My sister was living elsewhere so just me, my father and the neighbor."
