real_caught,segment_id,segment_text,gpt4,gpt4o_all,gpt4o_idxmx
57.0,1,This is a story about three of my friends,90.0,21.08843537414966,
66.0,2,that I met in 1949,40.0,98.63945578231292,100.0
66.0,3,when I started college.,90.0,97.95918367346938,100.0
50.0,4,"Actually I met them before that,",30.0,11.564625850340136,11.11111111111111
36.0,5,we became friends after we all...,40.0,59.863945578231295,44.44444444444444
58.0,6,went to school at the same place.,30.0,72.78911564625851,77.77777777777777
71.0,7,"Previous to that during high school we'd all been high school athletes at different schools,",80.0,81.63265306122449,88.88888888888889
55.0,8,and so we were acquainted.,30.0,55.10204081632653,66.66666666666667
64.0,9,"But then after graduation when we all enrolled in school,",70.0,72.10884353741497,77.77777777777777
77.0,10,"we found that the four of us were all now attending the same school,",80.0,90.47619047619048,88.88888888888889
68.0,11,and we became quite good friends.,80.0,85.71428571428571,55.55555555555556
87.0,12,"I was the kid from the farm,",70.0,92.51700680272108,100.0
71.0,13,the other three guys all lived in the city.,60.0,88.43537414965986,100.0
50.0,14,"So being big macho men that we all were,",60.0,21.768707482993197,22.22222222222222
91.0,15,"they used to like to come out to the farm and hunt,",100.0,100.0,100.0
51.0,16,"and they'd come out,",30.0,42.857142857142854,33.333333333333336
48.0,17,and help me do chores and things like that.,30.0,42.857142857142854,22.22222222222222
85.0,18,Then we'd go rabbit hunting and squirrel hunting and things of that nature.,90.0,81.63265306122449,77.77777777777777
80.0,19,I never really enjoyed hunting.,100.0,82.99319727891157,77.77777777777777
53.0,20,"Uh ... being born and raised on the farm I was used to the outdoors,",40.0,23.80952380952381,11.11111111111111
49.0,21,wasn't all that exciting to me.,70.0,27.210884353741495,11.11111111111111
47.0,22,"But these guys got a big kick out of it,",0.0,27.210884353741495,
59.0,23,so I'd go along just to be one of the group.,70.0,68.02721088435374,88.88888888888889
13.0,24,"Things went on,",10.0,22.448979591836736,
24.0,25,"we did this for several years,",20.0,38.775510204081634,
49.0,26,"they were always coming out to the farm,",10.0,54.42176870748299,55.55555555555556
48.0,27,and hunting.,30.0,50.34013605442177,55.55555555555556
47.0,28,"After we'd been acquainted for several years,",70.0,45.57823129251701,33.333333333333336
94.0,29,one of them got the idea they'd like to go bear hunting up in Canada.,90.0,100.0,100.0
66.0,30,"Now that didn't really appeal to me,",100.0,95.23809523809524,100.0
58.0,31,"but I'd always been one of the group,",60.0,72.10884353741497,77.77777777777777
54.0,32,"and I couldn't find any real reason not to go,",50.0,57.82312925170068,55.55555555555556
71.0,33,"so I left them talk me into it,",70.0,93.19727891156462,100.0
52.0,34,wasn't too hepped up on this at all.,70.0,46.25850340136054,44.44444444444444
62.0,35,"I don't care anything really much about hunting period,",70.0,25.85034013605442,11.11111111111111
35.0,36,let alone bear hunting.,30.0,29.25170068027211,33.333333333333336
29.0,37,Be about my luck the bear would wind up hunting me.,20.0,7.482993197278912,
27.0,38,"But as I said,",10.0,6.122448979591836,
53.0,39,I left them talk me into it.,20.0,38.095238095238095,44.44444444444444
72.0,40,"So we took an airplane out of Fort Wayne,",80.0,86.39455782312925,100.0
72.0,41,"and we flew way up into Canada some place,",90.0,82.99319727891157,100.0
58.0,42,"and we landed on a lake,",60.0,56.46258503401361,55.55555555555556
68.0,43,"and then we rented canoes,",60.0,85.71428571428571,100.0
73.0,44,"and paddled for another ... day and a half it seemed to me,",70.0,85.03401360544218,100.0
49.0,45,'till we got way up in the north woods.,80.0,41.49659863945578,44.44444444444444
52.0,46,"Then after we ... went as far as we could in the canoes,",50.0,52.38095238095238,66.66666666666667
73.0,47,"then we had to backpack for another ... five hundred miles I thought,",80.0,79.59183673469387,100.0
75.0,48,'till we got to this cabin that they had rented way up there in the north woods.,100.0,79.59183673469387,88.88888888888889
31.0,49,"And after I got there,",20.0,15.646258503401361,
45.0,50,"I was even more apprehensive than I had been even before we started,",70.0,68.02721088435374,77.77777777777777
24.0,51,'cause I didn't really need any part of that.,30.0,12.92517006802721,
58.0,52,"That was pretty spooky looking territory, let me tell you.",50.0,85.71428571428571,88.88888888888889
33.0,53,"So we got up there,",10.0,31.972789115646258,33.333333333333336
49.0,54,"and got set up in the cabin,",10.0,66.66666666666667,55.55555555555556
33.0,55,and ... got our groceries stored and everything.,10.0,38.775510204081634,22.22222222222222
48.0,56,And after we got to discussing it,80.0,44.21768707482993,55.55555555555556
73.0,57,those guys weren't any more hot about going out in those woods and looking for a bear than I was.,90.0,76.19047619047619,66.66666666666667
68.0,58,"We sat around there for three or four days,",70.0,77.55102040816327,88.88888888888889
74.0,59,"played cards,",50.0,74.14965986394557,88.88888888888889
61.0,60,"and ate,",50.0,70.74829931972789,88.88888888888889
57.0,61,"and slept,",50.0,65.3061224489796,77.77777777777777
31.0,62,and we just couldn't ...,50.0,12.244897959183673,
61.0,63,no one was in the mood to go out and hunt bear,80.0,38.095238095238095,22.22222222222222
39.0,64,'cause that's just a plain old spooky looking place.,40.0,23.12925170068027,
37.0,65,"We never ventured outside at night,",30.0,23.12925170068027,11.11111111111111
42.0,66,we stayed right there in the old cabin.,30.0,31.292517006802722,33.333333333333336
37.0,67,"Well after we'd been there for three or four days,",30.0,21.768707482993197,11.11111111111111
59.0,68,"we got to talking it over,",90.0,42.857142857142854,33.333333333333336
45.0,69,"and somebody said “Hey,",40.0,23.12925170068027,
62.0,70,if we don't go out and hunt some bear ...,50.0,27.210884353741495,11.11111111111111
65.0,71,"we've got to find a bear to take back home with us,",50.0,37.414965986394556,55.55555555555556
78.0,72,"or we're really going to get a bad time from the rest of the people,",50.0,68.02721088435374,77.77777777777777
73.0,73,"'cause too many people know we'd gone bear hunting,",50.0,55.78231292517007,77.77777777777777
34.0,74,and if we come home skunked with no bear they're really going to give us a bad time.”,30.0,12.244897959183673,
35.0,75,"Soo ... no one wanted to go out,",40.0,24.489795918367346,11.11111111111111
86.0,76,so we all decided that we'd cut the cards.,100.0,94.5578231292517,100.0
79.0,77,"Whoever got the high card ... would go out and get a bear,",70.0,59.183673469387756,55.55555555555556
66.0,78,"and the rest of them would skin him butcher him and pack him back down,",30.0,19.047619047619047,
41.0,79,so we could take him home with us.,30.0,10.884353741496598,
86.0,80,"So you know who YOU KNOW WHO got the high card,",100.0,96.59863945578232,100.0
59.0,81,the guy that didn't even want to be there in the first place.,60.0,35.374149659863946,44.44444444444444
59.0,82,But I had agreed to play the game ...,60.0,62.585034013605444,66.66666666666667
74.0,83,"So ... I took the old gun,",40.0,76.87074829931973,88.88888888888889
40.0,84,and I go out bear hunting.,0.0,33.333333333333336,33.333333333333336
30.0,85,I didn't like this at all.,0.0,39.45578231292517,33.333333333333336
62.0,86,"I'm walking out there in the woods for hours it seems like,",60.0,66.66666666666667,44.44444444444444
54.0,87,"and I just wasn't seeing any bears or anything,",30.0,47.61904761904762,22.22222222222222
62.0,88,"and finally I heard a noise,",70.0,57.82312925170068,66.66666666666667
62.0,89,"and I turned around,",70.0,69.38775510204081,66.66666666666667
91.0,90,"and there was the biggest old bear I'd ever seen in my life,",80.0,89.79591836734694,88.88888888888889
47.0,91,I'd never even seen a PICTURE of one THAT big.,40.0,31.972789115646258,11.11111111111111
71.0,92,"I whipped up the gun,",50.0,57.142857142857146,44.44444444444444
68.0,93,"and pulled the trigger,",70.0,65.98639455782313,66.66666666666667
85.0,94,and nothing happened.,90.0,87.75510204081633,100.0
48.0,95,I'd forgot to LOAD that turkey.,30.0,37.414965986394556,22.22222222222222
28.0,96,Well he had ...,20.0,17.687074829931973,
53.0,97,"he just had no desires to have me in his territory,",20.0,60.54421768707483,44.44444444444444
49.0,98,and he made for me.,20.0,61.224489795918366,22.22222222222222
89.0,99,"Well there was nothing for me to do but run,",100.0,87.07482993197279,100.0
78.0,100,"and I turned around,",90.0,76.19047619047619,100.0
81.0,101,"I ran as hard as I could go,",80.0,76.87074829931973,66.66666666666667
68.0,102,"and I thought I used to be pretty fast,",70.0,55.10204081632653,66.66666666666667
70.0,103,"but that old bear,",80.0,53.06122448979592,66.66666666666667
72.0,104,"man he was gaining,",80.0,59.863945578231295,77.77777777777777
62.0,105,he was just right on my heels ...,80.0,38.095238095238095,44.44444444444444
84.0,106,And when I got within sight of that cabin,100.0,78.91156462585035,100.0
87.0,107,"I started yelling “OPEN THE DOOR, OPEN THE DOOR!”",70.0,95.91836734693878,88.88888888888889
52.0,108,"Man I was whipping down there just as hard as I could go,",60.0,46.93877551020408,44.44444444444444
48.0,109,"and that old bear right on my tail,",60.0,47.61904761904762,44.44444444444444
72.0,110,"and they opened the door,",60.0,71.42857142857143,66.66666666666667
66.0,111,"and I got right to the cabin door,",60.0,62.585034013605444,44.44444444444444
74.0,112,"I made a quick turn to the left,",90.0,88.43537414965986,100.0
79.0,113,and that old bear went right on in.,100.0,97.27891156462584,100.0
62.0,114,"I just reached back,",90.0,78.2312925170068,77.77777777777777
66.0,115,"and pulled the door shut,",90.0,86.39455782312925,100.0
78.0,116,"and said “THERE HE IS FELLOWS,",90.0,78.2312925170068,66.66666666666667
74.0,117,"YOU SKIN HIM,",100.0,72.78911564625851,66.66666666666667
55.0,118,I'LL GO GET ANOTHER ONE!”,70.0,63.945578231292515,44.44444444444444
55.0,119,"Now all this happened thirty years ago,",80.0,55.10204081632653,44.44444444444444
