recall_id,recall_text,recall_len,max_clause_id,mbits_original_narrative,mbits_rephrased_narrative
563a76bfbe9cac0005aab326,"The story is set in 1949 the narrator met his friends at the same school but they were from different backgrounds as he grew up on a farm and they didn't. They would come to the farm to hunt rabbits and squirrels but the narrator wasn't so keen on this but just went along with it. Time went by and the friends came up with the idea of going to Canada to hunt a bear. Again the narrator wasn't keen but was persuaded to go. They flew to Canada, took kayaks across the lake and got to a cabin. They felt the place they were in was too spooky, none of them wanted to go out hunting in the end. They stayed in for 3-4 days. In the end they discussed how they would be mocked for not bringing a bear back so split cards to see who should go hunting for one. The narrator was chosen. He went out, saw a huge bear but had forgotten to load his gun so he ran away towards the cabin. He yelled for the friends to open the door because he had a bear and they did but instead of going in he dashed to one side and the bear went in the cabin. They never forgot he had delivered a bear as agreed.",1084,30,112.34,107.06468073061339
5660c8ff9df648001102f010,"He met a group of friends initially in school in 1949. He was a farm boy, they were city boys. The friends liked to come out to the farm and do country related chores, hunting and such. He never enjoyed it as it wasn't a new experience for him as it was for the city friends. One day they decided to go to Canada and got a flight there to hunt for bears. They hiked for a long time and arrived at a cabin in the north woods. They decided they didn't want to go bear hunting but had to do something because they told everyone they'd go near hunting so thought they had to go back with a bear. They cut the cards to decide who would hunt for the bear and the rest would skin and prepare the bear for taking home. He went to find a bear but the gun didn't work, so he ran but the bear chased him back to the cabin.",811,23,78.69,95.47149887707243
573c6b96b3a71f00146df8c4,"They all met in 1949 and went to the same school and became friends. He lived on a farm and they lived in the city - they used to visit him on the farm and they liked to hunt but he didn't. They had an idea to go on a trip to Canada to hunt bears so they went there. They had to go across a lake to get to the woods and had to walk what felt like five hundred miles to get to their cabin. The walk was scary so it put them off wanting to go hunting for bears as they were all spooked out. So for a few days they just stayed in the cabin together and played cards. Then they realised that if they didn't bring back a bear people wouldn't believe them and would probably make fun of them. So they played the high cards game and who ever picked the highest card had to go and hunt the bear alone and bring it back to the cabin dead. The others would skin the bear and prepare it to take back as a trophy. The story teller got the high card so had to go out and hunt. He went out and took a gun, found a bear bigger than he'd even seen on pictures. He went to shoot it and realised that he hadn't loaded the gun so ran instead. He got back to the cabin just in time and slammed the door. They didn't go bear hunting again.",1218,34,79.0,104.21467461334842
576020968ddaf40006ce9746,"There were 4 friends that met at school. The narrator was a farm boy and the other 3 from the city. They admire the farm life especially hunting and used to hang out on the farm. The narrator would take them out hunting, even though he himself wasn't that interested. They eventually decided they wanted to go bear hunting in Canada. They hired a remote cabin that required them to travel (by canoe and hiking) for several days. On arrival they got nervous as it all seemed very spooky. They spent several days in the cabin playing cards. Eventually one of them thought they would be made fun of if they returned without a bear. So they cut the cards to decide who would go out and hunt. It was the narrator. He went hunting and on eventually finding a bear discovered that the gun wasn't loaded. The bear chased him all the way back to the cabin. He screamed at his colleagues to open the door. They opened it and the bear ran in. He shouted that they could skin the bear. They agreed he'd lived up to his part of the bargain. But they never invited him hunting again.",1069,18,104.71,116.99433117707542
58945874b5496d00018cfe1c,Four friends from their childhood used to go hunting on a farm (three guys from the city). They decided to go bear hunting in Canada and hired a cabin in the wood which were spooky. Once of them who didn't even want to go hunting was chosen to hunt a bear for the others to skin. He found a big old bear but couldn't shoot it because he forgot to load the rifle. The bear chased him back to the cabin. He shouted to open the door and then swerved and the bear went inside!,472,15,40.88,52.33569771403638
5a0c4184fe645f0001e9f5dd,"A story about a man and three friends in 1949. The man knew the other three men from high school. They each went to different schools. Then they went to the same college. The man lived on a farm. His 3 friends were from the city. The friends liked to go hunting. Even though he did not like hunting, they persuaded him to go bear hunting. They arranged to go up to a cabin in the woods. They planned to hunt for bears. They got to the cabin. They found it to be very creepy. None of the men wanted to go hunting in the end. They stayed in the cabin for 3 days without leaving. Then the three friends decided that they must go hunting. People back home knew they had come to hunt a bear. So they had to take a bear home. They decided to draw cards. The one who got the highest card would go out and kill the bear. The rest would skin and chop up the bear to take home. The man drew the highest card. So he had to take a gun and hunt a bear. He struggled at first to find any bear. But after several hours he spotted a bear. When he went to fire the gun, there were no bullets in it. The bear chased him back to the cabin. And the friends never asked him to go hunting again.",1173,27,82.31,94.1114453731154
5a63713163394a00015555aa,In 1949 I was at high school and I met some friends. Then we went hunting for some bears in the woods. It is who you know and not what you know. The big bears came and they did scare me a little bit.,199,11,-14.000000000000002,-4.906032325949589
5a9d223b89de8200013f1893,"I met three friends in 1949 at college. We had been to the same primary school but went to different high schools. We had all been athletes, so bonded at college over this. I had grown up on a farm but the other three guys were city folk. They loved to come out to the farm and help with chores and to go hunting rabbits and squirrels and be in nature. I wasn't keen on hunting but wanted to be part of group and it made the guys happy. After several years, the guys said they would love to go on a bear hunt and told everyone we were going. I didn't want to but went along with it. We took a plane from Fort Wayne up to Canada and then canoes in to the North Woods, we had to back pack for 500 miles. Finally we got to a cabin where we had had groceries and stuff delivered. It was really spooky in the cabin and we were all spooked about going out day or night. So we sat around playing cards and not being able to sleep. The others felt we would lose face if we didn't come back with a bear so we drew cards and the person with the high card had to go hunt a bear. Wouldn't you know it! I got the high card and had to go out with the shotgun. I was in the woods for hours but there was no sign of a bear. I heard a noise and turned around and saw a big old bear. I had never seen one so big. I pulled the trigger on the gun, but I had forgotten to load it! The bear started to run at me so I ran as fast as I could, with the bear on my tail all the way back to the cabin. I shouted ""Open the door, open the door!"" and the guys opened the door and as I reached it I turned right and the bear ran in the cabin and I shouted you guys can skin him! The guys never asked me to go hunting again.",1692,22,181.39000000000001,169.5648637598425
5b119f161e55760001b9daac,"A group of college friends that met prior to 1949, originally acquainted through high school sports and ended up going to the same college. 1 farm boy and 3 city boys. They all used to go out and hang out together on the farm, help with chores and then go out hunting for rabbits and squirrels. They got onto talking and planning a visit to Canada to go and hunt bears. Farm boy didnt want to go as he had no interest but he did go as not to let the group down. They stayed in an old cabin in the woods and all of them were quite unnerved by the general spookiness of the area, so they didnt go hunting at all. They stayed in and played cards, eating and drinking the days away. They got to the last day and had to pick cards as to who was actually going to go out and find a bear for them to take back with them. Farm boy got the highest card so had to go out looking for a bear, even though he hadnt wanted to go on the trip at all in the first place! He had an old gun from the cabin with him, and eventually came across a bear. He turned to shoot the bear and had actually forgotten to load the gun! He started running as the bear chased him down, as fast as he could run to try and get back to the cabin. He shouted out for the other guys to open the door, and as he got to the door he stepped aside and the bear ran into the cabin where the guys were. He closed the door on them! He said he has not been asked on a hunting trip ever since, and this was 30+ years ago now.",1477,37,116.36,124.25584780028446
5ba3dde51ce477000117a55e,"There were 4 friends who all met at school in 1949, but all went to different schools growing up. 1 grew up on a farm and 3 lived in the city. The 3 from the city used to like to go to the other friend's farm to hunt squirrels and rabbits, but the friend from the farm didn't care much for hunting. The 3 friends from the city suggested going hiking in the mountains to hunt bears. The friend from the farm did not want to go but agreed to go anyway to be part of the group. They travelled by canoe for about a day and a half and then hiked what appeared to be another 500 miles, according to the friend from the farm and stayed in a cabin. After 3 or 4 days they had not ventured out to hunt a bear as none of them really wanted to. One of the friends said they needed to go home with a bear as a lot of people knew they were coming to hunt bears and would give them a hard time about it if they came home empty handed, so they agreed to get a bear. They cut cards to decide which of them would go and get the bear and the remaining 3 friends would skin it. The friend from the farm, who did not even want to go hunting, drew the card which meant he had to go and get the bear. He found a bear, the biggest he'd ever seen, and went to shoot it with his gun but had forgotten to load it, so started running away from the bear. The bear chased him back to the cabin, and they ended up trapping the bear inside the cabin. The friend who went to get the bear told the others to get on with their part of the deal and he would go and get another one. The friends from the city never invited the friend from the farm hunting again.",1626,31,124.03,140.696698134982
