recall_id,keypoints,attempt,summary_text,segment_ids,correlation
summary_gpt4o_20_3.json,20,3,1. I was working in the warehouse. 2. I was stocking boxes and organizing merchandise. 3. I felt lightheaded after working for a few hours. 4. I thought the lightheadedness was due to hunger. 5. I felt tightness and pressure in my chest. 6. I leaned against a wall to rest. 7. The pressure in my chest got stronger. 8. I felt my heart pounding. 9. I started seeing spots and sweating. 10. I couldn't catch my breath. 11. I heard the manager's voice across the warehouse. 12. The manager checked if I was alright. 13. I couldn't yell back or find my voice. 14. The manager walked towards me. 15. I started to drop to the ground. 16. The manager caught me before I fell. 17. The manager took me to the staff room. 18. The manager asked what was wrong and got me water. 19. I realized I had a panic attack. 20. I learned to check in with myself to prevent episodes.,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 49, 54, 55, 56]",0.6924
summary_gpt4o_7_1.json,7,1,1. I was working on the warehouse floor stocking boxes. 2. I felt strange and attributed it to hunger. 3. I felt tightness and pressure in my chest. 4. I leaned against a wall but felt worse. 5. The manager noticed I needed help and approached. 6. I almost fainted but the manager caught me. 7. I learned I had a panic attack and to take better care of myself.,"[2, 3, 4, 8, 9, 10, 11, 14, 15, 16, 17, 18, 27, 28, 29, 31, 32, 35, 36, 37, 38, 39, 49, 54, 55, 56]",0.642
summary_gpt4o_7_2.json,7,2,1. I was working on the warehouse floor doing my usual job. 2. I started feeling lightheaded and chalked it up to hunger. 3. I felt chest tightness and pressure getting stronger. 4. I leaned against a wall and felt my heart pounding. 5. I saw spots and sweated as I struggled to breathe. 6. The manager noticed me and rushed to help as I collapsed. 7. I learned it was a panic attack and to take care of myself.,"[2, 3, 8, 9, 10, 11, 14, 15, 17, 19, 20, 21, 23, 24, 27, 28, 29, 31, 35, 37, 38, 39, 49, 54, 55, 56]",0.6201
summary_gpt4o_12_2.json,12,2,"1. I was working on the warehouse floor. 2. I had been feeling lightheaded all day. 3. I felt pressure in my chest suddenly. 4. I leaned against a wall, feeling worse. 5. I was sweating and seeing spots suddenly. 6. I heard the manager calling out to me. 7. I tried to yell back but couldn't speak. 8. I started to drop to the ground then. 9. The manager caught me before I collapsed. 10. He brought me to the staff room to rest. 11. I realized I had a panic attack. 12. I learned to check in and take care.","[3, 8, 9, 14, 15, 17, 20, 21, 27, 28, 30, 33, 34, 37, 38, 39, 40, 41, 49, 54, 55]",0.6196
summary_gpt4o_9_3.json,9,3,1. I was working in the warehouse. 2. I felt lightheaded and thought I was hungry. 3. I felt tightness and pressure in my chest. 4. I leaned against a wall as the pressure grew stronger. 5. I started sweating and couldn't catch my breath. 6. I heard the manager call out to me. 7. I couldn't respond and felt my world going dark. 8. The manager caught me before I fell. 9. I learned to take care of myself to prevent future panic attacks.,"[1, 2, 3, 8, 9, 10, 11, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 34, 36, 35, 37, 38, 39, 49, 54, 55, 56]",0.6186
summary_gpt4o_15_3.json,15,3,1. I was at work stocking boxes in the warehouse. 2. I felt lightheaded and hungry but continued working. 3. I experienced tightness and pressure in my chest. 4. I leaned against a wall as the pressure increased. 5. My heart was pounding and I saw spots. 6. Sweat dripped down my forehead and arms. 7. I struggled to catch my breath and felt scared. 8. I heard the manager's voice calling to me. 9. I tried to yell back but couldn't speak. 10. The manager walked towards me as I felt faint. 11. I started to fall but the manager caught me. 12. The manager took me to the staff room for rest. 13. He gave me water and asked what was wrong. 14. I gradually felt better and learned it was a panic attack. 15. The episode taught me to rest and eat properly.,"[1, 2, 3, 4, 8, 9, 10, 11, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 46, 47, 48, 49, 54, 55, 56]",0.6031
summary_gpt4o_12_1.json,12,1,1. I was working in the warehouse. 2. I felt lightheaded but blamed hunger. 3. I felt tightness and pressure in my chest. 4. I leaned against a wall as it got stronger. 5. I saw spots and sweated heavily. 6. I tried deep breaths but struggled. 7. I heard the manager's voice calling me. 8. I couldn’t speak but the manager approached. 9. I started to fall but the manager caught me. 10. The manager took me to the staff room. 11. He gave me water and told me to rest. 12. I realized I had a panic attack and learned to care for myself.,"[1, 2, 3, 8, 9, 10, 11, 14, 15, 16, 17, 20, 21, 22, 23, 24, 27, 28, 30, 33, 34, 36, 37, 38, 39, 40, 41, 42, 44, 45, 49, 54, 55, 56]",0.6019
summary_gpt4o_19_3.json,19,3,1. I was at work on the warehouse floor. 2. I was stocking boxes and organizing merchandise. 3. I felt strange and lightheaded. 4. I assumed I was hungry because I hadn't eaten. 5. I felt tightness and pressure in my chest. 6. I leaned against a wall for support. 7. The pressure in my chest increased. 8. My heart was pounding in my chest. 9. I saw spots and started sweating. 10. I struggled to catch my breath. 11. I heard the manager call out to me. 12. I couldn't yell back to the manager. 13. The manager walked towards me. 14. My legs started to give out. 15. The manager caught me just in time. 16. He took me to the staff room. 17. He asked questions and gave me water. 18. The pressure eased after a few minutes. 19. I learned to rest and eat properly.,"[1, 3, 2, 4, 5, 8, 9, 10, 11, 14, 15, 17, 18, 19, 20, 21, 23, 24, 27, 28, 30, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 46, 47, 54, 55, 56]",0.5904
summary_gpt4o_11_3.json,11,3,1. I was at work in the warehouse. 2. I felt lightheaded and assumed I was hungry. 3. I felt tightness and pressure in my chest. 4. I leaned against the wall for support. 5. I saw spots and sweat dripped down my forehead. 6. I tried to breathe deeply but couldn't catch my breath. 7. I heard the manager calling out to me. 8. I couldn't yell back or find my voice. 9. I started to drop but the manager caught me. 10. The manager gave me water and I rested. 11. I realized I had a panic attack and learned to care for myself.,"[1, 3, 8, 9, 10, 11, 14, 15, 17, 20, 21, 23, 24, 27, 28, 30, 33, 34, 35, 37, 38, 39, 40, 41, 44, 45, 49, 54, 55, 56]",0.588
summary_gpt4o_18_1.json,18,1,1. I was at work stocking boxes. 2. I was feeling lightheaded from hunger. 3. I felt tightness in my chest. 4. I leaned against the wall but felt worse. 5. My heart was pounding hard. 6. I saw spots and started sweating. 7. I couldn't catch my breath. 8. I was very scared and confused. 9. The manager noticed I was unwell. 10. I tried to yell for help but failed. 11. The manager approached me quickly. 12. I started to faint as he reached me. 13. The manager caught me before I fell. 14. He took me to the staff room. 15. He gave me a chair and water. 16. I rested and felt better after a while. 17. I realized I had a panic attack. 18. I learned to care for myself better.,"[1, 2, 3, 4, 8, 9, 10, 11, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 44, 45, 46, 47, 48, 49, 54, 55, 56]",0.5788
