recall_id,#clauses,n,segment_ids,text
37,11,23,"[1, 4, 32, 35, 38, 39, 43, 44, 45, 46, 49, 53, 56, 57, 59, 60, 64, 65, 68, 72, 73, 77, 80]",We were on our way to a softball league game. Pulling up twenty four interstate. They see another driver behind them. Who they suspect was ill or drunk. Call the sheriffs over. To try and stop the man. As they didn't want to be known as the person who did nothing. The sheriff tries to signal them down. But they go into reverse. And then forward. After it was comical.
17,13,24,"[4, 9, 11, 12, 13, 18, 19, 20, 27, 29, 31, 32, 34, 35, 38, 39, 59, 60, 64, 65, 66, 68, 78, 79]","There was a person driving on the freeway and [they were] heading to a hill when they noticed a suspicious driver. He started by attempting to cut the driver off however they managed to get in before him. Once further ahead, the passenger noticed the driver tailing them closely. After a while, they notice a police car and gesture [to] them to come over. [To] the car they share the information that the driver is either unwell or drunk. The police make the decision to follow the mysterious driver while he slowly drives away."
31,14,24,"[4, 17, 28, 32, 33, 34, 38, 42, 45, 46, 47, 50, 51, 57, 59, 60, 62, 64, 66, 72, 73, 75, 77, 79]","You were driving to the softball league along highway 24. This guy starts weaving between traffic. [He] starts to follow you. Your friend Lisa is in the car. [Lisa] also thinks that this guy is following you. You don't know if he is drunk. [You don't know if] he is having a heart attack. [So] you decide to stop. [You decide] to check it out. As you stop, you notice a police sheriff. [So] you get him to come over. [You] explain [it] to him. They then notice that the guy has reversed slowly down the road. As they follow, [he] starts to drive normally."
61,11,24,"[1, 28, 32, 35, 38, 39, 42, 44, 45, 46, 50, 58, 59, 60, 62, 63, 64, 68, 72, 73, 74, 75, 76, 78]",IT'S ABOUT A GUY WHO WAS BEING FOLLOWED BUMPER TO BUMPER BY ANOTHER CAR. HE INITIALLY THOUGHT THE GUY WAS EITHER SICK OR DRUNK CAUSE HE COULDN'T STAY IN HIS LANE. SO HE STOPPED BY A SHERIFF. WHERE HE EXPLAINED WHAT WAS GOING ON BUT WHEN THE POLICE STARTED GOING AFTER HIM HE STARTED DRIVING IN REVERSE.
0,12,25,"[1, 4, 26, 27, 28, 32, 35, 36, 38, 44, 56, 57, 58, 59, 60, 64, 68, 70, 72, 74, 75, 76, 77, 79, 81]","Someone and their partner were driving on Twenty Four to a softball game at the church, when they noticed a guy was tailing their car. They tried to lose him, but he continued tailing them. However, the other guy crashed his car, and he didn't move. Not wanting to leave the man to die, though, they called the police, who turned up soon enough. The other man drove off and was never caught."
54,17,25,"[1, 2, 4, 5, 12, 18, 20, 23, 28, 30, 33, 38, 39, 45, 46, 50, 51, 59, 62, 64, 70, 72, 77, 78, 81]","A man was with a woman named Lisa. He was driving on highway 24. [He was driving] on the way to a church softball league game. [The game was] at Homestead High School. On the way there, near Ranch Eggs, the man encountered what appeared to be a drunk driver or a man that was having a heart attack. The alleged drunk driver pulled out into the middle of the highway median. After the man going to the softball game passed the drunk driver, the drunk driver appeared to be following him down the highway. [the drunk driver appeared to be] swerving in the lanes. Eventually, the man found a sheriff. [The man] told them what was going on. However, from far back, the drunk driver saw the police. [The drunk driver] tried to reverse from them. Then, the police made a u-turn. [Then] the drunk driver started going forward. The main character from the story wasn't sure what ended up happening to the drunk driver after that."
71,27,25,"[1, 2, 3, 4, 5, 15, 16, 17, 18, 19, 20, 30, 39, 47, 48, 49, 50, 51, 52, 53, 76, 77, 78, 79, 81]","About a month ago we were going to a church league softball game. They'd had the games all scheduled for the diamond at Homestead High School. You know where that's at? Well, we're going up Twenty-four, and getting ready to turn there, at Ranch Eggs. You know how you sit there and wait for the traffic to get by? Right there in the median? This guy starts, pulls out in the lane, i thought ""you jerk"" but i hurried up and got in there ahead of him. Couldn't keep it one lane. I figured that when we get up to this stop sign I'm going to go back and find out what his problem is, 'cause i'm thinking he's drunk and i know i oughta do something about it but at the same time if he's sick, like maybe he's having a heart attack or something you know. you gotta do something. Pretty soon they catch up with him, and he starts forward again, and they make a U-turn in the road to follow him but he's just slowly driving and being careful. I don't know if they ever stopped him or not."
68,19,27,"[4, 13, 22, 23, 24, 25, 26, 27, 28, 32, 35, 37, 38, 39, 45, 46, 50, 51, 59, 60, 70, 71, 72, 73, 74, 78, 81]","A young person was trying to get onto Twenty-four off the highway, when a car was blocking the way. Instead they decided to go another way to get to their destination, and all of a sudden the car that was blocking the road started to follow them. The car was constantly up their tail, bumper to bumper, borderline crashing into them. The person thought to themself, maybe he's drunk or having a heart attack. Suddenly, he sees a police car on the side of the road, and he stops and signals the police to come over. He states that the man who was following him was driving back and forth, and can't keep in the same lane. He states that he must have been drunk or sick. The car that was following them starts to slowly reverse back when they notice the police. The police begin to follow the retracting car, and the narrator doesn't know if they ever caught up to them."
84,14,27,"[1, 2, 4, 6, 8, 9, 10, 12, 13, 18, 20, 22, 23, 24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 38, 39, 79]",He was on his way to Homestead to play ball He went up Highway 24 Another car was merging on to the highway and slowed down He managed to get ahead of the car but the car stayed in the middle of the highway slowing down the traffic Then the slowed car sped up and he was on its tail His passenger was named Lisa and mentioned that the car was on his tail He continued on Highway 24 towards the field
92,9,27,"[1, 9, 13, 22, 23, 32, 33, 35, 38, 39, 42, 45, 46, 50, 51, 58, 59, 60, 62, 63, 64, 70, 71, 72, 73, 74, 75]","Two persons were going to a church softball game, the main character and Lisa. On the way there a guy was blocking the freeway with their car. Later another car was acting weird, not staying in lane, and tailgating. The main character was suspecting that they are either drunk or having a heart attack. So he stops to inform a sheriff about it, but the car tailgating tries to avoid the cops."
