index,len,rate,keypoints,mbits,"produced
key points","required
key points",attempt,rephrase,rephrase_len,rephrased_mbits,rephrase_rate
0,156,0.192,I was turning onto Twenty-four and a man blocked the lane. The man followed me closely and seemed drunk. I informed a sheriff and they went to check on him.,29.95,3,3,2,"As I made my way onto Route 24, a man obstructed the path. He trailed behind me persistently, appearing to be intoxicated. I notified a deputy, who proceeded to investigate the situation.",187,15.198093440959997,0.0813
1,194,0.1727,I was driving to a softball game with Lisa. A man blocked my lane and followed us closely. I suspected he was drunk and considered confronting him. I informed a sheriff who then pursued the man.,33.5,4,4,2,"Lisa and I were en route to a softball match in my car. A gentleman obstructed our path and tailed us tightly. Believing he might be intoxicated, I thought about challenging him. I notified a local deputy, who subsequently chased after the individual.",251,18.293096552429976,0.0729
2,202,0.1298,"I saw a man driving erratically near a church league softball game. I suspected the man was drunk and decided to alert the police. The man tried to evade the police, but I don't know if they caught him.",26.21,3,3,1,"I noticed an individual operating a vehicle in a reckless manner close to a local church's softball match. Believing the individual to be intoxicated, I made the decision to notify law enforcement. The individual attempted to elude the authorities, although I'm uncertain whether he was apprehended.",299,18.379070295590008,0.0615
3,225,0.131,"I encountered a reckless driver blocking the lane as I turned onto Twenty-four. The driver followed me closely, weaving and appearing impaired. I alerted a nearby sheriff's deputy, who pursued the suspect driving erratically.",29.48,3,3,3,"As I made the turn onto Route Twenty-four, I came across an irresponsible motorist obstructing the traffic lane. This motorist tailed me, swerving and seeming to be under the influence. I notified an adjacent law enforcement officer, who then chased after the erratic driver.",275,16.778699848759974,0.061
4,232,0.1439,I was driving to a softball game. A man blocked the lane and followed me. Lisa noticed he was tailgating us. I thought he might be drunk or sick. I decided to alert the sheriff nearby. The man tried to escape when he saw the police.,33.4,6,6,3,"I headed towards a softball match in my car. A gentleman obstructed the road and pursued me. Lisa observed that he was driving too close behind us. It crossed my mind that he could be intoxicated or unwell. I opted to notify the nearby law enforcement officer. Upon noticing law enforcement, the individual attempted to flee.",325,9.864921577880006,0.0304
5,240,0.1405,"I was driving to a softball game and slowed down to turn. A man pulled into my lane and blocked traffic. The man followed me closely and drove erratically. I suspected he was either drunk or sick. I informed a deputy, and they followed him.",33.71,5,5,2,"While heading to a softball match, I reduced speed to make a turn. A gentleman merged into my lane, causing a disruption in the flow of vehicles. This individual tailed me persistently and maneuvered his vehicle unpredictably. It crossed my mind that he might be intoxicated or unwell. I alerted an officer, who then pursued the driver.",336,11.631153079160004,0.0346
6,243,0.1058,I was driving to a softball game at Homestead High School. A man blocked my lane and then followed me closely on the road. I suspected the man was drunk and decided to take action. I informed a sheriff's deputy about the man's erratic driving.,25.7,4,4,3,"I found myself en route to a softball match at Homestead High School. A gentleman obstructed my path and subsequently tailed me on the highway. Believing the individual to be intoxicated, I resolved to intervene. I alerted a deputy from the sheriff's office to the man's unpredictable behavior behind the wheel.",311,37.37840278672,0.1202
7,245,0.1485,"We were going to a softball game at Homestead High School. I encountered a possibly drunk driver who followed us closely. I decided to approach a sheriff's car to report the driver. The driver reversed to avoid the police, and they followed him.",36.39,4,4,1,"Our destination was a softball match at Homestead High School. A driver, who seemed to be intoxicated, was tailgating us. My decision was to go up to a patrol car to inform them about the driver. To evade the authorities, the driver backed up, prompting them to pursue.",269,18.313589104520002,0.0681
8,283,0.1147,"I was driving to a softball game with Lisa. I encountered a man who blocked the road with his car. The man followed us closely, making me think he was drunk. I decided to report him to the police when we reached a stop sign. The police chased him, but I'm unsure if they stopped him.",32.46,5,5,1,"Lisa and I were on our way to a softball match in the car. We came across a driver who had obstructed the roadway with his vehicle. This individual tailed us persistently, leading me to suspect he was intoxicated. Upon arriving at a stop sign, I resolved to notify the authorities about him. The authorities pursued him, although I cannot confirm whether they apprehended him.",376,18.37838934752,0.0489
9,299,0.1281,I was driving to a church league softball game. A man blocked the road with his car. I thought the man might be drunk or sick. The man followed me closely in his car. I decided to involve the police for safety. The man reversed his car when he saw the police. I don't know if the police stopped him.,38.31,7,7,3,"I found myself en route to a church league baseball match. A gentleman obstructed the path with his vehicle. It crossed my mind that the individual could be inebriated or unwell. The individual tailed me tightly in his automobile. For the sake of security, I opted to get the authorities involved. Upon noticing the law enforcement, the man drove his car backwards. I'm uncertain whether the officers apprehended him.",417,23.913089754499985,0.0573
10,311,0.0926,"I was driving to a church league softball game with a friend. A man in another car blocked the lane while I was turning. The man followed us closely, and seemed to be driving erratically. I suspected the driver was drunk or having a medical issue. I alerted a sheriff about the driver, who then tried to escape.",28.79,5,5,3,"My friend and I were en route to a church league softball match in my car. Another driver obstructed the lane as I made the turn. This individual tailed us tightly and appeared to maneuver his vehicle unpredictably. It crossed my mind that the motorist might be intoxicated or experiencing a health emergency. Upon notifying a deputy about the erratic driver, he attempted to flee.",381,21.814422604429982,0.0573
11,322,0.1045,I was driving to a softball game. I saw a man blocking the road. I hurried to get ahead of him. The man started following me closely. I worried he might be drunk. I decided to stop and check on him. I saw a sheriff's car and signaled it. I informed the deputy about the man's driving. The man reversed and tried to escape.,33.66,9,9,1,"I found myself en route to a softball match. My eyes caught sight of a man obstructing the path. I made haste to surpass him. The individual began tailing me tightly. Concerns arose that he could be inebriated. I opted to halt and assess his condition. Noticing a patrol car, I gestured towards it. I briefed the officer on the man's erratic driving. The man then put his vehicle in reverse in an attempt to flee.",413,16.460676171339998,0.0399
12,348,0.1072,We were going to a church league softball game. I was preparing to turn when a guy started blocking the lane. The guy followed us closely and was driving erratically. I suspected the guy might be drunk or having a medical issue. I decided to alert a nearby sheriff's car about the situation. The guy tried to evade the police by driving in reverse.,37.32,6,6,2,"Our destination was a church league softball match. As I was about to make a turn, a man began obstructing the lane. This man tailed us tightly and maneuvered his vehicle unpredictably. It crossed my mind that the man could be intoxicated or experiencing a health emergency. I opted to inform a sheriff's patrol car in the vicinity of the incident. In an attempt to dodge the authorities, the man resorted to reversing his car.",427,31.337249663129985,0.0734
13,352,0.1393,We went to a church league softball game. I encountered a driver blocking my lane. The driver followed us closely up a hill. Lisa warned me the driver was on our tail. I thought the driver might be drunk or ill. We reached a stop sign with a sheriff nearby. I informed the deputy about the driver's behavior. The driver reversed when police approached.,49.02,8,8,2,Our group attended a local church softball match. I came across a motorist obstructing my path. The motorist tailed us tightly as we ascended a slope. Lisa cautioned me about the motorist trailing us closely. It crossed my mind that the motorist could be intoxicated or unwell. We arrived at a stop sign where a sheriff was present. I reported the motorist's erratic conduct to the officer. The motorist backed up when the police made their approach.,450,27.083478903199985,0.0602
14,356,0.1896,I was going to a church league softball game. I slowed down to turn onto Twenty-four. A man blocked the lane on Twenty-four. I managed to get ahead of him. The man followed me closely up the hill. I suspected the man was drunk. I decided to address the situation. I flagged down a sheriff's car at a stop sign. The man reversed away when police approached.,67.49,9,9,3,"I headed out to attend a softball match for the church league. I reduced my speed to make a turn onto Route Twenty-four. A gentleman was obstructing the path on Twenty-four. I succeeded in overtaking him. The gentleman tailed me closely as I ascended the hill. I had suspicions that the gentleman might be inebriated. I made up my mind to deal with the issue. At a stop sign, I signaled to a deputy's vehicle. The individual backed off when the officers moved in.",463,50.414812023680014,0.1089
