recall_id,recall_text,len_original,recall rate,rephrased_text,len_rephrased,rate
82,my laptop froze,15,-0.37,My computer crashed.,20,0.18430232926999918
80,Four people decided to attend a softball game This writer comes across a drunk man This lady could sense something was off about him Whilst she was driving She came across a sheriff car She informed them that the man was either very sick or very drunk The lady then recalled How much drink driving impacts drivers and victims,325,-0.01,A quartet opted to go to a softball match The author encounters an inebriated individual The woman had a feeling there was something amiss with him As she operated her vehicle She spotted a patrol vehicle She alerted the officers that the individual was either extremely ill or heavily intoxicated The woman then remembered The significant effects of drunk driving on both motorists and casualties,397,0.03424790052224179
34,A couple were at a baseball game and then left. They went to highway 44 and came across a strange driver who tailgated them. When they had a chance to hail a police car they did. The police then investigated.,208,0.01,"Two individuals attended a baseball match before departing. They proceeded to route 44 where they encountered an odd motorist who followed them closely. At an opportune moment they signaled to a patrol vehicle and succeeded. Subsequently, the officers conducted an investigation.",279,0.018754214181218636
96,"A person is on their way to the church softball game on 24th ave. On the way there, they notice a car blocking the highway, so they take a detour. Suddenly an erratic driver begins following them, tailgating very closely. This makes the driver nervous, so they pull over. Once pulled over the other driver does as well further back. A sheriff car is nearby, so the driver flags them down and tells them about the erratic driver, that they are possibly intoxicated or in need of medical assistance. Suddenly the erratic driver shifts it in reverse and takes off. The sheriff follows suit.",587,0.0,"An individual is en route to the church's softball match on 24th Avenue. During their journey, they spot a vehicle obstructing the road, prompting them to choose an alternate route. Out of nowhere, a reckless motorist starts to pursue them, following extremely close behind. This causes the individual to feel anxious, leading them to stop at the side of the road. After stopping, the other motorist also stops, keeping a distance. A patrol car is in the vicinity, prompting the individual to signal for their attention and inform them about the unpredictable driver, suggesting they might be under the influence or require medical help. All of a sudden, the unpredictable driver goes into reverse and speeds away. The deputy gives chase immediately.",750,-0.0046151428336533564
84,He was on his way to Homestead to play ball He went up Highway 24 Another car was merging on to the highway and slowed down He managed to get ahead of the car but the car stayed in the middle of the highway slowing down the traffic Then the slowed car sped up and he was on its tail His passenger was named Lisa and mentioned that the car was on his tail He continued on Highway 24 towards the field,399,0.01,"He was en route to Homestead for a game of ball Traveling along Highway 24 A different vehicle was entering the highway causing him to reduce speed He succeeded in overtaking the vehicle yet the vehicle remained in the center of the highway resulting in a slowdown of traffic Subsequently, the lagging car accelerated and he found himself right behind it His companion was called Lisa who pointed out that the vehicle was close behind them He pressed on along Highway 24 heading for the playing field",500,0.03475063327423995
26,they were going to a baseball game with Lisa a car stopped in the middle of the highway and almost rear-ended them then at first they thought maybe he was drunk because of how he was driving then he felt bad and thought he may be having a heart attack The guy was reversing into them now They called the police and told them he was either drunk or having a heart attack as first he was on their bumper then he was reversing into them The police arrive and the car in question now slows down and drives normal,508,0.01,"They planned to attend a baseball match with Lisa Suddenly, a vehicle halted abruptly on the freeway narrowly avoiding a collision with their car Initially, they speculated that the driver might be intoxicated judging by his erratic driving behavior Subsequently, he experienced remorse wondering if the driver could be suffering from a cardiac arrest Now, the man began backing up towards them They reached out to law enforcement informing them that the individual was possibly inebriated or experiencing a medical emergency since he was initially right up against their rear bumper and now he was moving in reverse towards them Law enforcement officials made their appearance and the vehicle in question started to decelerate proceeding to drive in a regular manner",767,0.0046603116938983
65,Uhh. Some guy is going to a baseball game or something. He's at an intersection. Another car is being weird. The other car is riding his bumper. He's got a woman named Lisa with him. He thinks the other guy is drunk or sick or something. He stops. [He] tells a cop about it. Then the guy pulls off. The cop starts chasing him.,326,0.02,"Hmm. A fellow seems to be heading to a baseball match or similar. He finds himself at a crossroads. There's another vehicle acting oddly. This other vehicle is tailgating him closely. Accompanying him is a lady named Lisa. He suspects the other driver might be intoxicated or unwell. He comes to a halt. He informs a police officer about the situation. Subsequently, the other driver departs. The police officer initiates a pursuit.",432,0.018028813463925892
25,I was driving to a baseball game with Lisa when a middle-aged man pulled up into the lane beside me. He was angry I did not let him into my lane so he blocked a lane and then proceeded to tailgate me for several miles. As we approached our destination I got to a stop sign and saw a police car. When I got out of my car to tell the police about his erratic driving the other driver backed up down the road. The police chased the other driver but I am not sure they ever caught up with him.,489,0.01,Lisa and I were en route to a baseball match as a man in his middle years maneuvered into the adjacent lane. He seemed quite irate because I hadn't allowed him to merge into my lane thus he obstructed one lane before choosing to follow closely behind my car for a number of miles. Nearing the place we intended to go I reached a stop sign and noticed a squad car. Exiting my vehicle to report his dangerous driving to the police the man reversed his car down the street. The officers pursued the erratic driver although I'm uncertain if they ever managed to apprehend him.,572,0.01978305013615383
73,Some guy was going somewhere. Homestead and he was driving and there was a guy in the median but he thought the guy was drunk but what if he wasn't drunk and had a heart attack and the guy didn't want to hear on the news that he thought drunk guy was actually heart attack guy so he went back to check and lots of other words...omg,331,0.03,"A man was traveling to a destination. He was behind the wheel, heading to his homestead. Noticing an individual in the central reservation, he assumed the person was intoxicated, yet he pondered the possibility of the individual being sober, possibly suffering from a cardiac arrest, and he dreaded hearing about it in the news, realizing the man he deemed inebriated might actually be a victim of a heart attack, compelling him to return to verify the situation, amid a flurry of other expressions...wow",504,-0.011916346007619077
17,"There was a person driving on the freeway and [they were] heading to a hill when they noticed a suspicious driver. He started by attempting to cut the driver off however they managed to get in before him. Once further ahead, the passenger noticed the driver tailing them closely. After a while, they notice a police car and gesture [to] them to come over. [To] the car they share the information that the driver is either unwell or drunk. The police make the decision to follow the mysterious driver while he slowly drives away.",528,0.02,"An individual was navigating the expressway en route to a rise in the landscape when a peculiar motorist caught their attention. The individual began by trying to overtake the odd driver yet they succeeded in entering the lane ahead of him. Moving on ahead, the companion observed the motorist following them at a close distance. Sometime later, they spotted a patrol vehicle and signaled for it to approach. They conveyed to the officers that the motorist seemed either ill or intoxicated. The officers decide to pursue the enigmatic motorist as he proceeds to drive off at a reduced speed.",591,0.022041285381032137
