recall_id,recall_text,recall_len,max_clause_id,mbits_original_narrative,mbits_rephrased_narrative
55780ee6fdf99b4cbc0aef95,My best friend pushed me into a lake on our annual camping trip to our favourite place. What happened was she dared me to push a frog but I was eating my sandwich so told her no. She gave me a little nudge and I fell in. I got out of the lake and she picked the frog and handed it to me. I laughed uncontrollably and said I would get revenge.,342,14,64.62,87.53
5683b9722c7f11000b3d08ba,It was a summers evening. It all started when there was a little frog near the lake. I'd just sat down to eat my sandwich when my friend suggested I get the frog out but I told her I wasn't interested. She then gave me a nudge and fell into the water.,251,7,32.53,54.9
56c5c6489b720300057af888,My friend pushed me in to a lake. This happened at our annual picnic. I was just sitting down and she saw a frog sitting on the edge of the lake. She asked me to help it. I said No. Then she pushed me into the lake. As I got out she showed me a frog sitting on the side and gave it to me.,288,10,40.18,62.7
579768e3dcff7d0001c7c462,I was by a lake in the woods with my friend. I was just about to have my lunch when she suggested we catch a frog in the lake. I said no because I was just starting lunch. However not taking no for an answer she pushed me in. When I managed to get out she handed me a frog she had scooped up from the lake shore. We both laughed thinking it was funny. I told her I would get revenge saying something like 'you will get yours!'.,427,14,51.04,72.23
586c4a8be9cb31000195ea04,"A person and their best friend went to a lake in the woods one peaceful summer day. It was lunchtime. The friend spotted a frog. The friend told the story teller to catch it. The story teller said no. They wanted to eat their lunch. So the friend, unwilling to accept the answer No, snuck up behind them. The friend pushed them into the lake. How they laughed! Then when the story teller got out of the lake the frog was sitting on the bank. Oh happy days!",456,11,52.71,59.54
59a66a62cf8b8d0001771fcd,a lady was eating a sandwich by the edge of some water when her friend pushed her in.,85,3,20.61,35.5
59ad3ee82d73c00001e5cb12,I went out with my best friend to the lake on summer's afternoon. We were sitting by the lake at our favourite spot eating our sandwiches when my friend said I couldn't catch the frog sitting nearby. Not being able to resist a challenge I stood up to catch the frog when my friend gave me a nudge and I fell into the water. I laughed uncontrollably. My friend caught the frog. I said I would get my revenge.,407,10,31.7,53.13
59e721e0ac0af70001b36a13,Was with my friends on a summer trip and fell in to the lake is was peaceful was asked to catch a frog and I was eating a sandwich i said no she gave me a nudge and i fell in she saw a frog on the on the lakeside and scooped it up i said i would get revenge,257,11,55.18,70.2
59ef45d37f3d71000171e3a7,"My friend pushed me in the lake. We were at summer camp enjoying a peaceful afternoon. She saw a frog on the bank. I was just about to eat my sandwich when she nudged me and I fell in. As I emerged from the lake, the frog was sitting on the bank. My friend picked it up and handed it to me and we started laughing uncontrollably. Friends don't always do what they are supposed to and I told her ""just you wait"" as I will get revenge.",433,14,78.35,95.76
5a84125d17ef350001708120,"She was on a camping trip with her mate that they do this every year and she was pushed in by her mate, as she spotted a frog. The other friend was eating so she didn't want get the frog so her mate pushed her in, the friend will get revenge , just gotta wait and see!",268,9,40.08,44.86
5ad2254db438910001ac9c31,"It was on a camping trip, when my friend pushed me in the lake. She crept up behind me and gave me a nudge. As I got out of the water there was a frog. I told my friend that I would get her back for this.",204,8,32.55,51.37
5ad596f5e704600001542da4,"I was at the lake with my best friend and I fell in. This had all started because of a frog. We were at our favourite part of the lake and my friend had told me to catch a frog. I told her I was not interested. Friends don't take no for an answer so she gave me a little nudge and pushed me in. When I got out of the lake she handed me a frog and I started to laugh uncontrollably. I said I would get revenge on her, ""just you wait"".",433,14,82.82,89.94
5aea85695822e100014aba09,"I was visiting a lake with my friend. It was our annual summer camping trip. We were sat down on the shore of the lake. Our favourite spot to hang out and relax. When she saw a frog at the lake's edge. ""Go catch it"" she said. ""Not a chance"" I replied. As I stood up to move away she gave me a nudge into the water. As I emerged I let out an uncontrollable laugh. She grabbed the frog and handed it to me. ""I'll get my revenge"" I said.",434,11,59.24,80.79
5b0d39f4641b1200010ef716,"I was on my annual summer camping trip with my best friend. I was sat eating my sandwich when she dared me to catch a frog. I said I wasn't interested so she came behind me and gave me a nudge into the water and I fell in. When I emerged from the walk there was a frog on the shore, my friend just handed it to me and laughed. I laughed as well but planned my revenge and told her to ""just wait, you'll get yours soon enough""",425,13,91.52,98.17
5b70ae85bd1fa100017ab163,"My friend pushed me into the lake during a peaceful afternoon of our annual summer break. We were in a clearing in the woods by the lake shore and I'd been about to eat my sandwich and she saw a frog at the side of the lake and wanted me to get it and when I moved towards the lake she pushed me in. I couldn't help but laugh uncontrollably and swore to get revenge on her ""Just wait, you'll get yours!""",403,14,80.54,79.99
5b95f22749835d0001dc0608,"My friend pushed me into the water on our annual trip to the water. I was about to eat my sandwich when my friend spotted a frog. She wanted me to pick it up but I said no. She didn’t take no for an answer and nudged me into the water. When I came out from the water I saw a frog on the water’s edge and we laughed uncontrollably. I then told her just to wait, I’d get my revenge.",380,13,69.02,89.43
5c14b996ce422b0001d71ac8,My best friend pushed me into the lake. It was during our annual summer holiday. It was peaceful. It started with her daring me to get a frog. I said no. So she snuck up behind me. She pushed me in. I was in shock. When I got out. I saw a frog on the shore. She scooped it up. She handed it to me. I said ‘I will get my revenge’.,329,13,63.7,99.59
5c14dd3f5e545c0001e3f119,"His best friend pushed me into the lake. This happened during their annual summer camping trip. They were enjoying their time by the lake. The friend wanted to catch frogs. He was eating a sandwich. She pushed him into the water. When he came out, there was a frog on the shore. She scooped up the frog. She handed the frog to him. There was a lot of laughter. He threatened revenge for getting pushed into the water.",417,11,80.47,93.4
5c52016a3146f80001d47b26,"His friend pushed him into the lake. They were on the annual camping trip. They were at their favorite spot on the shore and his friend told him to get a frog. He said no because he had just sat down to eat his sandwich. She didn't take no for an answer and pushed him in. When he emerged, she had scooped up the frog. He laughed uncontrollably. He said he would get revenge.",375,12,86.38,107.15
5caf23c113dcf90016ad24ad,"My friend pushed me into a lake. It all started on our annual summer camping trip. She saw a frog on the shore and dared me to catch it. If I had just continued eating my sandwich this wouldn't have happened. I said no, but sometimes friends don't always listen. She snuck up behind me and pushed me into the water. When I got out there was a frog on the bank and she scooped it up and handed it to me. I couldn't help but laugh.",429,15,101.19,127.63
5cc92c45a7f12900180c5d53,"I was with my best friend on the shore and she pushed me in the lake. It was a summers evening and there was a frog, my friend got the frog and then put it onto my hand I laughed uncontrollably and said you will get your karma.",227,8,45.9,57.67
5cc9bc7031164b00011997fa,"My best friend pushed me in to a lake. It was on our annual camping trip. She saw a frog by the shore but I didn't want to look at it because I wanted to eat my sandwich. When I was crouched down she came up behind me and gave me a nudge. I went in the water. When I emerged there was a frog on the shoreline. She scooped it up and handed it to me. I started to laugh uncontrollable and said ""Just you wait"" and ""you'll get yours"" about revenge.",445,16,98.12,111.21
