recall_id,#clauses,n,segment_ids,text
59e721e0ac0af70001b36a13,11,13,"[1, 2, 3, 5, 7, 8, 9, 11, 12, 13, 14, 17, 18]",Was with my friends on a summer trip and fell in to the lake is was peaceful was asked to catch a frog and I was eating a sandwich i said no she gave me a nudge and i fell in she saw a frog on the on the lakeside and scooped it up i said i would get revenge
5c14dd3f5e545c0001e3f119,11,13,"[1, 2, 3, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18]","His best friend pushed me into the lake. This happened during their annual summer camping trip. They were enjoying their time by the lake. The friend wanted to catch frogs. He was eating a sandwich. She pushed him into the water. When he came out, there was a frog on the shore. She scooped up the frog. She handed the frog to him. There was a lot of laughter. He threatened revenge for getting pushed into the water."
5caf23c113dcf90016ad24ad,15,13,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","My friend pushed me into a lake. It all started on our annual summer camping trip. She saw a frog on the shore and dared me to catch it. If I had just continued eating my sandwich this wouldn't have happened. I said no, but sometimes friends don't always listen. She snuck up behind me and pushed me into the water. When I got out there was a frog on the bank and she scooped it up and handed it to me. I couldn't help but laugh."
5e573763bb69b30f9aa4fb5e,15,13,"[1, 2, 5, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18]","Two friends went camping and one fell into the lake, it was their annual summer trip. One friend saw a frog and she did not want to catch it because had just sat down to eat a sandwich. The friend decided to give the friend a little nudge from behind causing her to fall into the lake. When she emerged from the lake the frog always sitting on the shore. The friend picked the frog up and handed it to her and she could do nothing but laugh uncontrollably. The friend said just you wait I will have my revenge."
5e7d21d4373d5e3a2a98d1fd,12,13,"[1, 2, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 18]","My friend pushed me into a lake on our camping trip. I had just began to eat my sandwich in the woods when she spotted a frog. She nudged me into the lake and as I got out she handed me the frog and we laughed. I said ""just you wait I will get revenge"""
5f63dc32e5a9ed155d89bdeb,13,13,"[1, 2, 3, 5, 6, 7, 8, 9, 11, 12, 13, 14, 16]","Someone was pushed into the lake by their best friend, during their annual summer trip. The friend had seen a frog by the lake and wanted to catch it, but the narrator said no, they were also eating sandwiches by their favorite spot. The friend snuck up behind the narrator and pushed them, when the narrator got out of the lake the frog was by the shore and their friend scooped it up. Then the narrator laughed at how funny it was."
60a520c051c98eb480c2811f,8,13,"[1, 2, 3, 6, 7, 11, 12, 13, 14, 15, 16, 17, 18]","The story is about two friends. The first friend who wanted the other friend to touch a frog during their annual summer camp or was it at their favorite spot in the woods? The first friend gave the second friend a push and when the second friend emerged from the water, they were handed the frog. The friend who emerged from the water laughed uncontrollably and threatened that next time they were going to get their revenge."
60ba2bab477f5f776919e5ab,13,13,"[1, 2, 5, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18]","My friend pushed into a lake, were at a summer camp and there was a frog at the edge of the lake, she asked me if I want to go see the frog I refused but, she pushed me in to the lake when I emerged I could help but laugh uncontrollably , I saw her with the frog in her hand and she asked me if I wanted to hold it, I said 'No'. the first thing on my mind was revenge. I told her I'll get her back."
61059bef747539f1334fbe6b,14,13,"[1, 2, 3, 5, 7, 9, 10, 11, 12, 13, 14, 16, 18]","My best friend pushed me into the lake. This happened on our annual camping trip. We were having a peaceful afternoon. She noticed a frog at the edge of the lake. She dared me to catch it. I said no thanks. But friends, you know, don't take no for an answer. When I tried to catch it, she came up behind me. She pushed me in. I couldn't help but laugh. When I tried to get out of the water, I saw the frog at the water's edge. She picked it up. I warned her that I would get my own back. At some point when she least expected it."
61a74f67a9217c6f76a4d0f2,12,13,"[2, 3, 5, 7, 9, 10, 11, 12, 13, 14, 16, 17, 18]","By the lake during a peaceful afternoon. The writer's friend saw a frog and told them to go get it from the lake but they said no. Their friend not taking no for an answer as ""friends do"", snuck up behind them and nudged them into the water. Then the friend scooped up the frog from and then started laughing uncontrollably. Then the writer told their friend that they'll get them back."
