recall_id,#clauses,n,segment_ids,text
5683b9722c7f11000b3d08ba,7,8,"[1, 2, 5, 7, 8, 9, 11, 12]",It was a summers evening. It all started when there was a little frog near the lake. I'd just sat down to eat my sandwich when my friend suggested I get the frog out but I told her I wasn't interested. She then gave me a nudge and fell into the water.
5a84125d17ef350001708120,9,8,"[2, 5, 8, 9, 11, 12, 17, 18]","She was on a camping trip with her mate that they do this every year and she was pushed in by her mate, as she spotted a frog. The other friend was eating so she didn't want get the frog so her mate pushed her in, the friend will get revenge , just gotta wait and see!"
5d10a559017b2a000179ecb6,9,8,"[1, 2, 5, 11, 12, 13, 17, 18]","The two girls were at a camping trip which was part of their annual holiday. They were looking at a frog near to the water`s edge. One girl pushed the other girl in the water and when she emerged, she saw the frog there. She promised the other girl revenge for pushing her in the water."
5e852dd84fc423121601a0f8,6,8,"[1, 2, 5, 6, 7, 8, 11, 12]",my best friend pushed me at the lake while at summer trip camping. we were at our favorite spot and as i sat down eating my sandwich. she said i should catch a frog thats all i can recall
613b0345b71875844ee7fbe3,5,8,"[1, 2, 5, 7, 11, 12, 13, 14]",2 friends went away on a camping trip 1 fell in the water this was due to her seeing a frog
617221eb8868cd4fc83eb616,5,8,"[1, 11, 12, 13, 14, 15, 17, 18]",My best friend pushed me into the lake. The frog jumped out. She catches it. She put it into my hands. Soon I will get my revenge.
63d27e2391b927710684988a,8,8,"[1, 2, 4, 5, 6, 7, 8, 10]","my best friend pushed me into the lake. This was on our annual summer picnic. It started as it was to do with a frog. We were at the waters edge - this is at our favourite spot in the woods - and my friend asked me to come and take a look. I said no as I was reading my cook. Course, friends, they don't always take no for an answer do they."
60a256fa83da9572702726f0,6,9,"[2, 5, 7, 8, 9, 11, 12, 16, 18]",Two friends went on a annual camping trip. One friend asked the other to catch a frog that was on the bank of the river. He declined because he sat down to have a sandwich. That's when the friend snuck up behind and pushed him in the water. They laughed. And he said she will get her turn.
60a91a7fbccaa6f7ea138a1c,4,9,"[2, 5, 7, 13, 14, 15, 16, 17, 18]",Friends were on their annual trip when one of the friends decided to surprise one with the frog. The other friend was not happy with the incident and decided she would revenge on her.
60fedccd65da849fc08a6498,8,9,"[1, 2, 3, 11, 12, 13, 14, 15, 18]","A girl was pushed into the water on a summers afternoon she nudged her into the water and when she got out she found a frog and gave it to her, she said she would get hers soon."
