recall_id,#clauses,n,segment_ids,text
5c14b996ce422b0001d71ac8,13,12,"[1, 2, 3, 7, 9, 11, 12, 13, 14, 15, 17, 18]",My best friend pushed me into the lake. It was during our annual summer holiday. It was peaceful. It started with her daring me to get a frog. I said no. So she snuck up behind me. She pushed me in. I was in shock. When I got out. I saw a frog on the shore. She scooped it up. She handed it to me. I said ‘I will get my revenge’.
5e47ad846c3d4425c60ccbe5,10,12,"[2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","Two friends were on their annual summer camping trip. One friend decided to dare their other friend to go in the water as there was a frog on the waters edge, the other friend decided against the idea so whilst their friend wasn't paying attention, they crept up and pushed their friend into the water. When she emerged, she was handed the frog that had been on the waters edge to which erupted tumultuous laughter."
5fa1db108aaea037919570d4,9,12,"[1, 2, 5, 6, 7, 9, 11, 12, 13, 14, 15, 18]",My friend pushed me into a lake at our favourite spot when I said I wouldn’t catch a frog. Then she saw a frog and handed it to me when I emerged from the lake and I said just you wait you’ll get yours
5fae30cda7efa227b8d84b72,9,12,"[2, 5, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18]",My friend and I were at our annual summer lake when she decided to push me in the lake while I was about to eat my sandwich to catch a frog and when I emerged she had already scooped it and handed to me. I laughed uncontrollably and I told her I would get her for that.
5fc48f75214f5d8dbc69f27e,6,12,"[2, 3, 5, 7, 10, 11, 12, 14, 15, 16, 17, 18]",We were camping at a lake. My friend spotted a frog and was dared to catch it. They caught it. They did something to me. They'll get theirs soon enough.
586c4a8be9cb31000195ea04,11,13,"[1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16]","A person and their best friend went to a lake in the woods one peaceful summer day. It was lunchtime. The friend spotted a frog. The friend told the story teller to catch it. The story teller said no. They wanted to eat their lunch. So the friend, unwilling to accept the answer No, snuck up behind them. The friend pushed them into the lake. How they laughed! Then when the story teller got out of the lake the frog was sitting on the bank. Oh happy days!"
59ad3ee82d73c00001e5cb12,10,13,"[1, 2, 3, 4, 6, 7, 8, 11, 12, 14, 16, 17, 18]",I went out with my best friend to the lake on summer's afternoon. We were sitting by the lake at our favourite spot eating our sandwiches when my friend said I couldn't catch the frog sitting nearby. Not being able to resist a challenge I stood up to catch the frog when my friend gave me a nudge and I fell into the water. I laughed uncontrollably. My friend caught the frog. I said I would get my revenge.
5b95f22749835d0001dc0608,13,13,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18]","My friend pushed me into the water on our annual trip to the water. I was about to eat my sandwich when my friend spotted a frog. She wanted me to pick it up but I said no. She didn’t take no for an answer and nudged me into the water. When I came out from the water I saw a frog on the water’s edge and we laughed uncontrollably. I then told her just to wait, I’d get my revenge."
63de9eece971e379ea3abbf1,8,13,"[1, 2, 4, 5, 6, 8, 11, 12, 13, 14, 15, 17, 18]","the participant was eating a sandwich by the lake. it was summer and her best friend pushed her in. There was something about a frog and being scared of it, stand at the edge. then she got revenge by pushing her friend into the lake too."
6447b97fcf178dac7047d45f,13,13,"[1, 2, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18]","Today my friend pushed me into a lake. We were on our annual summer camping trip. She asked me to catch a frog, but I was eating my sandwich. She wouldn't take no for an answer, and pushed me into the lake. As I came out of the water a frog landed next the lake; my friend picked it up and gave it to me. I couldn't help but laugh uncontrollably. Of course, the first thing I could think of was revenge. ""Just you wait"" I said,. ""You'll get your's soon enough!"""
