recall_id,#clauses,n,segment_ids,text
5ccb7255d6dd220015fd965c,9,10,"[1, 2, 8, 11, 12, 13, 14, 15, 17, 18]",My friend pushed me into a lake. It was on our summer camping trip. I was sat by the water and she came up behind me and gave me a nudge. When I emerged there was a frog on the beach and she handed it to me. I said I would get my revenge soon.
60be23c5a5d59757b99d0014,9,10,"[1, 2, 5, 7, 9, 11, 12, 16, 17, 18]","We were at the lake on a summer camp, There was a front on the edge lake and my friend dared me to catch it, I said no so he sneaked up behind me and gave me a snug I fell into the lake and I couldn't stop laughing uncontrollably and swore that I would get her back soon enough."
56c5c6489b720300057af888,10,11,"[1, 2, 5, 7, 8, 9, 11, 12, 13, 14, 15]",My friend pushed me in to a lake. This happened at our annual picnic. I was just sitting down and she saw a frog sitting on the edge of the lake. She asked me to help it. I said No. Then she pushed me into the lake. As I got out she showed me a frog sitting on the side and gave it to me.
5cc92c45a7f12900180c5d53,8,11,"[1, 2, 3, 11, 12, 13, 14, 15, 16, 17, 18]","I was with my best friend on the shore and she pushed me in the lake. It was a summers evening and there was a frog, my friend got the frog and then put it onto my hand I laughed uncontrollably and said you will get your karma."
5d39c859babfbf00185c09ac,12,11,"[1, 2, 5, 11, 12, 13, 14, 15, 16, 17, 18]",My friend pushed me in the lake on our annual holiday. There was a frog. She sneaked up on me and pushed me in. I told her I would get my revenge. When I came out of the lake a frog was on the bank. She scooped it up and put it in my hand. We both laughed uncontrollably.
5f2ad10f2a2fc93c43768f1a,8,11,"[1, 2, 7, 9, 11, 12, 13, 14, 15, 17, 18]","My friend pushed me into the lake on our annual visit to lake, there was a frog, she wanted me to see it, I wasn't interested she pushed me in, then tried to hand me frog. I said I would get revenge."
6034e8e3628ecdf282096ccf,10,11,"[1, 2, 5, 7, 8, 10, 11, 12, 13, 17, 18]","I went on a camping trip and my friend pushed me in the water this summer. I was sitting eating my sandwich and she nudged me to kiss a frog and I fell into the water, as I came up I remember wanting revenge as friends never really take no for an answer I yelled you will get yours soon enough."
60bc8694c10f8519a26ec749,9,11,"[1, 7, 8, 9, 11, 12, 13, 14, 15, 17, 18]","The girl's bestfriend pushed her in the lake. When the girl sat down to eat her sandwich, the friend asked her to pick up the frog that was on the edge. After refusing to do so, the bestfriend gave her a little nudge and she fell in. When the girl came up the friend handed her the frog and the girl said that she will get her revenge on the friend."
60fea505c8796961a71b67d9,11,11,"[1, 2, 3, 5, 7, 11, 12, 13, 16, 17, 18]",It was a peaceful summers afternoon on our annual camping trip. My friend dared me to catch a frog. She nudged me and I fell into the water. The frog was at the waters edge. It made me laugh. I felt like getting revenge and said to my friend 'you'll get yours'
64847582d222606dc6560f62,12,11,"[1, 2, 7, 11, 12, 13, 14, 15, 16, 17, 18]",There were 2 friends on a camping trip. One dared her to try and catch the frog. The one friend tried to catch the frog and her friend pushed her into the water. When she got out of the water there stood a frog and her friend scooped it up and handed it to her. After she got pushed into the water the two friends starting laughing uncontrollably. The other friend said you just wait until I get revenge on you.
