recall_id,#clauses,n,segment_ids,text
5d27b8fee5af0b00157f41a6,2,4,"[13, 5, 14, 6]","My best friend found a frog on the lake, it was her favorite camping spot."
59a66a62cf8b8d0001771fcd,3,5,"[1, 6, 8, 11, 12]",a lady was eating a sandwich by the edge of some water when her friend pushed her in.
5e9fd839311b8018f88c99eb,5,6,"[1, 5, 7, 10, 11, 12]",my friend pushed me into the lake because she thought she spotted a frog. so she challenged to jump into the lake to catch the frog!
5fb2808bf1937b872c6ad534,4,6,"[1, 3, 7, 9, 11, 12]",Two friends were sitting by the lakeside and one dared the other to catch a frog. The other friend refused to touch the frog that's when he was pushed into the lake.
5fb3a3c38a7d5903b43c1949,4,6,"[2, 5, 7, 8, 13, 14]",Went to a summer camp with my best friend and she dared me to scoop a frog out of the water whilst I was eating my sandwiches
60670075662d19e13a79d7e9,3,6,"[2, 5, 7, 13, 14, 16]","Friends in a camp, something with a frog, laugh uncontrollably."
5ad2254db438910001ac9c31,8,7,"[1, 2, 11, 12, 13, 17, 18]","It was on a camping trip, when my friend pushed me in the lake. She crept up behind me and gave me a nudge. As I got out of the water there was a frog. I told my friend that I would get her back for this."
5ea313378e994c25658eae92,8,7,"[1, 2, 5, 7, 11, 12, 13]",My friend pushed me into a lake. This was during our summer picnic. She said she saw a frog in the water and asked me to jump in. She gave me a nudge and I fell in. When I got out there was a frog at the side of the lake.
647ab0ae3a04a26f3243da7e,8,7,"[1, 2, 7, 9, 10, 12, 18]","My best friends pushed me into the lake. It started during summer camp. She dared me to catch a frog, but I wasn't interested. But friends, y'know, don't take no for an answer. Then she gave me a little nudge. ""Just you wait, your turn next"", she said."
60a7ac27f10784b94cec23df,7,8,"[1, 5, 7, 11, 12, 13, 17, 18]",A story of how her best friend pushed her into the rivers. They saw a frog and she dared her to catch it but then nudged her into the river and she fell in and there was the frog in front of her. She said that she will definitely get her revenge.
