recall_id,#clauses,n,segment_ids,text
5f4e826dade9a507a7c6c2d3,9,10,"[1, 4, 6, 7, 8, 9, 11, 12, 17, 18]","My friend pushed me into the lake at our favourite spot in the woods. The reason was a frog that she saw, she wanted me to catch it. I disagreed, because I just started eating sandwich at this moment. She came behind me and pushed me into the water. I told her that I'm going to revange."
5fa507fa0776431b370bc0c7,11,10,"[1, 2, 5, 7, 8, 9, 11, 12, 16, 18]","My friend pushed into the lake. It was during our summer camping. She dared me to jump in the lake because there was a frog that I needed to catch. As I was sitting and enjoying my sandwich, I told her I was not interested. So she sneaked behind me and before I knew it, she had pushed me into the water. I naturally laughed and told her she would get what's coming her way."
602b7ef25103a629e2004d70,6,10,"[1, 2, 5, 7, 8, 11, 12, 13, 14, 18]",my best friend pushed me into a lake. it happened over our summer vacation. near the lake my friend spotted a frog. she was eating a sandwich. I wanted one too. and she told me i would get mine soon enough.
60bff932463d5ad0d1ca15cc,11,10,"[1, 3, 5, 7, 8, 9, 10, 11, 12, 13]","My friend pushed me in the water. We were sitting by the river, she wanted me to catch a frog. I was not interested, I was having my sandwich while we were sitting by the river bank. You know friends, they don't take no for an answer. When I was not looking, I felt a nudge of her pushing me into the water, when I got out, I saw a frog on the shore."
614a43667262f5c9b6f3d394,11,10,"[1, 2, 5, 9, 11, 12, 13, 14, 15, 16]",my friend pushed me into the lake it was our annual camping trip she saw a frog at the edge of the lake i said i wasnt interested so she snuck up behind me and shoved me as i emerged from the lake i saw a frog on the edge and she scooped it up and handed it to me ii couldnt help but laugh.
614fcba0d71b7a527a512011,6,10,"[1, 7, 9, 11, 12, 13, 14, 16, 17, 18]",A friend pushed me into the lake because I wouldn’t catch a frog. I laughed and when I came out of the lake there was a frog on the shore. I vowed to get revenge on my friend.
6306776595b8bee0efa958a0,10,10,"[1, 2, 8, 11, 12, 13, 14, 15, 17, 18]","Her friend pushed her in the water on their annual camping trip on the summer, she’d sat down at the side of the water to eat her sandwiches her friend nudged her in, when she got out her friend passed her a frog and the girl said she’d get her revenge."
63b84157bb3eb77c442413e8,11,10,"[1, 3, 6, 7, 11, 12, 13, 14, 15, 16]",A friend and myself were out in the woods for the day and she challenged me to catch a frog. After a bit of laughing she pushed me into the lake to which we had cycled to in the woods. As I dragged myself out she spotted the frog and grabbed him to hand to me. This resulted in much laughter as the absurdity of the situation hit us. It was a good day spent with a good friend.
63b88f0a0092804c1fabe3f9,11,10,"[1, 2, 7, 8, 9, 11, 12, 13, 14, 15]","My friend pushed me into the lake. This happened during our summer camping trip because my friend dared me to catch a frog. I had just sat down to eat my sandwich and I told her I wasn't interested. She then snuck up behind me and gave me a little nudge into the lake. When I emerged from the water, there was a frog on the shore. She just scooped it up and handed it to me."
6447a1d0a79b93156810e05f,7,10,"[1, 3, 5, 7, 10, 11, 12, 16, 17, 18]","i was enjoying a peaceful afternoon with my friend. she noticed a frog and gave me a gentle nudge, i fell into the water and after i laughed uncontrollably. friend being friends you know... i said i will get you back."
