recall_id,summary_name,mbits,recall_length,summary_length
67727a80c7d8eee59166d596,summary_gpt4o_43_1,15.52239545936277,1151,2308
673a1dcffde7de9c08f6d2e6,summary_gpt4o_25_1,0.8273010660271893,181,1170
5a9fa90f873cda00010d29d8,summary_gpt4o_58_1,-4.285699258866089,1299,2431
6631974094690f6997799b7c,summary_gpt4o_10_1,13.76410278723,1130,562
5a9fa90f873cda00010d29d8,summary_gpt4o_59_1,-3.4258025780998196,1299,2094
6631974094690f6997799b7c,summary_gpt4o_110_1,15.53300042034016,1130,3495
67727a80c7d8eee59166d596,summary_gpt4o_44_1,1.296750360865076,1151,1696
673a1dcffde7de9c08f6d2e6,summary_gpt4o_26_1,13.70952762943,181,1288
67727a80c7d8eee59166d596,summary_gpt4o_45_1,-12.31545147755105,1151,1886
6631974094690f6997799b7c,summary_gpt4o_11_1,36.96210005168996,1130,645
5a9fa90f873cda00010d29d8,summary_gpt4o_5_1,5.332192726999978,1299,347
673a1dcffde7de9c08f6d2e6,summary_gpt4o_27_1,0.2335182657780024,181,1517
66d31a1b0515fe747830bab9,summary_gpt4o_41_1,-4.086528332558146,182,2233
66d31a1b0515fe747830bab9,summary_gpt4o_42_1,7.947351047429947,182,1795
67727a80c7d8eee59166d596,summary_gpt4o_46_1,11.682138718694546,1151,1962
607dd554d9ec5e0fd85237cb,summary_gpt4o_184_1,-4.88838410916469,608,3004
673a1dcffde7de9c08f6d2e6,summary_gpt4o_28_1,3.246793071779962,181,1243
5a9fa90f873cda00010d29d8,summary_gpt4o_60_1,-10.275825532747604,1299,2457
6631974094690f6997799b7c,summary_gpt4o_120_1,20.539165299981732,1130,3707
5f3287b83428cb05746e2214,summary_gpt4o_182_1,-15.216991378659259,856,6567
5f3287b83428cb05746e2214,summary_gpt4o_183_1,25.119112495570334,856,3384
583c25b675d7c80001b73e9a,summary_gpt4o_74_1,75.89161361950687,2075,3473
67727a80c7d8eee59166d596,summary_gpt4o_47_1,16.82676896991495,1151,2011
5a9fa90f873cda00010d29d8,summary_gpt4o_61_1,-1.815585208434186,1299,2542
6631974094690f6997799b7c,summary_gpt4o_12_1,36.40460526992001,1130,606
673a1dcffde7de9c08f6d2e6,summary_gpt4o_29_1,1.3096297383899582,181,1192
66d31a1b0515fe747830bab9,summary_gpt4o_40_1,-3.019524659780018,182,1951
5f3287b83428cb05746e2214,summary_gpt4o_184_1,33.35552096426318,856,3004
5f3287b83428cb05746e2214,summary_gpt4o_181_1,21.838839128110067,856,2652
583c25b675d7c80001b73e9a,summary_gpt4o_75_1,106.129185855674,2075,3110
67727a80c7d8eee59166d596,summary_gpt4o_48_1,-0.0359602706330406,1151,2356
583c25b675d7c80001b73e9a,summary_gpt4o_73_1,32.72675030086998,2075,2434
6631974094690f6997799b7c,summary_gpt4o_130_1,-22.46309492832006,1130,5111
607dd554d9ec5e0fd85237cb,summary_gpt4o_182_1,-28.274116007203702,608,6567
5a9fa90f873cda00010d29d8,summary_gpt4o_62_1,4.049763845511961,1299,1947
673a1dcffde7de9c08f6d2e6,summary_gpt4o_30_1,-0.0677185719760018,181,1313
607dd554d9ec5e0fd85237cb,summary_gpt4o_183_1,-6.66803997099214,608,3384
67727a80c7d8eee59166d596,summary_gpt4o_49_1,13.929905333699937,1151,2063
5a9fa90f873cda00010d29d8,summary_gpt4o_63_1,-10.21046542844897,1299,2403
6631974094690f6997799b7c,summary_gpt4o_13_1,22.76667100057,1130,833
673a1dcffde7de9c08f6d2e6,summary_gpt4o_31_1,5.83680616438005,181,1221
66d31a1b0515fe747830bab9,summary_gpt4o_43_1,-9.212779327270937,182,2308
607dd554d9ec5e0fd85237cb,summary_gpt4o_185_1,-25.763094899966745,608,5430
607dd554d9ec5e0fd85237cb,summary_gpt4o_186_1,-43.29781658693173,608,8438
583c25b675d7c80001b73e9a,summary_gpt4o_78_1,12.369221949300254,2075,4135
67727a80c7d8eee59166d596,summary_gpt4o_4_1,16.762383602780005,1151,330
5a9fa90f873cda00010d29d8,summary_gpt4o_64_1,3.5600308631667303,1299,2483
6631974094690f6997799b7c,summary_gpt4o_140_1,45.13815370639986,1130,2344
673a1dcffde7de9c08f6d2e6,summary_gpt4o_32_1,13.83020547898991,181,1291
583c25b675d7c80001b73e9a,summary_gpt4o_77_1,75.77228883120983,2075,2412
66d31a1b0515fe747830bab9,summary_gpt4o_44_1,-11.339886341486135,182,1696
583c25b675d7c80001b73e9a,summary_gpt4o_76_1,55.77261216446118,2075,2882
5f3287b83428cb05746e2214,summary_gpt4o_185_1,4.453031995130004,856,5430
67727a80c7d8eee59166d596,summary_gpt4o_50_1,1.770969482550072,1151,2236
5a9fa90f873cda00010d29d8,summary_gpt4o_65_1,5.283826222250127,1299,2026
6631974094690f6997799b7c,summary_gpt4o_14_1,39.06810739264995,1130,674
673a1dcffde7de9c08f6d2e6,summary_gpt4o_33_1,6.257728350689831,181,1299
5f3287b83428cb05746e2214,summary_gpt4o_187_1,-0.9771195369639827,856,7899
607dd554d9ec5e0fd85237cb,summary_gpt4o_189_1,-1.7066112803349824,608,3213
66d31a1b0515fe747830bab9,summary_gpt4o_45_1,-13.133614136341066,182,1886
5f3287b83428cb05746e2214,summary_gpt4o_189_1,20.945709339425093,856,3213
66d31a1b0515fe747830bab9,summary_gpt4o_46_1,-6.615358900969795,182,1962
67727a80c7d8eee59166d596,summary_gpt4o_51_1,8.93221693169312,1151,2140
5a9fa90f873cda00010d29d8,summary_gpt4o_66_1,-0.5014967520428399,1299,1977
6631974094690f6997799b7c,summary_gpt4o_150_1,47.48153977520792,1130,1862
673a1dcffde7de9c08f6d2e6,summary_gpt4o_34_1,-7.526548289183097,181,1458
607dd554d9ec5e0fd85237cb,summary_gpt4o_187_1,-59.541238619306114,608,7899
583c25b675d7c80001b73e9a,summary_gpt4o_79_1,95.39429073208385,2075,3494
607dd554d9ec5e0fd85237cb,summary_gpt4o_18_1,18.379699990699976,608,768
67727a80c7d8eee59166d596,summary_gpt4o_52_1,11.397163510294376,1151,2113
5a9fa90f873cda00010d29d8,summary_gpt4o_67_1,-25.273487724716233,1299,2589
6631974094690f6997799b7c,summary_gpt4o_15_1,26.47073394885797,1130,828
673a1dcffde7de9c08f6d2e6,summary_gpt4o_35_1,14.689636465229,181,1337
