original_summary_name,summary_gpt4o_100_1,summary_gpt4o_10_1,summary_gpt4o_110_1,summary_gpt4o_11_1,summary_gpt4o_120_1,summary_gpt4o_12_1,summary_gpt4o_130_1,summary_gpt4o_13_1,summary_gpt4o_140_1,summary_gpt4o_14_1,summary_gpt4o_150_1,summary_gpt4o_15_1,summary_gpt4o_160_1,summary_gpt4o_16_1,summary_gpt4o_170_1,summary_gpt4o_17_1,summary_gpt4o_180_1,summary_gpt4o_181_1,summary_gpt4o_182_1,summary_gpt4o_183_1,summary_gpt4o_184_1,summary_gpt4o_185_1,summary_gpt4o_186_1,summary_gpt4o_187_1,summary_gpt4o_189_1,summary_gpt4o_18_1,summary_gpt4o_190_1,summary_gpt4o_191_1,summary_gpt4o_192_1,summary_gpt4o_193_1,summary_gpt4o_194_1,summary_gpt4o_19_1,summary_gpt4o_20_1,summary_gpt4o_21_1,summary_gpt4o_22_1,summary_gpt4o_23_1,summary_gpt4o_24_1,summary_gpt4o_25_1,summary_gpt4o_26_1,summary_gpt4o_27_1,summary_gpt4o_28_1,summary_gpt4o_29_1,summary_gpt4o_30_1,summary_gpt4o_31_1,summary_gpt4o_32_1,summary_gpt4o_33_1,summary_gpt4o_34_1,summary_gpt4o_35_1,summary_gpt4o_36_1,summary_gpt4o_37_1,summary_gpt4o_38_1,summary_gpt4o_39_1,summary_gpt4o_3_1,summary_gpt4o_40_1,summary_gpt4o_41_1,summary_gpt4o_42_1,summary_gpt4o_43_1,summary_gpt4o_44_1,summary_gpt4o_45_1,summary_gpt4o_46_1,summary_gpt4o_47_1,summary_gpt4o_48_1,summary_gpt4o_49_1,summary_gpt4o_4_1,summary_gpt4o_50_1,summary_gpt4o_51_1,summary_gpt4o_52_1,summary_gpt4o_53_1,summary_gpt4o_54_1,summary_gpt4o_55_1,summary_gpt4o_56_1,summary_gpt4o_57_1,summary_gpt4o_58_1,summary_gpt4o_59_1,summary_gpt4o_5_1,summary_gpt4o_60_1,summary_gpt4o_61_1,summary_gpt4o_62_1,summary_gpt4o_63_1,summary_gpt4o_64_1,summary_gpt4o_65_1,summary_gpt4o_66_1,summary_gpt4o_67_1,summary_gpt4o_68_1,summary_gpt4o_69_1,summary_gpt4o_6_1,summary_gpt4o_70_1,summary_gpt4o_71_1,summary_gpt4o_72_1,summary_gpt4o_73_1,summary_gpt4o_74_1,summary_gpt4o_75_1,summary_gpt4o_76_1,summary_gpt4o_77_1,summary_gpt4o_78_1,summary_gpt4o_79_1,summary_gpt4o_7_1,summary_gpt4o_80_1,summary_gpt4o_81_1,summary_gpt4o_82_1,summary_gpt4o_83_1,summary_gpt4o_84_1,summary_gpt4o_85_1,summary_gpt4o_86_1,summary_gpt4o_8_1,summary_gpt4o_90_1,summary_gpt4o_9_1
summary_gpt4o_100_1,1314.7257737251884,112.50656442906003,596.0565073962982,152.982878625317,749.1393929441292,128.95973400115,681.8449569256593,196.16349030925815,522.8456467405297,145.439777402695,465.6635762382341,186.6812923693907,678.3501014565397,197.802505040475,537.507086800118,184.25698148103004,593.6682867743041,542.0391410164741,664.6105053403899,806.0993435100643,597.8014944076272,604.7903144270103,485.8430427599524,670.1930500070894,644.7888570298583,195.26809473537304,589.3168181491676,632.2193958976814,548.7487436661312,689.9673171353606,610.4841761932557,212.08369011368632,204.3050224179798,243.22527856226736,312.23914154137935,261.5127589810211,265.219964069521,244.6827016168752,346.66105186764264,396.6966548597613,324.2938496589502,343.06531932854205,305.0476873006495,382.4302292218795,319.606276096195,392.4517742107454,324.22395224237505,360.047022765826,382.60556232259125,384.1416582058116,383.55947652602384,387.57890134871536,45.90191497090001,446.3972969004129,462.881281631265,457.5853935016572,592.0943812754062,486.6237534653956,427.5902231667151,529.3649601402498,529.5974856300279,474.66496100507254,467.8161947986391,32.870338964585954,494.1409770498534,423.9883890451361,597.1869073843577,525.4683175506832,536.1947135831213,528.282911425816,562.3641910201181,530.5133045321866,613.1216250590437,564.500562784815,79.61016485949999,589.9255318387225,694.3844817296747,491.69296095714935,583.035348804548,510.3184341834764,456.4720499788673,489.07527146543794,584.2290243885408,545.450500239041,512.0830338224919,104.67847555683,570.5758395977559,578.0632594946779,524.02397639018,535.0729922442451,518.4427289671446,582.6684729106248,687.605842808752,590.8764814577428,551.0285028018857,507.31714296206474,77.27347656397595,503.07660604101807,608.1968804937381,593.7727670033919,697.420956394785,586.6874157656287,594.7782757271116,772.8964260797893,139.07533584120597,590.9684503379966,169.59159190943203
summary_gpt4o_10_1,84.34851051136411,248.321137155704,80.19560805499214,65.42467576567,83.34318410107198,51.12116336944001,54.14599087278748,66.02638026576005,67.68067464934097,62.88203350279997,103.83434552749009,69.38823183198292,73.14888711167987,98.26851314201002,65.79394448082166,60.37780035757004,80.19243113012521,73.43998092120978,30.299975768059085,81.39208567312676,85.37926848553525,52.243857897035014,64.53243584674146,42.76887652183768,92.32961244874105,69.23982117100007,84.88354096039188,53.37433632260854,63.699208290639945,59.2326822919772,58.195631514024626,83.36808418938,100.48499468146804,73.35392637068026,81.11283123831413,73.76774297940017,82.035049535746,72.79927185516385,70.04392458164,88.05331625074302,76.96130320997997,99.61035961458003,95.99680324867109,90.67765828319602,87.00555103438,83.12237240088007,83.02985417565344,98.11441416573336,101.349124306994,110.37501821041997,87.643952445109,79.3685784328859,25.69251071079998,86.7944089321702,103.32022581776904,89.38788878121,70.26345990344203,74.58458019412001,71.67227642694593,103.84092216877002,100.49619959305994,62.69869600814809,88.75769464408995,33.91348410221997,107.3236253051059,80.82651239919812,70.29608529940606,99.243962094705,88.88325834343209,92.40133019005611,68.8089784703111,76.42244019261375,66.0411437535272,70.81802709470003,51.50998056529997,67.91136733277426,85.51496316353814,100.12047313845596,71.87416892273905,97.78014753052798,88.56810580637102,63.74314847091091,64.58343293471398,112.43410298383516,73.3517603056498,55.726513891,85.04371326591536,66.57864938408966,104.66365981599006,63.59840727111395,81.16804076949825,97.80934948688446,52.82908897431889,90.23741301377004,61.53977785627103,106.77031686884992,45.93400771158599,71.66799731182596,63.57272642176122,94.30282790460592,87.76235390128068,70.82761566618115,89.83181893748883,79.02681183785398,65.72912188400596,71.01943429368907,73.26905744220002
summary_gpt4o_110_1,513.8366458564012,110.92586920235402,1685.2256378765687,158.46769962313303,449.8646058104195,125.748444793112,488.47578052838526,190.23416424709444,419.6557354530864,150.79080986638098,372.39481314866214,183.96954193366344,447.9490072394758,192.42383294890004,423.5248380252301,187.93939255204407,468.4362969331555,397.670554514144,459.8794514009487,533.0290578640197,479.77966955523107,513.2878557528093,406.6472317931284,511.9635513281205,519.6860055774905,203.487103473786,443.0072536451744,456.8046263175584,425.437212966067,481.3141202451257,494.4970903323838,210.1963738734868,191.407056726186,238.0185284801063,257.577959229776,195.78920599382343,237.64515136819185,233.44889238172112,277.97169498788446,271.0460071209685,249.11661123166095,268.135966736238,304.92895342545825,298.46414347615075,315.6086907363442,276.21935578110845,270.26613123675827,296.1611980363592,316.4609706305707,384.8164676101719,332.0336646288325,325.7001540627757,54.76995049659999,349.84502484617065,367.96996505125,355.1130828481324,419.3134893325084,386.0748862490294,362.23113117465743,418.0360578707125,412.7037591236884,355.9190532923983,387.01726557048494,37.678957341729955,405.9761429100877,405.98738624673274,434.568584564247,451.8386471752018,481.5770354207116,428.11931899976094,461.4375975263003,421.4424824931928,480.8487777803366,422.8624606440965,80.22446741799997,443.6868620692878,505.04260766655386,408.9460952239468,462.8733611337491,435.51935439904594,421.23254405627415,391.68182165906205,421.4135458522086,450.3066195881149,435.1120474555548,115.78473677601,484.6936552655327,484.45424016944,455.7140925835856,399.98820461699097,432.56577381903367,480.7344197915588,465.5130631021875,454.5185719170024,409.6167573688749,412.9715466118578,89.14001301895797,457.7711784302212,464.5443725770251,495.630691948536,481.3049493275992,467.8837209283254,475.03806633507406,530.0751361376829,135.14725614239728,413.5401379388896,159.47842957115904
summary_gpt4o_11_1,101.83242086798008,71.30806605500504,88.34585959648393,231.740984594997,94.60062562025178,112.14805438237,63.003916783764,148.27110402554,91.06095219422129,131.60403037704998,104.9207106367062,124.44961107989091,113.27263386269806,117.36897140255007,59.07325616590515,122.0594404647,92.30030717436011,94.72990946038,59.70682777880483,102.3730138327328,104.7771032171811,54.77952013916365,53.18230962658163,59.9986057674314,110.85294617659406,126.02781450657,108.5164925460474,59.117266162218584,102.03534541721888,77.9842358106248,64.55808446282026,116.05923762847,128.31621551157696,100.93691485912292,132.92114585167403,114.57835039253008,112.28021930562,102.81293847800896,86.13377803478,108.63574391261308,111.83136737261998,127.392512132563,122.60572324414102,126.62714693606006,112.883719289973,115.89016217598498,107.65147389968604,100.63071336619294,113.55789580685996,128.50469791055184,129.4054374574181,135.89033782961883,48.7626425151,124.8134307015082,124.55460572956817,126.094157940086,124.12210335186296,90.28755978119987,97.44732874453643,112.00182699259096,140.258859809731,100.50531376287812,120.50714927191392,34.979211169519985,130.41257564756984,112.06261285238612,99.035629019643,120.09821071419242,106.58173276635284,111.42268802627608,89.22549440826401,92.15030569681107,109.46400456117408,112.79922928053976,75.11150251199997,96.41643645744853,112.04557554642224,111.2157067944039,90.062673830211,102.35985180487684,105.2222113761959,100.62838335733704,80.99358622825412,108.35106802341602,103.53786204239988,90.57575737609996,108.37081647944706,92.38386693461008,92.50360986367014,85.76846530548596,118.12691552649926,130.1553564483736,97.31269545024998,94.04352797341016,89.23768025476215,99.71662183018498,49.85976357478998,100.000039057496,95.96282371428516,114.94647705264902,106.72584448173576,69.73256086966353,108.07255739755306,106.99937750610115,109.09939000632596,97.06097643540876,154.25576411779002
summary_gpt4o_120_1,737.4622087436362,105.02101092577053,508.877520647012,144.2722878939094,1654.3050976704506,132.710550334376,636.4380695929917,180.10375341586973,491.6715734243562,154.05198964671132,501.23455245450225,181.0172456024769,648.5321165569305,212.06979144651103,496.0725421674388,171.60722243075304,569.3150098442661,557.6500506058928,720.2000561087925,755.9489730942628,600.7690529245251,552.7669233300144,491.27810912198584,608.871940412545,615.1499747049054,183.81071415050505,590.6960006811488,595.2630453374186,553.8350409073885,688.6991213522119,587.5802575163816,224.02101812615064,193.63305728479645,222.2534313103596,328.57362867359905,248.23206640747017,275.5247681204486,269.61259268115407,320.81792626248273,394.8243289576417,296.88768811674043,320.53223004185554,303.11345699812136,367.9123307295988,334.84496202536207,375.81013093868694,318.2901381083965,369.15524708759693,362.7770243030927,391.0286187020906,369.8989255040045,381.9349704759825,42.52035680009999,470.53423649603417,432.5336035028387,461.4137142292111,583.0087401126734,491.66346038725624,412.2419316764865,496.88836343228786,480.1975624352808,465.8515019241447,466.5486173592293,35.29519066597999,446.62887001364743,431.4806578521162,521.695007824233,469.4107641316441,544.9557519813717,504.7720552406725,534.1533907647056,516.8904229841571,582.3147476470856,528.4047889520892,78.34036300029997,548.2694007727731,638.2759870009446,493.8406386012724,535.3702700739225,467.7589380581844,432.75590245950366,481.230477546437,561.7700233263026,520.4325988069817,435.631403164924,110.10181256066,555.7250696724433,554.812833262675,490.3637197788323,523.5312101736914,462.4170133117625,555.4152097460233,637.2355528504534,543.1761097927997,454.24735968753066,507.8375265397608,74.53827319123695,489.1489261732579,584.3267870150017,585.1979226581125,701.7922218272547,516.6120212976084,543.1406795883099,717.8010744022283,144.14863368928906,562.6764514531271,155.040829793156
summary_gpt4o_12_1,84.40728127402008,47.91364158768005,81.6714753461622,117.38593224596002,97.6357472038476,233.991537072424,69.79957018411824,90.60527476944004,93.74973147169112,115.22092112322994,114.29595489689405,97.227983114023,107.03274665761388,95.80506574655,76.70905765562884,114.18620572234,79.65700818034611,95.68442524259603,56.91909804500801,102.74984229572784,91.9733944182351,59.81579891447382,49.84493386030226,37.11857249347122,116.19007665560775,99.99916141609998,95.18303508120472,69.42003813025622,86.35890493163788,70.99365356078806,72.5233268829802,103.32903524528,92.94507501146006,113.10939507723587,129.53997444515005,93.52541347965008,83.65937583434993,83.84500542655394,97.35012366659998,95.92884240453292,104.01054498897996,128.94808459666007,122.92875276256892,128.02398469933507,89.55341061503759,122.04585877555996,96.10328246357312,104.953904113372,98.57077429907996,105.7593320420699,122.68616352540698,85.71669890306293,36.8758741848,79.82861144442018,88.03036867853234,118.15207125655796,119.77146677344808,97.9392394893962,88.2038247729406,102.813581909577,131.7863566263535,91.48149961717286,123.67326303360596,29.678376611419974,118.23410314139484,99.57598525130312,89.13362892323971,106.02140586496898,90.97396396905992,100.36708219643585,86.01933241191318,90.31659405735512,90.99133611426193,99.64387370752002,45.76560094199996,85.71387975803327,111.02905725572624,95.10132129612794,82.47674986129095,90.26233280368795,103.115028544624,103.40668737603914,82.71867100293389,104.16188054754002,87.78853166044996,68.93071399109999,105.11439212721916,90.5246539272198,93.11637186494022,77.58932567992974,106.32647145094212,94.94350194572462,81.59211630925392,84.32503650642002,72.24928686568865,113.45396857717992,38.93022962765997,79.7466076571402,80.68481821350042,104.47773179673368,110.14831265067755,49.50673593251145,111.27033068399282,80.78715017447917,70.53327832060097,91.39154319855857,98.00420439578
summary_gpt4o_130_1,668.3547735558984,119.22587496862002,572.2836060831701,148.26077648967703,649.2061967735706,139.12394780492298,2241.9303932081493,208.3668681562048,502.8858472979078,154.66850440124,496.0022128423834,198.73967505451708,636.1605030969799,210.79423907115105,561.3515378526868,214.38157031518867,588.3133626872632,622.218847294688,697.502265481161,777.3132368045001,632.9330467195703,633.7902210415805,508.8546334368921,649.8338808273584,612.7149070681467,215.78816143200615,632.6455873200715,658.9284566909778,514.554241994018,704.9225170716986,599.8031801574114,249.2333055648047,221.7406626820072,230.40872124513976,369.974748666807,270.7693282512299,280.50813811384995,307.4619311434517,328.5562722198169,387.0131716507536,358.27440809144275,352.42445318524324,341.46475255286754,379.6758145114813,326.983662061902,397.572434010341,347.28883343039104,415.3317517735357,394.8176172597812,428.4233482537654,374.69230592591407,412.1464306671726,50.16841446069999,467.7888045569192,445.0503599272131,493.7573244240037,632.4133998295397,460.3536815912532,439.30315241415224,552.2509041424962,491.7476609698209,481.740443221722,491.4516360581308,34.39913981508998,492.8609486529375,430.1642567686722,602.934182982858,539.8287408760671,567.5879802586439,465.7513371872262,520.6742898613415,470.2945815123387,549.3779463217084,556.560666014449,77.89638953469998,592.5797734646644,629.361494180632,503.5190674705675,571.6464297185065,519.1922300327252,484.1301823451537,531.054023736411,585.7498291511259,563.108211279095,535.8185816247292,117.60888552587,621.2128549318966,631.7798494417099,527.1858952302728,538.6713946488699,603.0230453868778,606.5906179039556,619.9432474239169,567.3754311224445,549.4401216762924,487.65892248132377,82.98061542669097,530.7028242967258,587.0580837354519,590.8073595994258,664.768047213692,595.5879855057212,535.9967000471752,672.3964413246173,146.56451961948,557.974051013623,161.999893446338
summary_gpt4o_13_1,138.5493478259366,78.16374648559002,138.45281869702194,173.13795887815002,131.38934482612717,116.28772175091,128.11248100358716,330.7955942537902,137.84114219690105,137.54711453095,143.96297721426708,122.41261978086015,150.02339895732757,133.92906805670003,123.40050515130588,134.616896651935,153.89367599777324,144.4077789195601,101.09508072248173,146.7769884875679,134.4332821897451,96.3745232433339,78.14675029613318,110.25118115274564,166.26919720013802,147.94842620859998,159.87446234943172,105.99692693577116,144.28755213530212,113.1705163854349,123.21225678351811,140.45905754834797,149.45565206322607,140.92216907053688,189.2199293937325,122.82551124859008,122.81682915125702,133.45644405564303,118.7167022201172,139.13227773574704,149.2217108204809,152.91548412872106,166.47881667515992,156.90493267908107,143.65380896516706,146.21030680983995,154.30572983706998,138.00901058447903,156.227167279794,178.6963158984138,161.66770501466897,175.0498795177839,51.701320032100014,164.8651646942285,167.2742028005348,135.0801842884243,176.0697237712211,124.40096336960188,143.28768418503046,159.21613133820097,186.34482771804232,145.73015391406852,155.27682281043394,36.41530193631998,154.3257034030138,188.01211328627608,127.06337663880322,166.1757676798586,166.24659477717455,154.746551173361,147.39276784377398,152.8117038908415,134.0565606384289,152.01698974545616,84.56488796,140.21497180297865,142.8593973081463,128.93807329310405,129.7268543075379,136.97378129816002,158.77807760602127,147.681606136357,134.94024079103156,146.7022077073741,148.83203403578,87.87276288109999,163.4804667209819,151.79139506093998,144.62955600251212,128.34415998286954,165.27684573674446,171.30600434027247,145.12252368304848,124.6655789331353,141.8779494074122,135.72622170913155,74.13215489657,135.83609162230982,138.30545867383125,153.65876624987254,152.13447256980226,119.38747454801796,138.89486437665892,148.8831268129402,115.829710134464,133.51580748299875,155.29674573545
summary_gpt4o_140_1,497.0040204321372,109.25964422234404,450.58515474337014,139.91434098336998,483.8484396627023,117.50679436258996,492.8716580855289,176.311927374399,1054.5713912298402,166.003836217536,391.2846416195074,180.42795303519895,486.5510329428537,194.76068393537105,369.2145159248239,186.34278451872007,483.2686215363872,465.0796056983255,466.31652654412073,538.6819452043424,455.8946008508542,470.0605911015582,448.8519086801207,475.9180601705579,481.3814335044342,188.075631894176,469.3681674993004,437.80176838096577,421.1483217251198,516.1055459583936,469.8451845392401,240.73498091712412,197.3387921457945,197.4074371079704,263.224944640756,267.4589635558571,246.74728392623751,250.1165161262569,295.0216698312545,357.26884661575684,274.5061152962893,271.68438474193005,273.704733637204,302.47232425332373,322.19149375439,319.30395040587405,310.4605091727131,304.85414146644547,282.5384545335919,369.50627978458704,349.5613903093666,353.4115564549651,53.06539191879999,417.4608521994229,438.26670060984657,390.2987628771323,475.7921568820643,359.1554537754582,365.9478514395328,412.5507742143476,434.7914549851931,351.91873030498505,408.7537441866009,35.05903470988001,398.7211866326955,378.6431666478311,432.46052273038663,405.3993079327181,479.7172572291163,431.603958377916,446.48794751954733,422.1523432308838,449.18155614143734,446.17894196234,83.04918739899998,461.59402617081446,442.4318305522187,396.1605652424092,470.46877639853506,450.1278807426489,415.2561291529955,395.5629446737489,442.0329703494066,414.8531421558614,416.41935146365586,107.738713637,463.7207335125506,489.553539520507,414.44494037687355,395.26063350706295,449.5191853182585,486.5508909322321,494.3063375503257,454.98571583141234,422.2127753264822,460.5304245365219,73.80167759580996,421.7621361824531,460.8142131747552,442.9886367893859,520.41192504479,441.64326113003995,447.8985502148855,519.8471082886263,139.530425651354,446.646273368233,141.85231220365003
summary_gpt4o_14_1,82.82554910426006,63.52129616484004,82.61247751756991,125.79422744115004,92.96798106580444,118.47333660483002,61.348896622766915,115.45769275575005,113.64645183884522,273.8187377664,110.18890868249412,122.61065609333298,99.27230459422594,132.10520218447,83.23304786957897,140.43919769264,92.49665764842212,91.94379379077986,67.09115712055382,83.15552615731485,99.48407611481912,66.96221405349388,65.92857468141483,60.624431332814765,110.25231568528308,110.72259958686,108.15330513980872,65.36011858358552,87.68556418247294,74.94106038279097,78.74573626402662,129.18367263765998,116.45077312435006,124.02718601303218,155.25719156702996,112.96751187202013,123.32713403161506,114.98016370118388,106.42645745880998,127.25317010711308,126.614482823,130.93230517334007,125.31542000552896,130.07283193751005,113.73497462564296,124.34412800721998,106.58839145168452,118.78487201400604,106.79451972326012,135.96968819098993,132.37221364803304,121.27188865828693,52.7754865558,112.94441858181028,125.99196260625308,121.79133196145996,120.7783326421279,90.449416692019,102.71297461634164,97.65652549995002,140.941357466471,126.62930700726042,124.77138209386987,30.284638066389988,122.9915921342099,95.98973762022013,99.93552422801304,117.73144082458202,104.24138691498206,112.56738284146604,86.92553061566923,107.08631407629603,93.786905764513,99.34721088740002,64.19310400799998,72.09716801893114,94.39833401980128,116.69078405650704,97.82715357823918,91.01152508659492,117.9615063332401,106.50385082916114,74.9378031556439,110.37169619142992,107.73684938813994,88.33523058589998,116.69323404829584,109.33468349783992,100.41038320925009,84.73868895494593,104.86728055394748,127.69997762403456,100.01448635734846,102.08001882040004,106.91510804344352,113.52466738582598,56.786851294715945,98.95566891362,106.00444210855404,124.56526811012282,115.61445748070378,63.948679994466374,120.92367202235688,108.30522705052908,96.65241218322598,108.11929795813808,107.99554592824
