recall_id,#clauses,n,segment_ids,text
23,7,40,"[1, 2, 3, 133, 134, 138, 143, 144, 145, 146, 147, 148, 149, 22, 150, 151, 19, 26, 27, 162, 35, 36, 37, 38, 45, 46, 57, 191, 67, 74, 75, 83, 84, 90, 91, 101, 103, 108, 115, 126]",The daughter died on the 28th day 13 months ago. Her mother was Mrs. Costa and (she) held the hospital and Dr. Schwartz directly responsible for her death. She collapsed after experiencing difficulty and pain in her leg. She was 18 when she died. Mrs. Costa enjoyed being greeted by a cup of coffee first thing in the morning.
9,21,43,"[128, 2, 5, 7, 8, 11, 14, 144, 17, 18, 19, 145, 147, 22, 151, 148, 153, 26, 27, 162, 163, 164, 165, 166, 167, 173, 179, 180, 57, 188, 68, 71, 74, 86, 87, 88, 89, 90, 92, 114, 115, 122, 127]","Marie was in hospital 28 years ago for appendicitis, the nurse tried to get her out of bed too soon and she collapsed with a blood clot in her leg, her sister Victoria was there, the nurse rang Mrs. Costa, Marie's mother, once she reached the hospital she was told her daughter had died, she was hysterical, pulling her hair screaming at the doctors to leave her daughter alone, saying she would kill them and burn down the hospital. Going home she told her husband, who had a heart attack and her son Michael had a heart attack as well. She told her son Jamie to tell her two sisters, Marie's aunties, that she had died."
61,48,43,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 73, 74, 75, 76, 77, 78]","My daughter died. She'd be twenty-eight years this month. The thirtieth of this month yeah. She died at Methodist Hospital. She had an operation for appendicitis. It was Saturday afternoon when they operated, very late. Sunday morning, my oldest daughter, Victoria, went to the hospital to see how she was. She was still under ether. Back then, they used a lot of ether. There was a chair there. They were just starting to get people out. So Victoria saw the chair and she said to the nurse, ""What's this chair doing here?"" The nurse said ""Well, we've got to get her out of bed"". She said, ""What are you talking about? She's still under ether."" ""She's too sick."" But the nurse said, well, that's the doctor's orders. So they went to get her out of bed and she passed out, and they had to put her back in bed. See, here she never - I don't know if they know or what, but I blame them for the blood clot she got, taking her out of bed. So when she was walking around to come home after ten days, I was waiting for the call from the hospital. I didn't have a phone then. The lady from the store who had a phone called me, ""Mrs. Costa,"" at a quarter to five at night. ""Mrs. Costa, they just called you from the hospital. Go pick Marie up. She's discharged."" I had all the clothes laid out on the table. And Rita was - I was going, I said ""Rita, Finish the cooking. Daddy will be home soon"". He was working down in the yard. I said, ""And put a big pot of coffee on"" because she had been wishing for coffee. And you know every morning, that first cup of coffee, I offered it to her. When I get up in the morning the first cup is hers. It came - just poured from her - I said, “What did you do, kill my daughter? You killed her! You killed her!” That's what I kept yelling. And the doctor rushed in, see, they were trying to get"
91,20,43,"[1, 4, 5, 6, 7, 10, 11, 12, 13, 16, 22, 23, 24, 26, 27, 28, 30, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 57, 58, 59, 60, 61, 79, 80, 81, 95, 96, 100, 101, 112, 113, 115, 121]","My daughter died twenty eight years ago at a Methodist church. She was operated on for appendicitis. Victoria went to visit her to see how she was. They were getting people out of bed. Victoria asked the nurse about the chairs. Victoria said she was too ill to get out of bed. She was blamed for the blood cot for getting her out of bed. She came home after ten days and I was waiting for a call from the hospital. She was operated on in April on the twentieth. It was chilly and I had a coat on my arm and a bag. She saw from the window on Wolf Street. She said my mother was coming and was just saying bye to everyone. When I got to the hospital I was told to sit down and I prayed for another patient who had ten children and lived near my mother. Dr. Schwartz did the operation but his assistant was Dr. Monique who was a lady doctor. I had all her clothes ready for her to go home. My husband was waiting for me. He came home and washed and shaved and then waited for me. They called the store to find out when mother was coming home. A doctor wanted to give me a shot but I said no I'll kick you. You killed my daughter and now want to kill me, don't dare come near me."
97,36,43,"[128, 2, 130, 4, 5, 9, 10, 13, 14, 142, 146, 19, 20, 147, 148, 149, 24, 150, 26, 151, 28, 160, 35, 39, 170, 173, 50, 178, 52, 179, 180, 57, 193, 67, 74, 75, 83, 93, 98, 99, 106, 116, 117]",Her daughter died twenty years ago at Methodist Hospital (It was) due to (an) operation for appendicitis Back then they used a lot of ether Victoria saw the chair in the hospital (and) asked the nurse what it was doing there The nurse said (that) they had to take her out of bed but she collapsed (and) was taken back to bed She was waiting for a call from the hospital (and) her neighbor at the store passed her the information (to) go and pick Marie She ordered for coffee to be made as they prepare to go (and) pick Marie Marie saw her with the girls (and) shouted She was welcomed by the nurse (and) she was asked whether her daughter had a fainting spell She yelled upon seeing her daughter (saying) they killed her (and) she was ready to go home The hospital kept calling (and) the people in the office had no information (about) what happened They thought (the) mother got angry because of Marie The nurses kept coming (and) they all knew her (and) told her to keep away Rita came (and) told (her that) Marie was dead (and) she fainted Marie's friend said (that) Marie was saying goodbye She threatened to kill whoever tried to touch her daughter She was in a mess Relatives and friends visited with oranges She got home (and) called everybody (telling them) what happened They kept on saying how Marie was good
69,29,44,"[128, 4, 5, 7, 145, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 162, 163, 166, 169, 170, 45, 46, 173, 174, 50, 51, 178, 179, 180, 185, 186, 187, 188, 68, 69, 74, 75, 79, 80, 90, 92, 101, 102, 127]","Marie, who was 18, was in the hospital for an appendicitis operation on April 20th. The mother Mary and the daughter Victoria went to the hospital to see how she was doing on April 30th but she wasn't ready to be discharged yet. The operation was done by Dr. Shaw, but she was just an assistant and the main lady doctor was Dr. Monique. The hospital had called to let Mary know that Marie was ready to be discharged, but since she didn't have a phone, the hospital had called the store. The store lady had let Mary know that her daughter Marie was ready for discharge but when Marie got there, there was a big problem. Mary had died from a blood clot. The family was devastated. The father and son both suffered from a heart attack. The relatives were actually getting ready for her discharge and one of the aunts had bought an orange. The mother had decided to tell the youngest boy to tell his aunt and uncle about the incident instead of calling and as the boy had arrived, he started weeping."
49,43,46,"[128, 1, 130, 131, 4, 5, 6, 8, 9, 11, 14, 15, 16, 145, 17, 19, 21, 22, 26, 27, 28, 31, 32, 33, 162, 175, 49, 54, 58, 63, 64, 65, 66, 70, 71, 72, 74, 83, 88, 90, 98, 100, 103, 117, 118, 126]","Mrs. Costa's daughter Marie died, in Methodist Hospital, of a blood clot, at age 18. Her daughter and nurse tried to move her, whilst she was on Ether. She had an operation for Appendicitis, on a Saturday afternoon. They used a lot of Ether back then. She passed out, when trying to be moved. Her sister said that she was too sick to move, despite her sister saying that. The parents worked at a store, and the mother got a call, to pick Marie up. There was some confusion at the hospital, about whether Mrs. Costa was there. Rita, her daughter, finished the dinner, and her dad would be home soon. Mrs. Costa was chilly in the hospital, in just a dress, so they gave her a blanket. The nurse noticed she was in a cold sweat. Her mother bought her a girdle, to put on. Another lady had an operation, for her gallbladder. Mrs. Costa went into the room, and Marie was sweating, on the bed, with slippers and a housecoat. Mrs. Costa told the lady doctor that she killed her daughter, and was screaming. There was some confusion, about whether Mrs Costa was still at the store, and the hospital kept ringing the store. Rita then came to the hospital, and fell to her knees, when she was told Marie was dead. Mrs. Costa was well known at the hospital, for having 3 operations. Her brother in law (now dead) was an undertaker."
24,24,47,"[2, 3, 5, 145, 24, 25, 26, 27, 28, 153, 30, 162, 163, 164, 43, 44, 45, 46, 173, 48, 49, 179, 180, 181, 182, 183, 56, 184, 185, 186, 187, 188, 67, 70, 71, 72, 77, 78, 79, 88, 89, 90, 92, 96, 97, 122, 123]","It was being told by Mrs Costa. 28 years ago her daughter Maria went to hospital and needed to have her appendix out. After 10 days the hospital called a neighbour to say she was ready to be collected (as Mrs Costa did not have a phone). Mrs Costa went to hospital to collect Maria with a change of clothes (a dress). When she arrived she was asked by a nurse if Maria ever fainted. When Mrs Costa saw her daughter she saw she was sweating, they called a female doctor but Maria died. Mrs Costa was hysterical - Maria was wearing her house coat and slipper. Mrs Costa was taken home where she met Mr Costa who was waiting on the front step. When she told him what had happened he had a heart attack. She then sent her youngest son to her sister's (his Aunts) to tell them the news. Maria died of a blood clot."
19,28,49,"[1, 130, 5, 7, 136, 142, 143, 145, 19, 22, 23, 24, 26, 28, 30, 31, 32, 33, 35, 163, 166, 39, 168, 41, 170, 43, 45, 46, 49, 180, 56, 57, 67, 69, 71, 74, 83, 88, 89, 95, 103, 106, 108, 112, 120, 121, 122, 123, 126]","The story was about the death of a woman's daughter, Marie. The woman was Mrs. Costa. She had a daughter named Marie, son called James, and daughters called Rita and Victoria. She had two sisters called Millie and Jenny. The daughter that died had been in the hospital for appendicitis. She was ready to come home. She had passed out when saying goodbye to people. There was a blood clot when she got out of bed. The mum had asked everyone at home to get ready for her coming home (before they knew she had died). Her husband was going to be waiting for them. Cake and coffee would be waiting. The operation was in April, April 20th. The mum went to go pick her up, coat over her arm. Gets to the hospital. The nurse tells her to sit down. The nurse asks if her daughter ever fainted before. She runs to find daughter. But she was dead. The mum said the doctors killed her daughter. Marie said she had a pain in her leg. Marie said she couldn't see before she died. It was a blood clot. The mum was very distressed, hysterical, pulling hair out. Doctors tried to calm her down with a shot. She refused. When Rita found out, she collapsed. The dad had a heart attack. Marie's aunt had brought an orange for Marie, a big one."
44,42,49,"[1, 2, 3, 4, 5, 6, 8, 11, 14, 16, 17, 22, 70, 71, 72, 73, 74, 75, 76, 79, 80, 81, 83, 84, 86, 87, 88, 89, 90, 91, 92, 93, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 122, 123, 124]","A woman recalls the death of her daughter which occurred 28 years ago following an operation for appendicitis at Methodist Hospital. After the surgery, her daughter was still under ether anesthesia. Despite this, a nurse followed the doctor’s orders to get her out of bed, though she was too weak. The woman believes this action led to her daughter developing a blood clot, which she holds the hospital staff responsible for. The woman recounts her reaction to her daughter's sudden decline after surgery, accusing the doctors of killing her. She recalls screaming at the doctors, particularly Dr. Montique, the assistant to Dr. Schwartz, who performed the operation. Despite being told to talk to her daughter, the woman was too distraught, as her daughter was dying. Overcome with hysteria, she describes her daughter, only 18 and ready to come home, passing away while she briefly turned away. Her husband was waiting for their daughter at home, unaware of the tragedy unfolding at the hospital. The woman recalls confronting Dr. Montique, the assistant to Dr. Schwartz who performed the operation, accusing her of killing her daughter. Dr. Montique admitted they didn’t know what went wrong. The nurse urged her to speak to her dying daughter, but the woman was too hysterical. Overwhelmed with grief, she describes her daughter, only 18 and beautiful, passing away the moment she turned her back."
