recall_id,#clauses,n,segment_ids,text
57,13,14,"[2, 3, 163, 166, 7, 168, 174, 145, 179, 180, 22, 23, 29, 191]","The daughter died 28 years ago on the 13th of the month. Her sister Victoria went to the hospital and the daughter was discharged for 10 days. She died of a blood clot. She had two sisters. At the funeral was Aunt Millie and Aunt Jenny, Brother-in-law, Mary, James, Michael, Annie, (who died of a) heart attack."
94,13,18,"[192, 1, 162, 4, 5, 7, 74, 92, 83, 115, 19, 88, 24, 90, 123, 28, 93, 190]","A teenager named Marie died in hospital and the story was told from the point of view of her mother, Mrs. Costa. Victoria was the eldest daughter and Mike was her husband. Marie died in hospital from appendicitis, she was 18 years old. She was a quiet girl, the mother was hysterical when she found out her daughter died. She started to accuse the hospital of killing her daughter. It was a complete shock to the whole family as well, they expected Marie to leave hospital that day and go home, but she passed away as the mother had her back to Marie."
50,6,19,"[1, 4, 10, 140, 141, 142, 143, 144, 145, 17, 22, 28, 175, 176, 79, 80, 81, 101, 102]","No idea a lot of people died something about the doctor There was a funeral director, a Marie."
70,15,20,"[1, 2, 3, 5, 7, 8, 9, 10, 14, 17, 18, 19, 20, 22, 25, 26, 27, 28, 41, 56]","My daughter died, It'll be 28 years this month, the 30th of the month. She had an operation for appendicitis, My oldest daughter went to the hospital to see how she was, but she was still under. They tried to wake her, and put her in a chair, but she was still out of it, so they put her back in the bed. I blame them for the blood she got, taking her out of bed too quickly. I didn't have a phone at the time, someone told me that she was being discharged, and I had to go and get her."
6,24,21,"[146, 147, 149, 23, 153, 28, 29, 173, 57, 58, 190, 63, 64, 67, 69, 71, 74, 75, 83, 88, 102]","A story of a girl named Marie Mrs. Costa, Marie's mom, went to pick up Marie from the hospital because she was being discharged When Mrs. Costa reached the hospital a nurse approached her and asked her to sit down While she was sitting Mrs. Costa was praying for a lady that she knew was having an operation The nurse gave Mrs. Costa a blanket because she was getting chills Mrs. Costa was asked by a nurse if her daughter ever fainted and the nurse asked her to come inside the room Mrs. Costa saw her daughter in the bed with slippers and coats on As soon as she sees her daughter she starts to scream what you did do to my daughter you killed her don't touch my daughter or see I will set this hospital on fire Mrs. Costa went home and let everyone know what happened Everyone’s family member was in shock including the neighbours"
43,7,21,"[128, 1, 2, 3, 5, 136, 143, 145, 19, 21, 22, 23, 162, 163, 164, 166, 167, 44, 45, 46, 90]",Mrs Costa's daughter Marie died from a blood clot after an operation for appendicitis. She was 18 and it happened 28 years ago. Her father and brother had heart attacks.
45,7,23,"[1, 130, 131, 4, 5, 132, 133, 135, 137, 138, 145, 22, 162, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188]","Marie, the daughter of Mrs Costa, died in hospital after suffering from a suspected blood clot in her leg. Mrs Costa recalls telling her other children Rita & James that their sister had died. Rita reacted in a bad way to the news, whilst James was then given the task of passing on the news to his two aunties Millie & Jenny."
34,29,25,"[4, 5, 6, 7, 8, 11, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 153, 26, 28, 162, 163, 166, 173, 56, 57]","Daughter Marie went to hospital for an operation for appendicitis. She had the operation on Saturday afternoon. Her sister visited her and she was still under ether. They tried to get her out of bed and mother felt it was too soon but it was the doctors' order. She fainted so they put her back to bed. Mrs. Costa, the mother, was called to go to the hospital to pick up her daughter as she was being discharged. She felt this was too early to be discharged. Mrs. Costa went to the hospital but when she got there [she found out] that her daughter died. Mrs. Costa went home and told her husband who then had a heart attack. Son Michael also had a heart attack at the news."
76,8,25,"[1, 2, 3, 4, 145, 22, 153, 162, 163, 165, 166, 45, 179, 180, 187, 188, 71, 89, 90, 95, 96, 97, 109, 122, 123]",Mrs Costa's daughter Marie died at hospital from a blood clot. It was completely unexpected. Mrs Costa had a mental breakdown. She was taken home by her daughter Rita and her son-in-law. Later that day she told her husband and son what had happened and both suffered from a heart attack. She sent her youngest son James to her sister's to tell them the unfortunate news.
90,25,25,"[1, 2, 3, 4, 6, 7, 8, 9, 10, 13, 14, 15, 145, 22, 153, 158, 162, 163, 164, 166, 45, 173, 179, 188, 189]","My youngest daughter died at the hospital. And then it was my birthday soon after, in April. My daughter died in the afternoon on a Sunday, late afternoon. My oldest daughter had come to visit her in the morning. She was still under lots of ether. There was a chair next to the bed. And she asked what it was doing there. The nurse said she had to get up and sit up. Even though she was still under ether. She had died from a blood clot. When I got home, I went up the step. And my husband came outside. I told him Marie is dead! And he had a heart attack. Yes, a heart attack. My son Jamie found out. And also had a heart attack. He then ran down. And shouted to the neighbor. Also he told my sister and mum, By saying ""Auntie Marie is dead!"" And they were also shocked. And that’s about all that happened. And is the end of the story."
