recall_id,recall_text,recall_len,max_clause_id,mbits_original_narrative,mbits_rephrased_narrative
0,"My daughter died, twenty-eight years ago. I remember when she was at the hospital, they were moving everyone out of their beds. They tried to move her. I told them not to move her from her bed because she was under ether. I told them that Marie was under ether and not to move her. They tried to move her anyway, and when they did, she collapsed. She probably got a blood clot from it because they were talking about what could've caused it. I still remember that day, I was at home and they called me to say that Marie was being discharged from the hospital. I had all the clothes laid out on the table. My husband was at work. I went there and I was praying for this woman who had a gall bladder operation. I was praying to God to not take away this mother from her daughters. I saw a nurse running and she came and asked me something. I asked her if she was running for my daughter, and she said yes, come in. I went in and saw my daughter sweating. The beads of sweat were huge. I started screaming ""You killed her, You killed my daughter!"" A lady doctor Ms. Montique who was an assistant to the doctor who performed the surgery came to speak to me. I screamed very loudly, they wanted to inject me with something. I told them ""You killed my daughter and now you want to kill me."" The receptionist kept calling my home to tell us to come and pick up Marie since she was discharged. My daughter told them that I had already left for the hospital. They all came quickly because they were worried about me. They took me back home. I started screaming when we reached home, I was still in the car. People were coming out of their homes to check what was going on. I kept screaming ""They killed her!"". My husband was sitting on the porch, and he asked me what was going on. I told him ""Marie is dead, they killed her."" I showed them pictures of my daughter, she was only eighteen. When her sister and my husband found out, they collapsed. I told my youngest son to go and tell my sisters Auntie Jenny and Auntie Millie what had happened. When he went to tell them what had happened, they thought he was coming to tell them that Marie had come back home but when they found out, they were shocked. My sister brought an orange earlier, a big orange, nothing like I had ever seen before. The local store owner praised Marie a lot, she said that Marie would always come to the store and stand there, pointing at the steps. ""She would always stand there and look over"", She was a quiet girl, not much to talk. She was a good girl, Marie. - So that's what happened.",2558,72,229.75,240.47046905961133
1,"The story was about a mother's reaction to the unexpected death of her daughter Marie. She passed suddenly from a blood clot in her leg. The mother had a breakdown in the hospital, when she got home she told her husband and son about the sudden passing and they both suffered heart attacks. The story continues with her family making preparations for her daughter's funeral...",376,15,-1.2999999999999998,-23.73489306135891
3,"My daughter died twenty-eight years ago. It was the thirteenth of the month. She was operated on for appendicitis. The next morning, her older sister went to see her in the hospital. She was still under ether. They used a lot of ether for the operation. There was a chair in the room. They just started getting people out of bed. She asked the nurses. It was the doctor's order, they replied. They got her out of bed. She suffered a blood clot. She was put back to bed again. They called us from the hospital. They called on a phone in a nearby store. We were informed about her discharge. Rita was cooking. She will finish the cooking. Her dad is preparing upstairs. He said to prepare coffee for her. He said to get a cake. I went to the hospital with her clothes. She saw me coming into the hospital through her window. She was walking. She fainted again. The nurses were running. I asked if they were running for my daughter. I saw her on the bed. She was in her dress. She had her slippers on.",998,30,133.72,131.15662445728492
4,"A girl called Marie died 28 years ago at aged 22 on the 30th of April. It was a late Saturday afternoon. Her mother Mrs Costa had gone to collect her from hospital, but had found her soaking in beads of sweat and unwell and she passed away. The doctor had given her too much ether and she had pain in her leg and could not see and this was the blood clot. Mrs Costa had been offered a jab to calm her upon declaring the hospital had killed her daughter and exclaimed the shot would be them trying to kill her also. The shocking news spread through the family to Mr Costa and her sister first then extended family.",613,16,16.98,7.601867315301051
5,"It has been 28 years now since Marie died. She had gone to the hospital for surgery for the appendix. Her sister went to visit her and found a chair in the room and asked the nurse what the chair was for and told her that they had to get Marie out of bed, she told her that they can't do that cause Marie is too sick. But the nurse told her that it was the Doctor's orders. She pulled Marie out of bed but she collapsed. The mother did not have a phone so the hospital called the lady at the store to tell Mrs. Costa that she needs to pick up Marie because she is discharged. That morning she asked her daughter to put on some coffee for Marie because she likes coffee in the morning. She laid out Marie's clothes and put her coat on her arm and headed to the hospital. Marie was up and busy saying goodbye to the girls at the hospital when her mother got there. Then the nurse came and asked Mrs. Costa if her daughter had had fainting spells before, she asked if she was going to her daughter, when she saw her daughter she realized that she was sweating. It was a lot of sweat. She was still in her house slippers. Marie died and Mrs. Costa started screaming at the nurse that they had killed her daughter. The female Dr., Dr. Schwartz, had assisted the doctor who did the surgery. She came into the room and Mrs. Costa shouted at her too. The hospital kept calling asking for the mother to come pick up Marie. Marie's sister figured something was wrong and also headed to the hospital. She found her mother in the office undone and that's when she found out about Marie's. She fell and broke her leg. They eventually figured that a blot clot was what had killed Marie. Back at the house the neighbors were out of their houses due to Mrs. Costa's screams from inside the car. The husband had been waiting by the step for his daughter's return. When he heard the news he instantly had a heart attack. Their son Michael also had a heart attack the same day after finding out. The youngest son was then sent to inform his aunties about the death of his sister Marie.",2066,47,180.27,184.42600506128312
6,"A story of a girl named Marie Mrs. Costa, Marie's mom, went to pick up Marie from the hospital because she was being discharged When Mrs. Costa reached the hospital a nurse approached her and asked her to sit down While she was sitting Mrs. Costa was praying for a lady that she knew was having an operation The nurse gave Mrs. Costa a blanket because she was getting chills Mrs. Costa was asked by a nurse if her daughter ever fainted and the nurse asked her to come inside the room Mrs. Costa saw her daughter in the bed with slippers and coats on As soon as she sees her daughter she starts to scream what you did do to my daughter you killed her don't touch my daughter or see I will set this hospital on fire Mrs. Costa went home and let everyone know what happened Everyone’s family member was in shock including the neighbours",833,24,70.86,84.48069595567698
7,"The story was honestly somewhat jumbled in its retelling. However, the core of the story was that the woman's daughter, Marie, died. She was in the hospital receiving treatment. She died. The woman telling the story was livid at the experience. She blamed not the doctor, but the doctor's female assistant. She thinks that the doctor's female assistant killed her daughter. She was completely shocked and angry about it.",420,8,-39.87,-40.78717529285981
8,"My daughter died, it was either March or April 28 years ago, the daughter was called Marie, she went into hospital for something and was due to be discharged. The hospital rang the mother, Mrs. Costa to go and collect her. She told her other daughter to wait for the Dad coming back from work and put some coffee on. Marie liked a pot of coffee every morning that's what Mrs. Costa remembered. At the hospital someone was taking blankets and she realized they were for her daughter she was told to talk to her and said she was dying what was she supposed to say and when she died she was screaming and kicking and pulled out her hair and asked what was wrong her daughter has just been saying goodbye to Arlene. Also, she had taken her dress and her corsets. She asked what had happened and they said a blood clot. She was screaming so they said they'd give her a shot and she said they'd killed her daughter and they weren't killing her as well. She went home and the son James was there he was only little and when she told the Dad he had a heart attack and died and then someone else had a heart attack and died and two Aunties came.",1136,35,82.88,73.21886051711672
9,"Marie was in hospital 28 years ago for appendicitis, the nurse tried to get her out of bed too soon and she collapsed with a blood clot in her leg, her sister Victoria was there, the nurse rang Mrs. Costa, Marie's mother, once she reached the hospital she was told her daughter had died, she was hysterical, pulling her hair screaming at the doctors to leave her daughter alone, saying she would kill them and burn down the hospital. Going home she told her husband, who had a heart attack and her son Michael had a heart attack as well. She told her son Jamie to tell her two sisters, Marie's aunties, that she had died.",621,21,68.18,44.48482712747146
10,"Mrs. Costa (mom) recalled her experience of losing her daughter, Marie. Marie had surgery for appendicitis which eventually led to a blood clot and then her death. Mrs. Costa was remembering the experience which occurred 28 years earlier, in the month of April. She was called to come and pick up her daughter from the hospital after she was being discharged, but when she got there, she was told by the nurses to sit and wait. Eventually, they told the mom that Marie had broken out into cold sweats and was waiting to be seen by the doctor. Marie eventually died in the hospital. Mrs. Costa went hysterical, as any mother would, trying to figure out what had happened while emotions were incredibly high. Eventually, Mrs. Costa had to break the news to her family once she was able to get home. The news of Marie's death caused Mr. Costa and Marie's brother to both have heart attacks.",887,22,28.61,22.962940093158643
