recall_id,#clauses,n,segment_ids,text
28,10,27,"[1, 2, 3, 4, 5, 11, 13, 14, 17, 18, 19, 20, 147, 22, 148, 149, 150, 151, 163, 164, 166, 167, 44, 45, 46, 193, 194]",28 years ago My daughter died She had appendicitis The nurse made her get up to walk and she collapsed My husband had a heart attack My son had a heart attack I will burn the hospital down That's all That's what happened
63,21,29,"[1, 4, 14, 145, 17, 147, 149, 151, 24, 154, 26, 28, 31, 32, 163, 166, 41, 170, 43, 173, 57, 68, 88, 89, 90, 92, 114, 121, 123]","A woman goes to the hospital and finds out her daughter has died. She lived with multiple daughters. Marie was only 18. She died from a blood clot. The mom went crazy in the hospital after finding out the news, and she did not like the doctors. She threatened to burn down the hospital and [to] kill people. She was screaming and pulling out her hair. She told the news to everyone else; they were all sad. The father got a heart attack, as well as the brother. It was all so sad and terrible. One girl brought a large orange while waiting for Marie. Someone had to stay home cooking while the mom went to the hospital."
99,27,29,"[1, 145, 146, 147, 149, 150, 151, 23, 152, 26, 24, 28, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 170, 174, 47, 74, 75, 83, 84]","The daughter died, as did Aunt Jennie, and Auntie Millie, Mrs. Costa brought some cakes, from the bakery, at quarter to five, at night. She did, of a blood clot, Dr. Swartz killed her, The mother told her, not to touch her daughter. An orange was brought. The brother-in-law was called, it was cold outside. When Marie was discharged, someone was to go to the hospital, and pick her up, all her clothes were laid out, ready. Rita was told to finish cooking, as daddy would be home soon, he was working in the yard. Coffee was requested, as she wanted some, first thing in the morning was best, I never forget that she liked it."
68,29,32,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 25, 26, 27, 28, 163, 164, 58, 59, 61, 84, 95, 99, 101]","Mother is telling about incident of her daughter`s death, her daughter had an operation in hospital, It was late Saturday afternoon when they operated her, and Sunday morning when her elder daughter Victoria went to hospital, she was in the bed, but Victoria saw a chair besides her, then Victoria asked nurse why chair is here? Nurse replied we got to get her out of the bed, Victoria shocked and said how come a sick person who can’t even stand can sit on a chair? Nurse said I can’t do anything that's doctor's orders, so they took her out of bed, and she passed out, they had to put her back into bed. Mother did not know the exact reason of her daughter's death, but she blamed doctor for the blood clot she got, before that hospital lady was keep calling her to inform that Maria got discharged from hospital, so please come and take her home. Her father was waiting at home for her daughter, when mother of Maria told him he got a severe heart attack, and got critical condition, Maria's mother also told that Maria was fine after operation, we were actually worried for another lady who got problem with gal bladder, she got 10 kids, we were praying for her, Maria's mother still doesn't understand how her daughter passed out, what were the reasons, and doctors were also in shock, how did it happened? no one had a clue."
3,30,33,"[1, 2, 3, 5, 7, 8, 9, 10, 11, 13, 17, 18, 19, 20, 22, 23, 24, 25, 26, 28, 29, 31, 32, 34, 35, 40, 48, 49, 50, 66, 68, 70, 71]","My daughter died twenty-eight years ago. It was the thirteenth of the month. She was operated on for appendicitis. The next morning, her older sister went to see her in the hospital. She was still under ether. They used a lot of ether for the operation. There was a chair in the room. They just started getting people out of bed. She asked the nurses. It was the doctor's order, they replied. They got her out of bed. She suffered a blood clot. She was put back to bed again. They called us from the hospital. They called on a phone in a nearby store. We were informed about her discharge. Rita was cooking. She will finish the cooking. Her dad is preparing upstairs. He said to prepare coffee for her. He said to get a cake. I went to the hospital with her clothes. She saw me coming into the hospital through her window. She was walking. She fainted again. The nurses were running. I asked if they were running for my daughter. I saw her on the bed. She was in her dress. She had her slippers on."
29,24,33,"[129, 2, 3, 4, 5, 136, 10, 11, 138, 13, 14, 145, 18, 19, 22, 24, 27, 28, 31, 32, 33, 57, 191, 192, 193, 71, 74, 75, 76, 83, 112, 114, 115]","Mr's Costa's daughter died at Methodist hospital, 30 years later, she was in for appendicitis. There was a chair in the hospital room, she asked them what it was for, they said it was good for her daughter to get up, they tried getting her up, then she fainted, and they think it caused a blood clot. Mrs. Costa was called to collect her daughter from the hospital, Rita (her other daughter) took over the cooking, and waited for their dad to get home. When Mrs. Costa was at the hospital, the nurses were called for a painting that was falling, it was her daughter. Mrs. Costa screamed at them that they had killed her daughter, they wanted to give her a shot, but she screamed that they wanted to kill her too. Rita, her other daughter, is still affected by her sister's death 30 years on, and has pains in her legs for weeks at a time, and people have fond memories of her daughter even after her death, such as the shop keeper, who remembers her standing in her shop."
46,33,35,"[1, 4, 5, 10, 11, 14, 145, 17, 18, 19, 20, 22, 23, 24, 153, 26, 27, 28, 29, 31, 162, 163, 39, 40, 173, 46, 174, 175, 56, 71, 72, 74, 77, 88, 92]","Ms Costa tells the story of how her daughter Marie died at the hospital ten days after an operation she had, from a blood clot. The daughter was in the hospital and the nurses tried to pick her up from the bed and have her sit on a chair, under the doctor's orders. When they got her out of the bed, she passed out so they had to put her back to bed. After ten days, they called Ms Costa from the hospital to come and pick her daughter up and return her home. A lady from a store called her and told her that her daughter was discharged. Mr Costa told her daughter Rita to put a pot of coffee on and buy some cake from the bakery. She went then to the hospital where she saw her daughter collapsed with heavy beads of sweat on her forehead. She started screaming the doctor came but they couldn't save her daughter. She went home and first she told her husband and the rest of the family. Unfortunately, the husband had a heart attack due to the terrible news and so did her son. She also called her brother-in-law who worked as an undertaker."
48,31,37,"[128, 1, 130, 131, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 146, 153, 157, 158, 159, 162, 168, 170, 70, 74, 79, 81, 83, 84, 85, 86, 87, 89, 90, 123]","My daughter Marie was sick, and I went to the hospital to see how she was, she was still under, back then, they used a lot of ether. There was a chair there. They were just starting to get people out of the bed, you know. Victoria saw the chair and she said to the nurse, ""What's this chair doing here?"" And the nurse said, ""Well, we've got to get her out of bed."" She said, ""What are you talking about? She's still under ether and too sick."" But the nurse insisted that was the doctor's orders. So they went to get her out of bed and she passed out back in bed. Dr. Monique, she was a lady doctor, so she came in and said ""You killed my daughter, what did you do to her?"" She said, ""Calm down, Mrs. Costa,"" She took me away from the bed, and the nurse said to her, ""Talk to her,"" My daughter Marie is dying, what am I supposed to tell her? And Costa was screaming, with her hair all pulled out. I was hysterical, you know. I walked into the room, my daughter collapsed on the hard floor when I told her about Marie and I told the doctors not to touch her, I kept screaming and hitting my head on the wall, I was hysterical, they took me home, I was screaming and neighbors were coming out and my husband was sitting on the stairs, he asked, ""What is wrong with you?"" I told him Marie died, My sisters were with us till 4 a.m. waiting for Marie to come home. My daughter Marie was sick,"
83,14,37,"[128, 1, 4, 5, 7, 136, 9, 137, 138, 139, 14, 145, 21, 22, 162, 163, 164, 165, 166, 167, 44, 45, 46, 189, 190, 191, 193, 90, 91, 95, 96, 97, 99, 100, 101, 102, 103]",Marie was a very gentle soul and [Marie was] a very young girl she died after a surgical operation she had appendicitis there were complications when she was in the hospital that made her die untimely She was loved by her parents [by her] siblings [by her] relatives and [by her] even neighbors her death was a very tragic one
21,8,39,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 145, 17, 18, 22, 24, 153, 26, 27, 28, 158, 162, 169, 44, 173, 45, 46, 178, 184, 57, 68, 70, 99, 100, 103, 104]",Woman had her daughter die from a blood clot. She went to the hospital for an appendectomy for appendicitis. The assistant doctor had her stand up while under anesthesia and it caused a blood clot to form.
