segment_ids,text,keypoint
"(1, 8)","My daughter died. It’ll be twenty-eight years this month. The thirtieth of this month, yeah. She died at Methodist Hospital. She had an operation for appendicitis. It was late Saturday afternoon when they operated, very late. Sunday morning, my oldest daughter, Victoria, went to the hospital to see how she was. She was still under ether.",I recall my daughter's death and the events leading to her operation and hospitalization
"(9, 16)","Back then, they used a lot of ether. There was a chair there. They were just starting to get people out of bed, you know. So, Victoria saw the chair, and she said to the nurse, “What’s this chair doing here?” The nurse said, “Well, we’ve got to get her out of bed.” She said, “What are you talking about? She’s still under ether.” “She’s too sick.”",Victoria questions the nurses' actions as they insist on moving Marie despite her condition
"(17, 24)","But the nurse said, “Well, that’s the doctor’s orders.” So, they went to get her out of bed, and she passed out, and they had to put her back in bed. See, here, she never – I don’t know if they knew or what, but I blame them for the blood clot she got, taking her out of bed. So, when she was walking around to come home after ten days, I was waiting for the call from the hospital.","Marie is forced out of bed, I blame the hospital, and I wait anxiously for her return home"
"(25, 32)","I didn’t have a phone then. The lady from the store who had a phone called me, “Mrs. Costa,” at aquarter to five at night. “Mrs. Costa, they just called you from the hospital. Go Pick Marie up. She’s discharged.” I had all the clothes laid out on the table. And Rita was – I was cooking, I said, “Rita, finish the cooking.”","I receive the call to pick up Marie, prepare for her homecoming, and organize the household"
"(33, 40)","Daddy will be home soon.” He was working down in the yard. I said, “And put a big pot of coffee on,” because she had been wishing for coffee. And you know, every morning, that first cup of coffee, I offered it to her. When I get up in the morning, the first cup is hers. Since she’s gone, I never forget that. So I said, “Put a pot of coffee on, and send for some cake from the bakery.”","I continue preparations for Marie's return, reflecting on our morning coffee ritual"
"(41, 48)","I’m going to get Marie; they called me.” “All right, mother, go ahead,” she said, “I’ll finish up.” And I went myself. You know, I had the coat on my arm. She was operated on in March – No, April! So that was the thirtieth. She was operated – ten days before, so that would be the twentieth. The twentieth of April, right? It was kind of chilly. Oh, and I had everything in a bag,","I leave for the hospital with Marie's things, remembering the chilly April day"
"(49, 56)","and I had the coat on my arm and her dress hanging on my arm. She saw me from the windows, from Wolf Street. She said, “My mother’s just coming.” She was with the girls, saying goodbye to everyone – you know how it is. They told me on the phone, it would be ten dollars more for her board. And to make sure I brought her girdle to put on. I said, “All right, I’ll be right over.” And I went.","Marie sees me from the window, says goodbye to friends, and I am told to bring extra items"
"(57, 64)","But when I got there, the nurse said to me, “Sit down, Mrs. Costa, sit here for a while.” So I sat down, and I was praying for another lady in the hospital that had an operation for her gall bladder. She lived near my sister, and she had ten children. They had said she was in very bad shape. I prayed, “Oh dear God, don’t take that mother away from her children.” I was praying for her, you know. Then a little nurse’s aide went to the closet and got some blankets. I started getting the chills,","At the hospital, I pray for another mother and begin to feel unwell myself"
"(65, 72)","and I was thinking about it, when the aide said to the nurse, “Oh, she’s going into a cold sweat now.” The nurse hung up the phone and came to me. She said, “Mrs. Costa, has your daughter ever had a fainting spell?” “Oh my God!” I said, “Don’t tell me you’re running for my daughter!” “Yes,” she said, “come on in.” So, I went into the room. And my daughter was on the bed with her bedroom slippers and her housecoat on. And the beads of sweat – honest to God, not to exaggerate, they were that big.","The staff notice my distress, take me to Marie's room, and I see her in a dire state"
"(73, 80)","It came – just poured from her – I said, “What did you do, kill my daughter? You killed her! You killed her!” That’s what I kept yelling. And the doctor rushed in, see, they were trying to get the doctor, you know. She was a lady doctor. Dr. Schwartz actually did the operation, but she was his assistant, Dr. Montique.",I confront the doctors in panic and grief as they try to respond to Marie's crisis
